Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,,Country,survivial-case-discharge rate,error,,Country,x,x1,Country,n,n1,
9.7489,-83.7534,Costa Rica,146047,0.10264841,0.103002209,0.104121018,0.107659003,0.11884709,0.154226956,0.104462171,0.102682525,0.102504609,0.102486721,0.102484787,,,48.3794,31.1656,Ukraine,1516712,0.108731126,0.103109437,0.102547171,0.102490258,0.102484787,,60,90,Russia,36000000,0.102698589,0.103160887,0.104622804,0.10924579,0.123864959,0.170094824,,North Macedonia,0.80411769,0.01133472,,Kenya,0.999978683,2.13174E-05,Eswatini,20372141474,678912.9694,
33,65,Afghanistan,102381,0.102681993,0.103108407,0.104456845,0.108720983,0.122205372,0.164846753,0.104480185,0.102684324,0.10250475,0.102486721,0.102484787,,,21,57,Oman,309212,0.108602853,0.103096593,0.102545959,0.102490904,0.102484787,,15.2,-86.2419,Honduras,141114,0.102694945,0.103149364,0.104586365,0.109130561,0.123500567,0.168942519,,Venezuela,0.803713833,0.006364506,,Serbia,0.999976884,2.31157E-05,Egypt,20045186877,148482.8658,
47.4116,28.3699,Moldova,207925,0.102661461,0.10304348,0.104251529,0.108071716,0.120152209,0.158354085,0.105032359,0.102739545,0.10251023,0.102487523,0.102484787,,,49.8175,15.473,Czechia,891140,0.107948163,0.103031119,0.102539364,0.102490258,0.102484787,,31,35,Israel,2217857,0.102692711,0.1031423,0.104564026,0.109059917,0.123277172,0.168236084,,Equatorial Guinea,0.79950597,0.019198276,,Ireland,0.99997384,2.616E-05,Iraq,20006696307,12766.43164,
-0.0236,37.9062,Kenya,445722,0.102647789,0.103000243,0.104114803,0.10763935,0.118784949,0.154030408,0.105926098,0.10282892,0.102519174,0.102488656,0.102484787,,,31.24,36.51,Jordan,810061,0.107911598,0.103027477,0.102539089,0.102490258,0.102484787,,-14.235,-51.9253,Brazil,14352484,0.102687903,0.103127098,0.104515951,0.108907893,0.122796431,0.166715842,,Afghanistan,0.791023652,0.007089966,,Austria,0.999973164,2.6836E-05,S. Korea,19838697963,10310.26259,
44.0165,21.0059,Serbia,920852,0.103004109,0.104127026,0.107678003,0.118907179,0.154416951,0.266708708,0.118243884,0.104060696,0.102642375,0.102500562,0.102486155,,,39.0742,21.8243,Greece,931002,0.107497195,0.102986025,0.102534933,0.102490258,0.102484787,,41.6086,21.7453,North Macedonia,147002,0.102686812,0.103123647,0.10450504,0.108873387,0.122687313,0.166370784,,Nigeria,0.783708931,0.005993822,,Australia,0.999971908,2.80918E-05,Suriname,19818197811,2385148.371,
53.1424,-7.6921,Ireland,824712,0.102721028,0.103231846,0.104847193,0.109955372,0.126108849,0.177190633,0.109269098,0.103163218,0.10255263,0.102491488,0.102484787,,,9.145,40.4897,Ethiopia,869430,0.107379941,0.102974301,0.102533725,0.102488656,0.102484787,,6.4238,-66.5897,Venezuela,1734382,0.102686655,0.10312315,0.104503467,0.108868414,0.122671587,0.166321065,,India,0.780344385,0.000742259,,El Salvador,0.999971652,2.83479E-05,Jordan,19757111140,24389.65848,
47.5162,14.5501,Austria,1160743,0.102724001,0.103241249,0.104876929,0.110049403,0.126406204,0.178130954,0.110634737,0.103299782,0.102566309,0.102492994,0.102484787,,,-1.8312,-78.1834,Ecuador,326552,0.107254645,0.102961772,0.102532486,0.102489525,0.102484787,,1.5,10,Equatorial Guinea,51944,0.10268505,0.103118075,0.104487421,0.108817671,0.122511125,0.16581363,,Mexico,0.775018801,0.001921056,,Czechia,0.999970289,2.9711E-05,Mexico,19481719332,14600.36478,
-33.8688,151.2093,Australia,6164296,0.102699388,0.103163415,0.104630797,0.109271064,0.123944881,0.170347563,0.119333758,0.104169675,0.102653249,0.102502089,0.102484787,,,22,-80,Cuba,388194,0.10696305,0.102932611,0.102529572,0.102489113,0.102484787,,33,65,Afghanistan,102381,0.102681993,0.103108407,0.104456845,0.108720983,0.122205372,0.164846753,,Jordan,0.770500532,0.032420865,,India,0.999968687,3.13132E-05,India,19151263741,473.9636464,
13.7942,-88.8965,El Salvador,310444,0.102646153,0.10299507,0.104098442,0.107587613,0.118621343,0.153513035,0.105327954,0.102769102,0.102513217,0.102487523,0.102484787,,,55.1694,23.8813,Lithuania,634751,0.106767272,0.102913026,0.10252752,0.102488656,0.102484787,,9.082,8.6753,Nigeria,398304,0.102679532,0.103100625,0.104432237,0.108643166,0.121959293,0.164068582,,Suriname,0.769488037,0.022575255,,Brazil,0.999966459,3.35411E-05,Nigeria,18939224875,47549.6728,
49.8175,15.473,Czechia,891140,0.102667803,0.103063533,0.104314943,0.108272249,0.120786348,0.16035941,0.107948163,0.103031119,0.102539364,0.102490258,0.102484787,,,6,12,Cameroon,149000,0.106683543,0.102904663,0.102526775,0.102489003,0.102484787,,21,78,India,40406609,0.102678451,0.103097206,0.104421427,0.108608979,0.12185118,0.163726707,,S. Korea,0.769147399,0.010118264,,S. Korea,0.999963785,3.62148E-05,Afghanistan,18469512056,180399.8013,
36,128,S. Korea,1924170,0.102675066,0.103086502,0.104387577,0.108501939,0.121512692,0.162656296,0.110831446,0.103319457,0.102568304,0.102492525,0.102484787,,,41.2044,74.7661,Kyrgyzstan,267718,0.106681591,0.102904467,0.102526747,0.102488891,0.102484787,,23.6345,-102.5528,Mexico,1334331,0.102676801,0.10309199,0.104404931,0.108556817,0.121686229,0.163205086,,Iraq,0.766339462,0.00301181,,Cameroon,0.99996255,3.74501E-05,Equatorial Guinea,17909851076,344791.527,
6,12,Cameroon,149000,0.102828763,0.103572533,0.105924542,0.113362248,0.136882338,0.211259395,0.106683543,0.102904663,0.102526775,0.102489003,0.102484787,,,33.8547,35.8623,Lebanon,511468,0.106531502,0.102889458,0.102525272,0.102488656,0.102484787,,31.24,36.51,Jordan,810061,0.102675459,0.103087743,0.104391502,0.108514349,0.121551939,0.162780411,,Egypt,0.765691949,0.004639565,,Denmark,0.999956628,4.33722E-05,Venezuela,17626251217,10162.84257,
56.2639,9.5018,Denmark,2400103,0.102794625,0.10346458,0.105583165,0.11228272,0.133468571,0.200464115,0.117664004,0.104002708,0.102636563,0.102500262,0.102484787,,,9.082,8.6753,Nigeria,398304,0.106371422,0.102873449,0.102523669,0.102488656,0.102484787,,3.9193,-56.0278,Suriname,8309,0.102675164,0.103086813,0.104388561,0.10850505,0.121522529,0.162687412,,Eswatini,0.760126726,0.021466934,,Lebanon,0.999956534,4.34658E-05,North Macedonia,17598824108,119718.2631,
33.8547,35.8623,Lebanon,511468,0.102663721,0.103050627,0.10427413,0.108143186,0.120378213,0.159068755,0.106531502,0.102889458,0.102525272,0.102488656,0.102484787,,,47.1625,19.5033,Hungary,417890,0.106238633,0.102860176,0.102522297,0.102488656,0.102484787,,36,128,S. Korea,1924170,0.102675066,0.103086502,0.104387577,0.108501939,0.121512692,0.162656296,,Colombia,0.758498752,0.001877106,,Paraguay,0.999955075,4.49252E-05,Brazil,17410244897,1213.047504,
42.7339,25.4858,Bulgaria,403213,0.102664002,0.103051514,0.104276934,0.108152054,0.120406258,0.159157448,0.106083448,0.102844654,0.10252077,0.102488656,0.102484787,,,56.8796,24.6032,Latvia,248932,0.106168385,0.102853148,0.102521617,0.102488406,0.102484787,,33,44,Iraq,1567133,0.102674265,0.10308397,0.104379571,0.108476622,0.121432632,0.162403137,,Morocco,0.75651938,0.005907109,,Bulgaria,0.999954977,4.50228E-05,Israel,16614464219,7491.224285,
-23.4425,-58.4438,Paraguay,185921,0.102645994,0.102994567,0.104096853,0.107582587,0.118605448,0.153462792,0.104682885,0.102704598,0.102506758,0.102487523,0.102484787,,,15.7835,-90.2308,Guatemala,240745,0.106092308,0.102845539,0.102520847,0.102488406,0.102484787,,26,30,Egypt,135000,0.102674083,0.103083395,0.104377751,0.108470866,0.121414432,0.162345586,,Portugal,0.750781952,0.006130125,,Madagascar,0.999952041,4.79593E-05,Honduras,16263125535,115248.1365,
-18.7669,46.8691,Madagascar,57254,0.102827594,0.103568836,0.105912852,0.11332528,0.136765437,0.210889721,0.105078679,0.102744176,0.102510727,0.102487391,0.102484787,,,42.7339,25.4858,Bulgaria,403213,0.106083448,0.102844654,0.10252077,0.102488656,0.102484787,,-26.5225,31.4659,Eswatini,30007,0.102672558,0.103078572,0.1043625,0.108422636,0.121261914,0.161863278,,Hungary,0.743620178,0.020523844,,North Macedonia,0.999948892,5.1108E-05,Russia,15713489238,436.4858122,
41.6086,21.7453,North Macedonia,147002,0.102686812,0.103123647,0.10450504,0.108873387,0.122687313,0.166370784,0.10493423,0.102729731,0.102509294,0.102487156,0.102484787,,,-0.0236,37.9062,Kenya,445722,0.105926098,0.10282892,0.102519174,0.102488656,0.102484787,,4.5709,-74.2973,Colombia,2685355,0.102672125,0.103077202,0.104358168,0.108408936,0.121218592,0.161726279,,Czechia,0.740970726,0.009517324,,Senegal,0.999946872,5.31275E-05,Martinique,15688663359,1283116.329,
14.4974,-14.4524,Senegal,143852,0.102659895,0.103038527,0.104235868,0.10802219,0.11999559,0.157858811,0.104585003,0.102694809,0.1025058,0.102486721,0.102484787,,,18.7357,-70.1627,Dominican Republic,363807,0.105892373,0.102825543,0.102518846,0.102487523,0.102484787,,31.7917,-7.0926,Morocco,1890964,0.102671606,0.10307556,0.104352976,0.108392521,0.121166678,0.161562117,,Peru,0.731261501,0.001895944,,USA,0.999946606,5.33936E-05,Australia,15596665332,2530.161649,
60.472,8.4689,Norway,686202,0.102756266,0.103343277,0.105199572,0.111069691,0.129632637,0.188333826,0.109596291,0.103195937,0.102555915,0.102492025,0.102484787,,,-32.5228,-55.7658,Uruguay,171237,0.105890843,0.102825392,0.102518846,0.102488274,0.102484787,,50.8333,4,Belgium,2234172,0.10267048,0.103071999,0.104341714,0.108356903,0.121054048,0.16120596,,Argentina,0.731051755,0.002364604,,Norway,0.999932414,6.75864E-05,Slovenia,15040095558,95512.68239,
39.0742,21.8243,Greece,931002,0.102649062,0.10300427,0.104127536,0.107679615,0.118912277,0.15443307,0.107497195,0.102986025,0.102534933,0.102490258,0.102484787,,,8.538,-80.7821,Panama,326597,0.105743963,0.102810703,0.102517387,0.102488138,0.102484787,,39.3999,-8.2245,Portugal,1976482,0.102670147,0.103070947,0.104338389,0.10834639,0.121020805,0.161100822,,Panama,0.728775433,0.004971458,,Greece,0.999928043,7.19571E-05,Japan,14307639547,9930.164743,
45.1,15.2,Croatia,165716,0.102664511,0.103053124,0.104282027,0.108168157,0.120457183,0.159318494,0.104798387,0.102716152,0.102507919,0.102487523,0.102484787,,,48.669,19.699,Slovakia,332393,0.105458902,0.102782199,0.102514504,0.102487523,0.102484787,,47.1625,19.5033,Hungary,417890,0.102668418,0.103065479,0.104321095,0.108291703,0.120847869,0.160553954,,Croatia,0.725769787,0.01515661,,Croatia,0.999927754,7.22464E-05,Gabon,14219620666,122317.2132,
2.5,112.5,Malaysia,1232927,0.103109494,0.104460285,0.10873186,0.122239766,0.164955516,0.300034579,0.124420172,0.104678326,0.102704142,0.102506715,0.102486721,,,13.7942,-88.8965,El Salvador,310444,0.105327954,0.102769102,0.102513217,0.102487523,0.102484787,,49.8175,15.473,Czechia,891140,0.102667803,0.103063533,0.104314943,0.108272249,0.120786348,0.16035941,,Bulgaria,0.723246995,0.011988195,,Malaysia,0.999923942,7.60575E-05,Cuba,13903518453,35815.90249,
41.1533,20.1683,Albania,56815,0.102646218,0.102995277,0.104099098,0.107589685,0.118627895,0.153533756,0.103701585,0.102606464,0.102496983,0.102486155,0.102484787,,,3.9339,-53.1258,French Guiana,52668,0.10531782,0.10276809,0.102513118,0.102487607,0.102485271,,-9.19,-75.0152,Peru,3156679,0.102665655,0.103056742,0.104293467,0.108204336,0.120571588,0.159680274,,Dominican Republic,0.720407565,0.004944224,,Guinea,0.999923942,7.60575E-05,Guatemala,13287231917,55192.14072,
9.9456,-9.6966,Guinea,23588,0.10275325,0.103333742,0.105169419,0.11097434,0.129331109,0.187380315,0.103788645,0.102615173,0.102497827,0.102486067,0.102484787,,,35.1264,33.4299,Cyprus,286736,0.105311787,0.102767492,0.102513085,0.102487523,0.102484787,,-38.4161,-63.6167,Argentina,1222359,0.10266561,0.103056601,0.104293021,0.108202925,0.120567128,0.15966617,,Moldova,0.709860507,0.008060712,,French Guiana,0.999922478,7.7522E-05,Botswana,13264760126,121087.3883,
3.9339,-53.1258,French Guiana,52668,0.102875159,0.10371925,0.106388502,0.114829419,0.141521942,0.225931109,0.10531782,0.10276809,0.102513118,0.102487607,0.102485271,,,46.1512,14.9955,Slovenia,157467,0.1052271,0.102759019,0.102512212,0.102487523,0.102484787,,8.538,-80.7821,Panama,326597,0.102665131,0.103055085,0.104288227,0.108187766,0.120519186,0.159514572,,Poland,0.709206161,0.005990521,,Albania,0.999922358,7.76423E-05,Latvia,13177443524,52935.91633,
-0.8037,11.6094,Gabon,116252,0.102709539,0.103195515,0.104732307,0.109592068,0.124959982,0.173557602,0.104908068,0.102727115,0.102509025,0.102487156,0.102484787,,,21.0079,10.9408,Mauritania,69937,0.105200473,0.102756356,0.102511938,0.102487523,0.102484787,,45.1,15.2,Croatia,165716,0.102664511,0.103053124,0.104282027,0.108168157,0.120457183,0.159318494,,Senegal,0.700850159,0.013333537,,Gabon,0.999917297,8.27033E-05,Ireland,12870215269,15605.70874,
64,26,Finland,636019,0.102806297,0.103501492,0.10569989,0.112651836,0.134635819,0.204155278,0.11059309,0.103295618,0.102565872,0.102492994,0.102484787,,,-18.7669,46.8691,Madagascar,57254,0.105078679,0.102744176,0.102510727,0.102487391,0.102484787,,42.7339,25.4858,Bulgaria,403213,0.102664002,0.103051514,0.104276934,0.108152054,0.120406258,0.159157448,,Lithuania,0.665819106,0.030037046,,Finland,0.999909398,9.06024E-05,Austria,12552238400,10813.96864,
3.2028,73.2207,Maldives,110249,0.102653148,0.103017192,0.1041684,0.107808839,0.119320912,0.155725303,0.104252572,0.102661568,0.102502464,0.102486721,0.102484787,,,47.4116,28.3699,Moldova,207925,0.105032359,0.102739545,0.10251023,0.102487523,0.102484787,,33.8547,35.8623,Lebanon,511468,0.102663721,0.103050627,0.10427413,0.108143186,0.120378213,0.159068755,,Maldives,0.652317881,0.018317224,,Maldives,0.999907432,9.25677E-05,Belize,11877140697,1491166.44,
-22.9576,18.4904,Namibia,58610,0.10264847,0.103002398,0.104121618,0.1076609,0.11885309,0.154245911,0.103737898,0.1026101,0.102497324,0.102485754,0.102484787,,,15.2,-86.2419,Honduras,141114,0.104981281,0.102734437,0.102509748,0.102487156,0.102484787,,18.7357,-70.1627,Dominican Republic,363807,0.10266344,0.103049739,0.104271321,0.108134304,0.120350125,0.158979939,,Philippines,0.644221599,0.00349444,,Namibia,0.999900834,9.91663E-05,South Africa,11637464739,3185.75426,
21.0079,10.9408,Mauritania,69937,0.10280952,0.103511682,0.105732114,0.112753738,0.134958061,0.205174294,0.105200473,0.102756356,0.102511938,0.102487523,0.102484787,,,-16.2902,-63.5887,Bolivia,239073,0.104964261,0.102732734,0.102509635,0.102487523,0.102484787,,47.4116,28.3699,Moldova,207925,0.102661461,0.10304348,0.104251529,0.108071716,0.120152209,0.158354085,,Cyprus,0.639097744,0.041933508,,Mauritania,0.999898045,0.000101955,Switzerland,11261823004,11251.87634,
47.1625,19.5033,Hungary,417890,0.102668418,0.103065479,0.104321095,0.108291703,0.120847869,0.160553954,0.106238633,0.102860176,0.102522297,0.102488656,0.102484787,,,41.6086,21.7453,North Macedonia,147002,0.10493423,0.102729731,0.102509294,0.102487156,0.102484787,,51.9194,19.1451,Poland,2660665,0.102661344,0.103043108,0.104250354,0.108068,0.120140459,0.158316917,,Slovakia,0.591756367,0.02661071,,Malawi,0.999869507,0.000130493,Kyrgyzstan,10917802738,40780.98125,
-13.254308,34.301525,Malawi,44296,0.102647632,0.102999749,0.104113239,0.107634404,0.118769309,0.153980949,0.103568607,0.102593167,0.102495644,0.102485754,0.102484787,,,-22.3285,24.6849,Botswana,109547,0.104920343,0.102728343,0.102509141,0.102487156,0.102484787,,16.25,-61.5833,Guadeloupe,29595,0.102660155,0.10303935,0.104238469,0.108030416,0.120021604,0.157941079,,Kenya,0.589669496,0.009020386,,Hungary,0.999861793,0.000138207,Uruguay,10602032587,61914.37941,
1.5,10,Equatorial Guinea,51944,0.10268505,0.103118075,0.104487421,0.108817671,0.122511125,0.16581363,0.103928129,0.102629123,0.102499231,0.102486462,0.102484787,,,-0.8037,11.6094,Gabon,116252,0.104908068,0.102727115,0.102509025,0.102487156,0.102484787,,14.4974,-14.4524,Senegal,143852,0.102659895,0.103038527,0.104235868,0.10802219,0.11999559,0.157858811,,Malawi,0.587037729,0.022486595,,Equatorial Guinea,0.999856191,0.000143809,Ecuador,10309470477,31570.68546,
22.3,114.2,Hong Kong,780415,0.102767715,0.103379485,0.10531407,0.111431766,0.130777619,0.19195458,0.110388647,0.103275172,0.102563815,0.102492763,0.102484787,,,45.1,15.2,Croatia,165716,0.104798387,0.102716152,0.102507919,0.102487523,0.102484787,,21.694,-71.7979,Turks and Caicos,2367,0.102659113,0.103036053,0.104228044,0.107997449,0.119917352,0.157611408,,USA,0.572693429,0.000677759,,Hong Kong,0.999851391,0.000148609,Italy,10062630127,1182.500804,
6.6111,20.9394,CAR,31042,0.102649598,0.103005966,0.1041329,0.107696578,0.118965918,0.154602705,0.103403039,0.102576611,0.102493963,0.102485471,0.102484787,,,26,30,Egypt,135000,0.104684213,0.10270473,0.102506758,0.102487156,0.102484787,,55.1694,23.8813,Lithuania,634751,0.102654766,0.103022306,0.104184573,0.107859982,0.119482646,0.156236727,,R¨¦union,0.567375887,0.042013205,,CAR,0.999849405,0.000150595,Guinea,9966103756,422507.3663,
-26.5225,31.4659,Eswatini,30007,0.102672558,0.103078572,0.1043625,0.108422636,0.121261914,0.161863278,0.103513373,0.102587644,0.102495069,0.102485754,0.102484787,,,-23.4425,-58.4438,Paraguay,185921,0.104682885,0.102704598,0.102506758,0.102487523,0.102484787,,3.2028,73.2207,Maldives,110249,0.102653148,0.103017192,0.1041684,0.107808839,0.119320912,0.155725303,,Albania,0.557529987,0.017493482,,Eswatini,0.999841911,0.000158089,Norway,9745948471,14202.73982,
3.9193,-56.0278,Suriname,8309,0.102675164,0.103086813,0.104388561,0.10850505,0.121522529,0.162687412,0.103033556,0.102539664,0.10249028,0.102485379,0.102484787,,,14.4974,-14.4524,Senegal,143852,0.104585003,0.102694809,0.1025058,0.102486721,0.102484787,,13,122,Philippines,2515352,0.102652264,0.103014396,0.104159559,0.107780881,0.119232508,0.155445731,,El Salvador,0.555761408,0.010539816,,Suriname,0.99982028,0.00017972,Kuwait,9336689134,15265.03237,
22,-80,Cuba,388194,0.10271208,0.103203549,0.104757712,0.109672408,0.125214039,0.174360992,0.10696305,0.102932611,0.102529572,0.102489113,0.102484787,,,33,65,Afghanistan,102381,0.104480185,0.102684324,0.10250475,0.102486721,0.102484787,,46.2276,2.2137,France,6175223,0.102652219,0.103014253,0.104159106,0.107779448,0.119227974,0.155431386,,Guyana,0.553524804,0.048963275,,Cuba,0.999817653,0.000182347,Mayotte,9249150964,711473.1511,
48.669,19.699,Slovakia,332393,0.102647916,0.103000647,0.10411608,0.107643388,0.118797712,0.154070795,0.105458902,0.102782199,0.102514504,0.102487523,0.102484787,,,9.7489,-83.7534,Costa Rica,146047,0.104462171,0.102682525,0.102504609,0.102486721,0.102484787,,35.1264,33.4299,Cyprus,286736,0.102651736,0.103012727,0.10415428,0.107764188,0.119179723,0.155278787,,Paraguay,0.551208876,0.013312552,,Slovakia,0.9998166,0.0001834,Hong Kong,8973092387,11497.84715,
34,9,Tunisia,139527,0.102646338,0.102995658,0.104100301,0.107593494,0.118639936,0.153571855,0.104393058,0.102675611,0.102503839,0.102486721,0.102484787,,,34,9,Tunisia,139527,0.104393058,0.102675611,0.102503839,0.102486721,0.102484787,,9.145,40.4897,Ethiopia,869430,0.102650803,0.103009775,0.104144943,0.107734662,0.119086355,0.154983538,,Trinidad and Tobago,0.549815498,0.041205854,,Tunisia,0.999800183,0.000199817,Iran,8906456483,2796.501219,
15,101,Thailand,749213,0.102932942,0.103901979,0.106966341,0.116656706,0.147300329,0.244203974,0.114751588,0.103711468,0.10260746,0.102497098,0.102486155,,,3.2028,73.2207,Maldives,110249,0.104252572,0.102661568,0.102502464,0.102486721,0.102484787,,25.0343,-77.3963,Bahamas,11037,0.1026504,0.1030085,0.104140914,0.107721919,0.119046052,0.154856108,,Bolivia,0.50120935,0.005049119,,Thailand,0.999791662,0.000208338,New Zealand,8247493733,10984.82399,
-12.8275,45.1662,Mayotte,13000,0.102763461,0.103366032,0.105271528,0.111297235,0.130352194,0.190609267,0.103489561,0.102585265,0.102494839,0.102485754,0.102484787,,,1.5,10,Equatorial Guinea,51944,0.103928129,0.102629123,0.102499231,0.102486462,0.102484787,,18.0708,-63.0501,Saint Martin,2756,0.10264999,0.103007205,0.104136817,0.107708966,0.119005091,0.154726571,,Ukraine,0.490348165,0.004938465,,Mayotte,0.999785785,0.000214215,Kazakhstan,8064396092,3312.623372,
55.1694,23.8813,Lithuania,634751,0.102654766,0.103022306,0.104184573,0.107859982,0.119482646,0.156236727,0.106767272,0.102913026,0.10252752,0.102488656,0.102484787,,,-11.2027,17.8739,Angola,64747,0.103789515,0.102615261,0.102497835,0.102486155,0.102484787,,6.6111,20.9394,CAR,31042,0.102649598,0.103005966,0.1041329,0.107696578,0.118965918,0.154602705,,Romania,0.454322308,0.005801538,,Lithuania,0.999746256,0.000253744,Denmark,7482144685,3117.426496,
46.1512,14.9955,Slovenia,157467,0.102703323,0.103175857,0.104670143,0.10939549,0.124338346,0.171591812,0.1052271,0.102759019,0.102512212,0.102487523,0.102484787,,,9.9456,-9.6966,Guinea,23588,0.103788645,0.102615173,0.102497827,0.102486067,0.102484787,,12.5186,-70.0358,Aruba,20869,0.102649226,0.103004788,0.104129175,0.107684799,0.118928669,0.154484899,,Jamaica,0.445783133,0.037199814,,Slovenia,0.999741371,0.000258629,Saudi Arabia,7250367645,1442.535703,
-11.2027,17.8739,Angola,64747,0.102646934,0.102997542,0.104106262,0.107612339,0.118699531,0.153760316,0.103789515,0.102615261,0.102497835,0.102486155,0.102484787,,,-22.9576,18.4904,Namibia,58610,0.103737898,0.1026101,0.102497324,0.102485754,0.102484787,,39.0742,21.8243,Greece,931002,0.102649062,0.10300427,0.104127536,0.107679615,0.118912277,0.15443307,,Tunisia,0.439359268,0.028046591,,Angola,0.999714172,0.000285828,Turkey,7167870324,1033.267896,
25.0343,-77.3963,Bahamas,11037,0.1026504,0.1030085,0.104140914,0.107721919,0.119046052,0.154856108,0.103034985,0.102539808,0.10249028,0.102485271,0.102484787,,,41.1533,20.1683,Albania,56815,0.103701585,0.102606464,0.102496983,0.102486155,0.102484787,,-22.9576,18.4904,Namibia,58610,0.10264847,0.103002398,0.104121618,0.1076609,0.11885309,0.154245911,,Angola,0.42594108,0.033415221,,Bahamas,0.999664948,0.000335052,Germany,7123380485,635.5569815,
18.1096,-77.2975,Jamaica,56494,0.102646097,0.102994894,0.104097888,0.107585858,0.118615792,0.153495498,0.103697233,0.102606033,0.102496906,0.102486155,0.102484787,,,18.1096,-77.2975,Jamaica,56494,0.103697233,0.102606033,0.102496906,0.102486155,0.102484787,,9.7489,-83.7534,Costa Rica,146047,0.10264841,0.103002209,0.104121018,0.107659003,0.11884709,0.154226956,,Sint Maarten,0.419203747,0.079564059,,Jamaica,0.999649301,0.000350699,Finland,6948725615,10925.34282,
12.5186,-70.0358,Aruba,20869,0.102649226,0.103004788,0.104129175,0.107684799,0.118928669,0.154484899,0.103235986,0.102559907,0.102492279,0.102485471,0.102484787,,,-13.254308,34.301525,Malawi,44296,0.103568607,0.102593167,0.102495644,0.102485754,0.102484787,,48.669,19.699,Slovakia,332393,0.102647916,0.103000647,0.10411608,0.107643388,0.118797712,0.154070795,,Costa Rica,0.400626257,0.008264125,,Aruba,0.999644481,0.000355519,Mauritania,6811501609,97394.82118,
31.24,36.51,Jordan,810061,0.102675459,0.103087743,0.104391502,0.108514349,0.121551939,0.162780411,0.107911598,0.103027477,0.102539089,0.102490258,0.102484787,,,-26.5225,31.4659,Eswatini,30007,0.103513373,0.102587644,0.102495069,0.102485754,0.102484787,,-0.0236,37.9062,Kenya,445722,0.102647789,0.103000243,0.104114803,0.10763935,0.118784949,0.154030408,,Namibia,0.399744572,0.019501102,,Jordan,0.999628007,0.000371993,Uzbekistan,6456625943,4685.794075,
-40.9006,174.886,New Zealand,750808,0.102779899,0.103418012,0.105435905,0.11181704,0.131995962,0.195807317,0.110571107,0.103293421,0.102565641,0.102492994,0.102484787,,,-12.8275,45.1662,Mayotte,13000,0.103489561,0.102585265,0.102494839,0.102485754,0.102484787,,-13.254308,34.301525,Malawi,44296,0.102647632,0.102999749,0.104113239,0.107634404,0.118769309,0.153980949,,Greece,0.391478851,0.016548208,,New Zealand,0.999590731,0.000409269,Madagascar,6112190896,106755.7009,
10.6918,-61.2225,Trinidad and Tobago,23429,0.102645948,0.102994422,0.104096395,0.107581138,0.118600864,0.153448302,0.103264862,0.102562796,0.102492585,0.102485754,0.102484787,,,-21.1351,55.2471,R¨¦union,35419,0.103447929,0.102581101,0.102494411,0.102485754,0.102484787,,18.0425,-63.0548,Sint Maarten,2281,0.102647281,0.10299864,0.104109732,0.107623314,0.118734233,0.153870052,,Aruba,0.389312977,0.036742554,,Botswana,0.999570599,0.000429401,Cameroon,6070716599,40743.06443,
-22.3285,24.6849,Botswana,109547,0.102717488,0.103220651,0.104811795,0.109843431,0.125754863,0.176071231,0.104920343,0.102728343,0.102509141,0.102487156,0.102484787,,,16.25,-61.5833,Guadeloupe,29595,0.103438812,0.102580189,0.102494338,0.102485754,0.102484787,,-11.2027,17.8739,Angola,64747,0.102646934,0.102997542,0.104106262,0.107612339,0.118699531,0.153760316,,CAR,0.384565639,0.023868492,,Trinidad and Tobago,0.999570335,0.000429665,Bahrain,6021989178,5497.660776,
-32.5228,-55.7658,Uruguay,171237,0.102745074,0.103307888,0.10508766,0.110715793,0.128513514,0.18479485,0.105890843,0.102825392,0.102518846,0.102488274,0.102484787,,,6.6111,20.9394,CAR,31042,0.103403039,0.102576611,0.102493963,0.102485471,0.102484787,,37.0902,-95.7129,USA,81102397,0.102646868,0.102997332,0.104105598,0.10761024,0.118692891,0.153739312,,Saint Martin,0.379807692,0.111783455,,R¨¦union,0.99954955,0.00045045,Oman,5933666069,19189.63711,
-21.1351,55.2471,R¨¦union,35419,0.102646622,0.102996554,0.104103136,0.107602457,0.118668285,0.153661483,0.103447929,0.102581101,0.102494411,0.102485754,0.102484787,,,10.6918,-61.2225,Trinidad and Tobago,23429,0.103264862,0.102562796,0.102492585,0.102485754,0.102484787,,-21.1351,55.2471,R¨¦union,35419,0.102646622,0.102996554,0.104103136,0.107602457,0.118668285,0.153661483,,Bahamas,0.375059952,0.035418449,,Uruguay,0.999542168,0.000457832,French Guiana,4713447690,89493.57655,
35.1264,33.4299,Cyprus,286736,0.102651736,0.103012727,0.10415428,0.107764188,0.119179723,0.155278787,0.105311787,0.102767492,0.102513085,0.102487523,0.102484787,,,12.5186,-70.0358,Aruba,20869,0.103235986,0.102559907,0.102492279,0.102485471,0.102484787,,34,9,Tunisia,139527,0.102646338,0.102995658,0.104100301,0.107593494,0.118639936,0.153571855,,Ethiopia,0.370591605,0.007301357,,Cyprus,0.999522444,0.000477556,Canada,4564117343,844.8550489,
