Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,,,Country,clinical deterioration rate,error,,Country,x,x1,Country,n,n1
41.3775,64.5853,Uzbekistan,1377915,0.102842716,0.103616657,0.106064073,0.113803483,0.138277647,0.21567175,0.115771196,0.103813427,0.102617659,0.102498189,0.102484787,,,47.1625,19.5033,Hungary,417890,0.124847452,0.104721054,0.102708414,0.102507148,0.102487055,,31.24,36.51,Jordan,810061,0.103449188,0.105534492,0.112128801,0.132981837,0.198924925,0.407455282,,,Iran,0.123848416,0.00629352,,Czechia,0.999886052,0.000113948,Senegal,1178035687,8189.220081
9.7489,-83.7534,Costa Rica,146047,0.103554599,0.10586783,0.113182908,0.136315216,0.209465995,0.440789072,0.115413456,0.103777654,0.102614074,0.102497716,0.102486089,,,24,45,Saudi Arabia,5026127,0.124490902,0.104685397,0.10270487,0.102506673,0.102484787,,48.669,19.699,Slovakia,332393,0.103441482,0.105510122,0.112051736,0.132738137,0.19815428,0.405018286,,,S. Korea,0.015649452,0.006230572,,Greece,0.999881835,0.000118165,Colombia,1176516774,438.1233668
33,65,Afghanistan,102381,0.103749188,0.106483173,0.115128794,0.142468648,0.228924857,0.502323396,0.115278435,0.103764152,0.102612724,0.102497581,0.102486067,,,-0.8037,11.6094,Gabon,116252,0.124243671,0.104660678,0.102702376,0.102506546,0.10248696,,-33.8688,151.2093,Australia,6164296,0.103421851,0.105448045,0.111855432,0.132117367,0.196191232,0.398810585,,,Denmark,0.003430532,0.006189883,,Canada,0.999861902,0.000138098,Eswatini,1147427443,38238.65908
47.4116,28.3699,Moldova,207925,0.102833626,0.103587913,0.105973178,0.113516047,0.137368695,0.212797391,0.107514909,0.102987799,0.102535082,0.102489813,0.102484787,,,26,30,Egypt,135000,0.123995931,0.104635903,0.102699899,0.102506298,0.102486936,,-30.5595,22.9375,South Africa,3652970,0.103414171,0.105423757,0.111778627,0.131874488,0.195423182,0.396381797,,,Bulgaria,0.01416628,0.006050657,,Oman,0.99985283,0.00014717,Venezuela,1113687660,642.1236268
-0.0236,37.9062,Kenya,445722,0.103898361,0.106954899,0.116620523,0.14718591,0.24384215,0.549496019,0.132328336,0.105469143,0.102783223,0.102514632,0.102487768,,,33.8547,35.8623,Lebanon,511468,0.123070142,0.104543323,0.10269064,0.102505373,0.102486839,,34,9,Tunisia,139527,0.103404842,0.105394256,0.111685335,0.131579475,0.19449027,0.393431671,,,Kazakhstan,0.02712655,0.006023741,,Kyrgyzstan,0.999850788,0.000149212,Canada,1093353160,202.3885163
44.0165,21.0059,Serbia,920852,0.102840946,0.103611061,0.106046378,0.113747525,0.138100693,0.215112171,0.113292627,0.103565571,0.102592873,0.102495557,0.102484787,,,36,138,Japan,1440826,0.122615453,0.104497854,0.102686089,0.102504983,0.102486721,,33.8547,35.8623,Lebanon,511468,0.103395013,0.105363174,0.111587045,0.131268653,0.193507363,0.390323444,,,Saudi Arabia,0.071890892,0.005871399,,Switzerland,0.999845339,0.000154661,Belize,1058952681,132950.7446
53.1424,-7.6921,Ireland,824712,0.10463144,0.1092731,0.123951316,0.170367912,0.317150076,0.781316036,0.164131934,0.108649511,0.10310126,0.102546434,0.102490952,,,-38.4161,-63.6167,Argentina,1222359,0.122152862,0.104451595,0.102681467,0.102504467,0.102486721,,21.694,-71.7979,Turks and Caicos,2367,0.103340903,0.105192063,0.111045945,0.129557546,0.188096366,0.373212372,,,Ecuador,0.032632541,0.005682307,,S. Korea,0.999843819,0.000156181,Cyprus,1048027389,3655.025491
47.5162,14.5501,Austria,1160743,0.103340402,0.105190479,0.111040938,0.129541711,0.188046295,0.373054031,0.131635318,0.10539984,0.102776293,0.102513932,0.102487689,,,41.2044,74.7661,Kyrgyzstan,267718,0.120855579,0.104321866,0.102668495,0.102503158,0.102486629,,47.5162,14.5501,Austria,1160743,0.103340402,0.105190479,0.111040938,0.129541711,0.188046295,0.373054031,,,Senegal,0.010657194,0.005509184,,Bulgaria,0.999837763,0.000162237,Peru,1027670982,325.5544772
-33.8688,151.2093,Australia,6164296,0.103421851,0.105448045,0.111855432,0.132117367,0.196191232,0.398810585,0.176056557,0.109841964,0.103220504,0.102558346,0.102492279,,,29.5,47.75,Kuwait,611639,0.120738692,0.104310178,0.102667326,0.102503036,0.102486597,,22,-80,Cuba,388194,0.103335631,0.105175391,0.110993222,0.129390822,0.187569142,0.371545141,,,Turkey,0.051035174,0.005489099,,Namibia,0.999834849,0.000165151,Dominican Republic,1010791554,2778.373022
13.7942,-88.8965,El Salvador,310444,0.102999028,0.104110961,0.107627201,0.118746528,0.153908929,0.265102201,0.111545423,0.10339085,0.102575393,0.10249386,0.102485754,,,8.538,-80.7821,Panama,326597,0.120661615,0.10430247,0.102666555,0.102502966,0.102486597,,15,101,Thailand,749213,0.103333361,0.105168214,0.110970527,0.129319053,0.187342186,0.370827443,,,Austria,0.008860012,0.00544137,,Australia,0.999833789,0.000166211,Thailand,997505981.9,1331.405064
49.8175,15.473,Czechia,891140,0.103597608,0.106003836,0.113612996,0.137675275,0.21376688,0.454389663,0.135704682,0.105806777,0.102816986,0.102518005,0.102488138,,,1.5,10,Equatorial Guinea,51944,0.120528755,0.104289189,0.102665227,0.102502831,0.102486591,,18.7357,-70.1627,Dominican Republic,363807,0.103327766,0.10515052,0.110914575,0.129142118,0.18678267,0.369058099,,,Japan,0.023404905,0.005104289,,Albania,0.999824655,0.000175345,Cuba,992191537.5,2555.916726
36,128,S. Korea,1924170,0.103130796,0.104527647,0.108944878,0.122913388,0.167085695,0.306770796,0.130822209,0.105318529,0.102768163,0.102513118,0.102487523,,,23.6345,-102.5528,Mexico,1334331,0.120216108,0.104257919,0.102662102,0.102502516,0.102486721,,-9.19,-75.0152,Peru,3156679,0.103320814,0.105128537,0.110845059,0.128922289,0.18608751,0.366859811,,,El Salvador,0.024932004,0.00496761,,Senegal,0.999822742,0.000177258,Austria,981156034.6,845.2827496
6,12,Cameroon,149000,0.102972688,0.104027665,0.107363795,0.117913566,0.151274872,0.256772582,0.108440376,0.103080346,0.102544343,0.102490749,0.102485271,,,48.669,19.699,Slovakia,332393,0.119926912,0.104229,0.102659208,0.10250223,0.102486531,,35.1264,33.4299,Cyprus,286736,0.103312655,0.105102736,0.110763468,0.128664275,0.185271598,0.364279671,,,Canada,0.009883376,0.004678965,,Ireland,0.999804816,0.000195184,Turks and Caicos,980008665,414029.8542
56.2639,9.5018,Denmark,2400103,0.103856074,0.106821178,0.116197661,0.145848701,0.239613523,0.536123924,0.169665315,0.109202842,0.103156592,0.102551972,0.102491488,,,56.8796,24.6032,Latvia,248932,0.119691412,0.10420545,0.102656853,0.102501994,0.102486497,,13.1939,-59.5432,Belize,7965,0.103308373,0.105089196,0.110720652,0.128528877,0.184843433,0.362925692,,,Maldives,0.004571429,0.004522995,,Austria,0.999793692,0.000206308,Lebanon,866955236.7,1695.033192
33.8547,35.8623,Lebanon,511468,0.103395013,0.105363174,0.111587045,0.131268653,0.193507363,0.390323444,0.123070142,0.104543323,0.10269064,0.102505373,0.102486839,,,6.6111,20.9394,CAR,31042,0.11936879,0.104173198,0.102653628,0.102501671,0.102486475,,52.9399,-73.5491,Canada,5402249,0.103295314,0.105047897,0.110590052,0.128115887,0.183537441,0.358795785,,,Croatia,0.004521477,0.00447373,,Qatar,0.999764002,0.000235998,Tunisia,848530563.2,6081.479306
42.7339,25.4858,Bulgaria,403213,0.103163261,0.104630311,0.109269529,0.123940026,0.170332209,0.317037173,0.116108661,0.103847174,0.102621025,0.102498414,0.102486155,,,22,-80,Cuba,388194,0.119248651,0.104161173,0.102652425,0.102501554,0.102486462,,6.4238,-66.5897,Venezuela,1734382,0.10328788,0.10502439,0.110515716,0.127880814,0.182794074,0.356445052,,,Australia,0.007375684,0.004458436,,Bahrain,0.999761341,0.000238659,South Africa,831581027.8,227.645184
-23.4425,-58.4438,Paraguay,185921,0.103258383,0.104931114,0.110220751,0.126948052,0.179844425,0.347117441,0.113032994,0.103539608,0.102590269,0.102495338,0.102485868,,,-35.6751,-71.543,Chile,2365753,0.118742606,0.10411057,0.102647371,0.102501201,0.102484787,,-26.5225,31.4659,Eswatini,30007,0.103275984,0.104986773,0.110396761,0.127504646,0.181604529,0.352683379,,,Equatorial Guinea,0.001026694,0.004458195,,CAR,0.999755322,0.000244678,Australia,818005036.5,132.7004797
-18.7669,46.8691,Madagascar,57254,0.102828414,0.103571432,0.105921059,0.113351233,0.136847505,0.211149245,0.105084889,0.102744797,0.10251079,0.102487391,0.102484787,,,18.7357,-70.1627,Dominican Republic,363807,0.118563534,0.104092662,0.102645575,0.102500863,0.102486391,,4.5709,-74.2973,Colombia,2685355,0.103266142,0.104955649,0.110298337,0.127193403,0.180620291,0.349570945,,,Norway,0.001001001,0.004346972,,North Macedonia,0.999739636,0.000260364,Slovakia,784780049.6,2361.000531
41.6086,21.7453,North Macedonia,147002,0.104883922,0.110071518,0.126476136,0.178352093,0.342398274,0.861157849,0.131572949,0.10539361,0.102775669,0.102513875,0.102487696,,,30.3753,69.3451,Pakistan,2581695,0.118107395,0.104047045,0.102640986,0.102500262,0.102484787,,14.4974,-14.4524,Senegal,143852,0.103265638,0.104954055,0.110293299,0.127177469,0.180569902,0.349411602,,,Gabon,0.001581028,0.0043284,,Croatia,0.999736791,0.000263209,Jordan,772287919,953.3700783
14.4974,-14.4524,Senegal,143852,0.103265638,0.104954055,0.110293299,0.127177469,0.180569902,0.349411602,0.111850184,0.103421327,0.102578441,0.102494152,0.102485754,,,45.1,15.2,Croatia,165716,0.117869491,0.104023258,0.102638634,0.102500172,0.102486316,,9.145,40.4897,Ethiopia,869430,0.103264346,0.10494997,0.110280381,0.12713662,0.180440727,0.349003113,,,Paraguay,0.010860246,0.00415892,,Maldives,0.999733882,0.000266118,Trinidad and Tobago,757968240.3,32351.71114
60.472,8.4689,Norway,686202,0.105020277,0.110502712,0.127839691,0.182664032,0.356033824,0.904277242,0.168903117,0.10912664,0.103148972,0.102551206,0.102491427,,,46.1512,14.9955,Slovenia,157467,0.117323358,0.103968644,0.102633173,0.102499626,0.102486258,,-23.4425,-58.4438,Paraguay,185921,0.103258383,0.104931114,0.110220751,0.126948052,0.179844425,0.347117441,,,Kuwait,0.011943399,0.004151582,,Uzbekistan,0.999721689,0.000278311,Mauritania,744831322.7,10650.0325
39.0742,21.8243,Greece,931002,0.10351551,0.105744218,0.112792014,0.135079101,0.205557057,0.428427925,0.133934533,0.105629762,0.102799284,0.10251624,0.102487921,,,35.1264,33.4299,Cyprus,286736,0.11650331,0.103886639,0.102624972,0.102498803,0.102486155,,45.9432,24.9668,Romania,1780963,0.103256578,0.104925404,0.110202697,0.12689096,0.179663884,0.346546521,,,Albania,0.004769076,0.003712564,,Malawi,0.999684045,0.000315955,Panama,710020486.4,2173.995739
45.1,15.2,Croatia,165716,0.103679894,0.106264048,0.114435861,0.1402774,0.221995522,0.480410915,0.117869491,0.104023258,0.102638634,0.102500172,0.102486316,,,32,53,Iran,3184857,0.116221195,0.103858423,0.102622118,0.102498189,0.102484787,,26.0275,50.55,Bahrain,1095373,0.103255844,0.104923084,0.110195358,0.126867753,0.179590496,0.346314447,,,Venezuela,0.010069079,0.003624593,,Tunisia,0.999643574,0.000356426,USA,699524713.8,8.625203935
2.5,112.5,Malaysia,1232927,0.102846082,0.103627303,0.106097741,0.11390995,0.138614324,0.216736414,0.115170973,0.103753406,0.102611651,0.102497472,0.102486721,,,42.7339,25.4858,Bulgaria,403213,0.116108661,0.103847174,0.102621025,0.102498414,0.102486155,,13,122,Philippines,2515352,0.10324608,0.104892205,0.110097712,0.12655897,0.178614037,0.343226613,,,Kyrgyzstan,0.005126015,0.003537067,,Slovakia,0.99955071,0.00044929,Martinique,691084949.4,56521.21938
41.1533,20.1683,Albania,56815,0.103648602,0.106165093,0.114122938,0.13928785,0.218866292,0.470515421,0.111257127,0.103362021,0.102572511,0.102493561,0.102485659,,,25.3548,51.1839,Qatar,620128,0.115908846,0.103827193,0.102619028,0.102498224,0.102486155,,33,44,Iraq,1567133,0.103245513,0.104890415,0.11009205,0.126541064,0.178557415,0.343047558,,,Greece,0.00608828,0.003412665,,Angola,0.999502012,0.000497988,Greece,676100369.8,726.2072152
9.9456,-9.6966,Guinea,23588,0.102985146,0.104067062,0.10748838,0.118307538,0.15252072,0.2607123,0.104914906,0.102727799,0.102509088,0.102487217,0.102485029,,,41.3775,64.5853,Uzbekistan,1377915,0.115771196,0.103813427,0.102617659,0.102498189,0.102484787,,16.25,-61.5833,Guadeloupe,29595,0.103241719,0.104878417,0.110054109,0.126421085,0.178178008,0.341847768,,,Israel,0.021412857,0.003385446,,Botswana,0.999502012,0.000497988,Aruba,647954820,31048.67603
3.9339,-53.1258,French Guiana,52668,0.102935857,0.103911196,0.106995489,0.116748879,0.147591806,0.245125705,0.105758326,0.102812141,0.102517521,0.102488067,0.102484787,,,9.7489,-83.7534,Costa Rica,146047,0.115413456,0.103777654,0.102614074,0.102497716,0.102486089,,-14.235,-51.9253,Brazil,14352484,0.103234923,0.104856927,0.109986152,0.126206185,0.177498433,0.339698763,,,Malawi,0.001809136,0.003270269,,Bahamas,0.999463775,0.000536225,Costa Rica,627595521.1,4297.216109
-0.8037,11.6094,Gabon,116252,0.104502858,0.108866487,0.122665495,0.166301791,0.304291872,0.740654822,0.124243671,0.104660678,0.102702376,0.102506546,0.10248696,,,33,65,Afghanistan,102381,0.115278435,0.103764152,0.102612724,0.102497581,0.102486067,,21,78,India,40406609,0.103229983,0.104841303,0.109936744,0.126049944,0.177004355,0.338136352,,,Germany,0.015333584,0.003253429,,Hungary,0.999460878,0.000539122,Lithuania,603926608.2,951.4386086
64,26,Finland,636019,0.10430435,0.108238751,0.12068042,0.160024432,0.28444112,0.677881234,0.148373114,0.107073623,0.102943671,0.102530675,0.102489375,,,2.5,112.5,Malaysia,1232927,0.115170973,0.103753406,0.102611651,0.102497472,0.102486721,,29.5,47.75,Kuwait,611639,0.103222875,0.104818827,0.109865668,0.125825182,0.176293598,0.335888741,,,Namibia,0.003782506,0.003221107,,Ghana,0.999448531,0.000551469,Latvia,603926608.2,2426.070606
3.2028,73.2207,Maldives,110249,0.103673377,0.106243438,0.114370685,0.140071298,0.22134377,0.478349894,0.114964924,0.103732801,0.102609588,0.102497267,0.102486032,,,-13.254308,34.301525,Malawi,44296,0.115042268,0.103740536,0.102610362,0.102497345,0.102486043,,60,90,Russia,36000000,0.103166509,0.10464058,0.109302003,0.124042718,0.170656949,0.318064092,,,Switzerland,0.003984946,0.003191776,,Gabon,0.999447659,0.000552341,Hungary,600218910.1,1436.308383
-22.9576,18.4904,Namibia,58610,0.103790946,0.106615225,0.115546379,0.143789167,0.233100706,0.515528591,0.112484372,0.103484746,0.102584783,0.102494787,0.102485784,,,3.2028,73.2207,Maldives,110249,0.114964924,0.103732801,0.102609588,0.102497267,0.102486032,,42.7339,25.4858,Bulgaria,403213,0.103163261,0.104630311,0.109269529,0.123940026,0.170332209,0.317037173,,,Czechia,0.005218526,0.003107673,,Aruba,0.999417724,0.000582276,Czechia,580021689.2,650.8760567
21.0079,10.9408,Mauritania,69937,0.103466803,0.105590194,0.112304945,0.133538853,0.200686367,0.41302545,0.110697223,0.103306031,0.102566911,0.102492999,0.102485607,,,34,9,Tunisia,139527,0.113352617,0.10357157,0.102593465,0.102495655,0.102485868,,51,9,Germany,11208091,0.103137311,0.10454825,0.10901003,0.123119417,0.167737217,0.30883109,,,Botswana,0.000712758,0.003097993,,Denmark,0.999400736,0.000599264,Kyrgyzstan,569792352.8,2128.33038
47.1625,19.5033,Hungary,417890,0.103578725,0.105944122,0.113424164,0.137078133,0.211878552,0.448418248,0.124847452,0.104721054,0.102708414,0.102507148,0.102487055,,,44.0165,21.0059,Serbia,920852,0.113292627,0.103565571,0.102592873,0.102495557,0.102484787,,36,128,S. Korea,1924170,0.103130796,0.104527647,0.108944878,0.122913388,0.167085695,0.306770796,,,Lebanon,0.007820557,0.002739462,,Jamaica,0.999367061,0.000632939,Albania,530306347.9,9333.914421
-13.254308,34.301525,Malawi,44296,0.104371563,0.108451296,0.121352544,0.162149872,0.291162353,0.699135637,0.115042268,0.103740536,0.102610362,0.102497345,0.102486043,,,-23.4425,-58.4438,Paraguay,185921,0.113032994,0.103539608,0.102590269,0.102495338,0.102485868,,-11.2027,17.8739,Angola,64747,0.103103135,0.104440175,0.108668268,0.12203867,0.164319594,0.298023615,,,Afghanistan,0.00403751,0.002445329,,Cameroon,0.999352987,0.000647013,Ghana,526601143.8,1198.875218
1.5,10,Equatorial Guinea,51944,0.104988384,0.110401855,0.127520753,0.181655463,0.352844446,0.894191543,0.120528755,0.104289189,0.102665227,0.102502831,0.102486591,,,18.1096,-77.2975,Jamaica,56494,0.112514925,0.103487801,0.102585088,0.102494817,0.102485791,,5,-58.75,Guyana,8079,0.10309551,0.104416061,0.108592012,0.121797529,0.163557039,0.295612204,,,North Macedonia,0.001118151,0.002392305,,Eswatini,0.999340772,0.000659228,Poland,518193520.6,194.760904
22.3,114.2,Hong Kong,780415,0.102834822,0.103591694,0.105985134,0.113553857,0.13748826,0.213175488,0.112263325,0.103462641,0.102582567,0.102494651,0.102484787,,,-22.9576,18.4904,Namibia,58610,0.112484372,0.103484746,0.102584783,0.102494787,0.102485784,,-32.5228,-55.7658,Uruguay,171237,0.103079516,0.104365484,0.108432074,0.121291761,0.161957659,0.290554523,,,Ireland,0.001397038,0.002226336,,Norway,0.999300492,0.000699508,Slovenia,513688871.9,3262.200156
6.6111,20.9394,CAR,31042,0.105515191,0.112067767,0.13278883,0.198314584,0.405525214,1.060782758,0.11936879,0.104173198,0.102653628,0.102501671,0.102486475,,,22.3,114.2,Hong Kong,780415,0.112263325,0.103462641,0.102582567,0.102494651,0.102484787,,30.9756,112.2707,China,90410000,0.103050725,0.104274441,0.108144168,0.120381322,0.159078601,0.281450141,,,Dominican Republic,0.009130114,0.001984441,,Equatorial Guinea,0.999282525,0.000717475,Maldives,508429477.7,4611.647069
-26.5225,31.4659,Eswatini,30007,0.103275984,0.104986773,0.110396761,0.127504646,0.181604529,0.352683379,0.106818859,0.102918194,0.102528128,0.102489123,0.102485206,,,14.4974,-14.4524,Senegal,143852,0.111850184,0.103421327,0.102578441,0.102494152,0.102485754,,-38.4161,-63.6167,Argentina,1222359,0.103047339,0.104263732,0.108110304,0.120274235,0.15873996,0.280379264,,,Ethiopia,0.010692928,0.00196189,,Lithuania,0.999240381,0.000759619,Croatia,502899149.5,3034.704854
3.9193,-56.0278,Suriname,8309,0.102981388,0.104055176,0.107450793,0.118188677,0.152144847,0.259523685,0.103916255,0.102627934,0.102499102,0.102486218,0.102484908,,,13.7942,-88.8965,El Salvador,310444,0.111545423,0.10339085,0.102575393,0.10249386,0.102485754,,31,35,Israel,2217857,0.10303868,0.104236351,0.108023719,0.120000428,0.157874106,0.277641193,,,CAR,0.000700525,0.001920821,,Guinea,0.999232027,0.000767973,Afghanistan,449288407.3,4388.396355
22,-80,Cuba,388194,0.103335631,0.105175391,0.110993222,0.129390822,0.187569142,0.371545141,0.119248651,0.104161173,0.102652425,0.102501554,0.102486462,,,41.1533,20.1683,Albania,56815,0.111257127,0.103362021,0.102572511,0.102493561,0.102485659,,25.3548,51.1839,Qatar,620128,0.103023855,0.104189468,0.107875462,0.1195316,0.156391541,0.272952912,,,Panama,0.006395709,0.001715324,,Suriname,0.999220019,0.000779981,Switzerland,443462557.3,443.0708826
48.669,19.699,Slovakia,332393,0.103441482,0.105510122,0.112051736,0.132738137,0.19815428,0.405018286,0.119926912,0.104229,0.102659208,0.10250223,0.102486531,,,-21.1351,55.2471,R¨¦union,35419,0.111238162,0.103360125,0.102572321,0.102493541,0.102485663,,36,138,Japan,1440826,0.103015125,0.104161862,0.107788163,0.119255533,0.155518543,0.270192247,,,Poland,0.004659633,0.001672405,,Madagascar,0.999175833,0.000824167,Namibia,421019683,7183.410391
34,9,Tunisia,139527,0.103404842,0.105394256,0.111685335,0.131579475,0.19449027,0.393431671,0.113352617,0.10357157,0.102593465,0.102495655,0.102485868,,,-40.9006,174.886,New Zealand,750808,0.110930693,0.103329378,0.10256924,0.102493219,0.102484787,,13.7942,-88.8965,El Salvador,310444,0.102999028,0.104110961,0.107627201,0.118746528,0.153908929,0.265102201,,,Romania,0.010911682,0.001639764,,Belize,0.999163993,0.000836007,Jamaica,403350995.4,7139.713871
15,101,Thailand,749213,0.103333361,0.105168214,0.110970527,0.129319053,0.187342186,0.370827443,0.125711747,0.104807483,0.102717057,0.10250801,0.102487156,,,21.0079,10.9408,Mauritania,69937,0.110697223,0.103306031,0.102566911,0.102492999,0.102485607,,9.9456,-9.6966,Guinea,23588,0.102985146,0.104067062,0.10748838,0.118307538,0.15252072,0.2607123,,,Costa Rica,0.005648998,0.001636786,,Guadeloupe,0.999118622,0.000881378,Denmark,381977337.9,159.1503939
-12.8275,45.1662,Mayotte,13000,0.103868906,0.106861757,0.116325981,0.146254487,0.240896732,0.540181787,0.107475301,0.102983839,0.102534692,0.102489777,0.102485286,,,-1.8312,-78.1834,Ecuador,326552,0.110639677,0.103300276,0.102566338,0.102492937,0.102485754,,3.9193,-56.0278,Suriname,8309,0.102981388,0.104055176,0.107450793,0.118188677,0.152144847,0.259523685,,,Kenya,0.0032277,0.001636403,,Serbia,0.999064297,0.000935703,Italy,379881317.9,44.64140669
55.1694,23.8813,Lithuania,634751,0.103575361,0.105933486,0.113390532,0.13697178,0.211542234,0.447354716,0.12996101,0.10523241,0.102759549,0.102512263,0.102487523,,,21,57,Oman,309212,0.110467845,0.103283092,0.102564616,0.102492763,0.102485754,,48.0196,66.9237,Kazakhstan,2434444,0.102978344,0.104045552,0.107420361,0.118092441,0.151840523,0.25856133,,,Mexico,0.028072007,0.001602244,,Trinidad and Tobago,0.999045105,0.000954895,Mayotte,374927574.7,28840.58267
46.1512,14.9955,Slovenia,157467,0.103667277,0.106224147,0.114309682,0.139878389,0.220733738,0.476420802,0.117323358,0.103968644,0.102633173,0.102499626,0.102486258,,,-32.5228,-55.7658,Uruguay,171237,0.110267262,0.103263035,0.102562612,0.10249257,0.102485625,,6,12,Cameroon,149000,0.102972688,0.104027665,0.107363795,0.117913566,0.151274872,0.256772582,,,Iraq,0.011235083,0.001552777,,R¨¦union,0.998958207,0.001041793,Kenya,359465825.8,806.4798816
-11.2027,17.8739,Angola,64747,0.103103135,0.104440175,0.108668268,0.12203867,0.164319594,0.298023615,0.107460357,0.102982344,0.102534542,0.102489766,0.102485379,,,6,12,Cameroon,149000,0.108440376,0.103080346,0.102544343,0.102490749,0.102485271,,23.6345,-102.5528,Mexico,1334331,0.102970198,0.10401979,0.107338894,0.11783482,0.151025854,0.255985117,,,Portugal,0.00288517,0.001535606,,Cuba,0.998746972,0.001253028,Ukraine,337906356.2,222.7887405
25.0343,-77.3963,Bahamas,11037,0.1028131,0.103523005,0.105767921,0.112866967,0.135316122,0.206306587,0.103575509,0.102593859,0.102495695,0.102485868,0.102485029,,,47.4116,28.3699,Moldova,207925,0.107514909,0.102987799,0.102535082,0.102489813,0.102484787,,21,57,Oman,309212,0.102938772,0.103920412,0.107024633,0.11684104,0.147883246,0.24604732,,,Argentina,0.02074461,0.001465806,,Cyprus,0.998675683,0.001324317,R¨¦union,332031720.7,9374.395684
18.1096,-77.2975,Jamaica,56494,0.103819248,0.106704722,0.115829392,0.144684134,0.235930838,0.524478254,0.112514925,0.103487801,0.102585088,0.102494817,0.102485791,,,-12.8275,45.1662,Mayotte,13000,0.107475301,0.102983839,0.102534692,0.102489777,0.102485286,,18.0425,-63.0548,Sint Maarten,2281,0.102938587,0.103919828,0.107022784,0.116835192,0.147864752,0.245988837,,,Morocco,0.002158774,0.001308894,,Finland,0.998639563,0.001360437,Portugal,321429031.1,162.6268446
12.5186,-70.0358,Aruba,20869,0.103537658,0.105814257,0.113013494,0.135779483,0.207771862,0.435431751,0.107294574,0.102965766,0.102532885,0.102489597,0.102485271,,,-11.2027,17.8739,Angola,64747,0.107460357,0.102982344,0.102534542,0.102489766,0.102485379,,-1.8312,-78.1834,Ecuador,326552,0.102936063,0.103911846,0.106997544,0.116755376,0.147612353,0.24519068,,,Philippines,0.011218185,0.001289322,,Guyana,0.998636907,0.001363093,France,276928745.7,44.84514093
31.24,36.51,Jordan,810061,0.103449188,0.105534492,0.112128801,0.132981837,0.198924925,0.407455282,0.129933165,0.105229625,0.102759271,0.102512238,0.102487523,,,12.5186,-70.0358,Aruba,20869,0.107294574,0.102965766,0.102532885,0.102489597,0.102485271,,3.9339,-53.1258,French Guiana,52668,0.102935857,0.103911196,0.106995489,0.116748879,0.147591806,0.245125705,,,Italy,0.003411643,0.001286345,,Martinique,0.998549113,0.001450887,Morocco,240678291.2,127.2780926
-40.9006,174.886,New Zealand,750808,0.102793022,0.103459511,0.105567136,0.11223203,0.133308276,0.199957218,0.110930693,0.103329378,0.10256924,0.102493219,0.102484787,,,10.6918,-61.2225,Trinidad and Tobago,23429,0.107196717,0.10295598,0.102531906,0.102489499,0.102485255,,38.9637,35.2433,Turkey,6937088,0.102849124,0.103636922,0.106128157,0.114006133,0.138918484,0.217698252,,,South Africa,0.007499026,0.001076284,,Mauritania,0.998435331,0.001564669,Finland,216949779.8,341.1058157
10.6918,-61.2225,Trinidad and Tobago,23429,0.103458256,0.105563165,0.112219473,0.133268567,0.199831645,0.410322582,0.107196717,0.10295598,0.102531906,0.102489499,0.102485255,,,-26.5225,31.4659,Eswatini,30007,0.106818859,0.102918194,0.102528128,0.102489123,0.102485206,,2.5,112.5,Malaysia,1232927,0.102846082,0.103627303,0.106097741,0.11390995,0.138614324,0.216736414,,,Egypt,0.001879096,0.000988215,,Slovenia,0.998384659,0.001615341,Egypt,209556048.3,1552.267024
-22.3285,24.6849,Botswana,109547,0.105489093,0.111985235,0.132527842,0.19748927,0.402915341,1.052529615,0.133929262,0.105629254,0.102799234,0.102516232,0.102487932,,,16.25,-61.5833,Guadeloupe,29595,0.106602596,0.102896568,0.102525965,0.102488905,0.102485206,,41.3775,64.5853,Uzbekistan,1377915,0.102842716,0.103616657,0.106064073,0.113803483,0.138277647,0.21567175,,,Russia,0.014029694,0.000971091,,Jordan,0.998377151,0.001622849,Malawi,201768243.2,4554.99917
-32.5228,-55.7658,Uruguay,171237,0.103079516,0.104365484,0.108432074,0.121291761,0.161957659,0.290554523,0.110267262,0.103263035,0.102562612,0.10249257,0.102485625,,,14.6415,-61.0242,Martinique,12227,0.10604964,0.102841272,0.102520436,0.102488352,0.10248514,,44.0165,21.0059,Serbia,920852,0.102840946,0.103611061,0.106046378,0.113747525,0.138100693,0.215112171,,,Colombia,0.010643303,0.000916012,,Hong Kong,0.9983104,0.0016896,Gabon,176368089.2,1517.118753
-21.1351,55.2471,R¨¦union,35419,0.1039556,0.107135906,0.117192915,0.148995972,0.249566069,0.56759664,0.111238162,0.103360125,0.102572321,0.102493541,0.102485663,,,3.9339,-53.1258,French Guiana,52668,0.105758326,0.102812141,0.102517521,0.102488067,0.102484787,,22.3,114.2,Hong Kong,780415,0.102834822,0.103591694,0.105985134,0.113553857,0.13748826,0.213175488,,,Guatemala,0.00051083,0.000814784,,French Guiana,0.998242357,0.001757643,Ireland,155872163.4,189.0019345
