Lat,Long,Country,Tests,n=E+3,n=E+4,n=E+5,n=E+6,n=E+7,n=E+8,n=E+9,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,n=E+3,n=E+4,n=E+5,n=E+6,n=E+7,n=E+8,>E+8,>E+7,,Country,the proportion of the positive tests,error,,,,Country,x,x1,Country,n,n1,,Country,err 1E-5,err 9E-5,err 1E-4,err 2E-4,err 3E-4,err 4E-4,err 5E-4,err 6E-4,err 7E-4,err 8E-4,err 9E-4,err 1E-3,total population with err 1E-3,20% population with err 1E-3,10% population with err 1E-3,2% population with err 1E-3,1% population with err 1E-3,total population with err 2E-3,total population with err 3E-3,Country,total population with err 1E-3,Country,10% population with err 1E-3,20% population with err 1E-3,Country,total population with err 2E-3,total population with err 3E-3,Country,1% population with err 1E-3,2% population with err 1E-3,,Country,err 1E-5,err 9E-5,err 1E-4,err 2E-4,err 3E-4,err 4E-4,err 5E-4,err 6E-4,err 7E-4,err 8E-4,err 9E-4,err 1E-3,total population with err 1E-3,20% population with err 1E-3,10% population with err 1E-3,2% population with err 1E-3,1% population with err 1E-3,total population with err 2E-3,total population with err 3E-3,,,,,,,,
25.3548,51.1839,Qatar,620128,0.102688784,0.103129883,0.104524761,0.108935751,0.122884526,0.166994425,0.30648218,0.107564805,0.102992788,0.1025356,0.102490258,0.102484787,,24,45,Saudi Arabia,5026127,0.125975566,0.104833865,0.102719675,0.102508,0.102484787,,46.1512,14.9955,Slovenia,157467,0.103087904,0.104392011,0.108515958,0.121557024,0.162796495,0.293207155,-99842533,-9842533,,Sint Maarten,0.194651469,0.027703504,,,,Croatia,0.999994303,5.69717E-06,Sint Maarten,17515009342,7678653.811,,Saudi Arabia,0.125975566,0.31390179,0.337392566,0.572300276,0.80720785,1.042115218,1.277022314,1.511929068,1.746835413,1.98174128,2.2166466,2.451551306,4,,,,,,,Philippines,9.643482733,Philippines,3.119613253,4.369348783,Philippines,19.18436778,30.02561913,Philippines,1.056584582,1.451785656,,Saudi Arabia,,,,0.572300276,0.80720785,,,,,,,,,,,,,,,,,,,,,,
48.3794,31.1656,Ukraine,1516712,0.102785319,0.103435154,0.105490111,0.111988457,0.132538031,0.197521491,0.403017227,0.114189019,0.103655209,0.102601816,0.102496394,0.102484787,,-14.235,-51.9253,Brazil,14352484,0.124171104,0.104653393,0.102701443,0.102506673,0.102484787,,51,9,Germany,11208091,0.103035517,0.104226347,0.107992083,0.119900388,0.157557752,0.276640793,-88791909,1208091,,Bahamas,0.193440246,0.012566916,,,,Slovenia,0.999994156,5.84409E-06,Bahamas,17432200068,1579432.823,,Brazil,0.124171104,0.297661652,0.319347971,0.53621116,0.753074362,0.969937582,1.186800825,1.403664099,1.620527409,1.837390761,2.054254161,2.271117616,1,,,,,,,Hong Kong,8.992712204,Hong Kong,2.913821542,4.078315355,Hong Kong,17.84084649,28.72502708,Hong Kong,0.991507529,1.359752806,,Brazil,,,,0.53621116,0.753074362,0.969937582,,,,,,,,,,,,,,,,,,,,,
-16.2902,-63.5887,Bolivia,239073,0.102645294,0.102992354,0.104089853,0.107560453,0.11853545,0.153241454,0.262991415,0.104966539,0.10273296,0.102509635,0.102486721,0.102484787,,6.4238,-66.5897,Venezuela,1734382,0.123748735,0.104611181,0.102697425,0.102506066,0.102486721,,47.5162,14.5501,Austria,1160743,0.103016868,0.104167375,0.107805597,0.119310666,0.15569289,0.270743581,-98839257,-8839257,,Qatar,0.190939612,0.00166833,,,,Lebanon,0.999994057,5.94312E-06,Qatar,17260198754,27833.28402,,Venezuela,0.123748735,0.293860253,0.315124177,0.52776304,0.740400851,0.953037083,1.16567121,1.378302706,1.590931045,1.8035557,2.016176146,2.228791858,2,,,,,,,Morocco,8.894986889,Morocco,2.882918084,4.034611265,Morocco,17.68617512,26.60712864,Morocco,0.981734997,1.345932359,,Venezuela,,,,0.52776304,0.740400851,0.953037083,,,,,,,,,,,,,,,,,,,,,
31,35,Israel,2217857,0.102848704,0.103635594,0.106123957,0.113992853,0.138876488,0.217565449,0.466401794,0.119623142,0.104198623,0.102656156,0.102501871,0.102487523,,39.3999,-8.2245,Portugal,1976482,0.123703723,0.104606681,0.102696976,0.102505978,0.102486721,,52.9399,-73.5491,Canada,5402249,0.103012617,0.104153933,0.107763091,0.119176249,0.155267825,0.269399408,-94597751,-4597751,,Moldova,0.175082361,0.002785844,,,,Cameroon,0.99999398,6.02031E-06,Moldova,16136962985,77609.53702,,Portugal,0.123703723,0.293455162,0.31467408,0.526862986,0.739051119,0.951238091,1.163423516,1.375607008,1.58778818,1.799966644,2.012142016,2.224313907,3,,,,,,,Uzbekistan,8.7384182,Uzbekistan,2.833406718,3.964591619,Uzbekistan,17.3728638,26.47473837,Uzbekistan,0.966078128,1.323790203,,Portugal,,,,0.526862986,0.739051119,0.951238091,,,,,,,,,,,,,,,,,,,,,
-1.8312,-78.1834,Ecuador,326552,0.102653368,0.103017888,0.1041706,0.107815797,0.119342925,0.155794891,0.271066148,0.105531178,0.102789434,0.10251525,0.102487523,0.102484787,,50.8333,4,Belgium,2234172,0.122413581,0.104477666,0.10268408,0.102504703,0.102484787,,51.9194,19.1451,Poland,2660665,0.102999394,0.104112118,0.107630858,0.118758092,0.153945495,0.265217836,-97339335,-7339335,,Chile,0.17246475,0.000821,,,,North Macedonia,0.999993934,6.06613E-06,Chile,15946143319,6740.409214,,Belgium,0.122413581,0.281843913,0.301772698,0.501060406,0.700347708,0.899634401,1.098920282,1.298205147,1.497488795,1.696771021,1.896051623,2.095330398,4,,,,,,,Venezuela,8.710131253,Venezuela,2.8244616,3.951941312,Venezuela,17.31564887,26.00433732,Venezuela,0.963249434,1.319789824,,Belgium,,,,0.501060406,0.700347708,0.899634401,,,,,,,,,,,,,,,,,,,,,
48.0196,66.9237,Kazakhstan,2434444,0.102878467,0.103729712,0.106421586,0.114934037,0.141852772,0.226977287,0.49616464,0.121908985,0.104427208,0.102679022,0.102504324,0.102484787,,31.7917,-7.0926,Morocco,1890964,0.12236754,0.104473062,0.10268361,0.102504609,0.102486721,,6.4238,-66.5897,Venezuela,1734382,0.102995376,0.104099411,0.107590678,0.118631031,0.153543694,0.263947229,-98265618,-8265618,,French Guiana,0.172324751,0.005500624,,,,Costa Rica,0.999993911,6.08864E-06,French Guiana,15935894492,302572.6151,,Morocco,0.12236754,0.28142953,0.30131227,0.500139455,0.698966046,0.897791746,1.096616256,1.29543928,1.494260521,1.693079681,1.891896464,2.090710573,5,,,,,,,Cuba,8.629124784,Cuba,2.798845105,3.915714118,Cuba,17.14115581,25.91691586,Cuba,0.955148787,1.30833378,,Morocco,,,,0.500139455,0.698966046,0.897791746,,,,,,,,,,,,,,,,,,,,,
26,30,Egypt,135000,0.102665305,0.103055636,0.104289969,0.108193275,0.12053661,0.159569658,0.283003033,0.104582219,0.102694532,0.102505756,0.102487156,0.102484787,,48.0196,66.9237,Kazakhstan,2434444,0.121908985,0.104427208,0.102679022,0.102504324,0.102484787,,34,9,Tunisia,139527,0.102992441,0.104090131,0.10756133,0.118538224,0.153250213,0.263019158,-99860473,-9860473,,South Africa,0.170423245,0.000657588,,,,Senegal,0.999993858,6.14196E-06,South Africa,15796258113,4324.223334,,Kazakhstan,0.121908985,0.277302547,0.296726739,0.490968549,0.685210076,0.879451179,1.073691716,1.267931546,1.462170528,1.656408519,1.85064538,2.044880967,6,,,,,,,Brazil,8.453012356,Brazil,2.743153465,3.836954246,Brazil,16.80356309,25.62427288,Brazil,0.937537544,1.283427721,,Kazakhstan,,,,,0.685210076,0.879451179,,,,,,,,,,,,,,,,,,,,,
18.7357,-70.1627,Dominican Republic,363807,0.102668123,0.103064547,0.104318148,0.108282384,0.120818396,0.160460754,0.285820892,0.10598169,0.102834475,0.102519714,0.102487523,0.102484787,,35.1264,33.4299,Cyprus,286736,0.121412611,0.10437757,0.102674065,0.102503716,0.102486691,,49.8175,15.473,Czechia,891140,0.102979136,0.104048055,0.107428275,0.118117469,0.15191967,0.258811612,-99108860,-9108860,,Albania,0.163319546,0.005183821,,,,Honduras,0.999993788,6.21164E-06,Albania,15267453451,268722.2292,,Cyprus,0.121412611,0.272833662,0.291760908,0.481024177,0.670261755,0.85946082,1.048608584,1.237692301,1.426699273,1.615616868,1.804432523,1.993133757,7,,,,,,,Greece,8.047350737,Greece,2.614871998,3.655536854,Greece,15.98014035,25.15416016,Greece,0.896971382,1.226058505,,Cyprus,,,,,0.670261755,0.85946082,,,,,,,,,,,,,,,,,,,,,
8.538,-80.7821,Panama,326597,0.102663427,0.103049695,0.104271183,0.108133869,0.120348751,0.158975598,0.281124447,0.105713162,0.102807623,0.10251704,0.102487523,0.102484787,,47.5162,14.5501,Austria,1160743,0.120612617,0.10429757,0.102666062,0.102502934,0.102486721,,60,90,Russia,36000000,0.1029762,0.10403877,0.107398913,0.118024618,0.151626048,0.257883098,-64000000,26000000,,Kyrgyzstan,0.163276283,0.002387799,,,,Tunisia,0.999993746,6.25372E-06,Kyrgyzstan,15264198401,57015.95859,,Austria,0.120612617,0.265635188,0.283762993,0.46504066,0.646317248,0.827592217,1.008865029,1.190135145,1.371402024,1.552665129,1.73392392,1.915177859,8,,,,,,,Angola,7.591656694,Angola,2.470768888,3.451744283,Angola,15.08014532,23.88900116,Angola,0.851401978,1.161613635,,Austria,,,,,0.646317248,0.827592217,,,,,,,,,,,,,,,,,,,,,
45.9432,24.9668,Romania,1780963,0.102859147,0.103668617,0.106228386,0.114323087,0.139920778,0.220867786,0.476844702,0.118283321,0.10406464,0.102642772,0.102500502,0.102484787,,64,26,Finland,636019,0.120574339,0.104293742,0.102665682,0.102502869,0.102486597,,39.3999,-8.2245,Portugal,1976482,0.102962071,0.103994093,0.10725763,0.117577842,0.150213219,0.25341534,-98023518,-8023518,,CAR,0.15140777,0.006800363,,,,Egypt,0.999993619,6.38104E-06,CAR,14355424240,462451.6539,,Finland,0.120574339,0.265290519,0.283379983,0.464273224,0.645162555,0.826046021,1.006921669,1.187787546,1.368641701,1.549482184,1.730307047,1.911114346,9,,,,,,,Denmark,7.423992359,Denmark,2.41774877,3.376762513,Denmark,14.7188747,22.56726832,Denmark,0.834635544,1.137902318,,Finland,,,,,0.645162555,0.826046021,,,,,,,,,,,,,,,,,,,,,
30.9756,112.2707,China,90410000,0.105100472,0.11075631,0.12864164,0.185200017,0.364053312,0.92963709,2.718170037,0.888975716,0.181134153,0.110349724,0.10327128,0.102563459,,41.3775,64.5853,Uzbekistan,1377915,0.119987656,0.104235074,0.102659818,0.102502304,0.102486721,,41.3775,64.5853,Uzbekistan,1377915,0.102956305,0.103975857,0.107199964,0.117395486,0.149636559,0.251591781,-98622085,-8622085,,Eswatini,0.150298264,0.006895766,,,,Kuwait,0.999993384,6.61607E-06,Eswatini,14268860321,475517.7232,,Uzbekistan,0.119987656,0.260010567,0.277513422,0.452541756,0.627569486,0.802596311,0.977621929,1.152646039,1.327668339,1.502688527,1.677706302,1.852721362,1,,,,,,,Iran,7.346293404,Iran,2.393178203,3.342014484,Iran,14.59007966,21.96165198,Iran,0.826865649,1.126914026,,Uzbekistan,,,,,0.627569486,0.802596311,0.977621929,,,,,,,,,,,,,,,,,,,,
21,57,Oman,309212,0.102664373,0.103052688,0.104280648,0.108163797,0.120443393,0.159274889,0.282070848,0.105642705,0.102800579,0.102516337,0.102488138,0.102484787,,31,35,Israel,2217857,0.119623142,0.104198623,0.102656156,0.102501871,0.102487523,,43,12,Italy,8509618,0.102944832,0.103939578,0.107085241,0.117032699,0.148489323,0.247963903,-91490382,-1490382,,Guyana,0.146552791,0.013151972,,,,Qatar,0.999993324,6.67642E-06,Guyana,13974606056,1729744.53,,Israel,0.119623142,0.256729969,0.273868319,0.445251769,0.616635051,0.788018083,0.959400781,1.130783062,1.302164843,1.47354604,1.64492657,1.816306349,2,,,,,,,Kenya,7.138299864,Kenya,2.327404871,3.248996945,Kenya,14.17399688,21.83382119,Kenya,0.806066295,1.097499297,,Israel,,,,,0.616635051,0.788018083,0.959400781,,,,,,,,,,,,,,,,,,,,
29.5,47.75,Kuwait,611639,0.10271747,0.103220594,0.104811614,0.10984286,0.125753057,0.176065516,0.335167481,0.108239341,0.10306024,0.102542302,0.102490258,0.102484787,,56.8796,24.6032,Latvia,248932,0.119516368,0.104187945,0.102655103,0.10250182,0.102486497,,31.7917,-7.0926,Morocco,1890964,0.102942017,0.103930676,0.107057089,0.116943675,0.148207805,0.247073666,-98109036,-8109036,,Iraq,0.145135097,0.000940517,,,,Lithuania,0.999993219,6.78136E-06,Iraq,13862410401,8845.714053,,Latvia,0.119516368,0.255767812,0.272798941,0.443103068,0.613387148,0.783641174,0.953855162,1.124019154,1.29412323,1.464157508,1.634112159,1.803977407,3,,,,,,,Hungary,6.912426528,Hungary,2.25597745,3.147983318,Hungary,13.71601866,21.20945782,Hungary,0.783478961,1.065555984,,Latvia,,,,,0.613387148,0.783641174,0.953855162,,,,,,,,,,,,,,,,,,,,
50.8333,4,Belgium,2234172,0.102906408,0.103818071,0.106701002,0.115817629,0.144646935,0.235813205,0.524106266,0.122413581,0.104477666,0.10268408,0.102504703,0.102484787,,60.472,8.4689,Norway,686202,0.119507194,0.104187028,0.102655011,0.102501817,0.102486462,,33.8547,35.8623,Lebanon,511468,0.102941595,0.103929341,0.107052868,0.116930328,0.148165599,0.246940197,-99488532,-9488532,,Kuwait,0.137702141,0.001472773,,,,Finland,0.999993209,6.79051E-06,Kuwait,13266819445,21690.60417,,Norway,0.119507194,0.255686306,0.272708659,0.442931321,0.613151565,0.783368181,0.953579961,1.123785697,1.29398418,1.464174205,1.634354564,1.804524053,4,,,,,,,Ukraine,6.384202562,Ukraine,2.088938366,2.911754379,Ukraine,12.66582024,20.50698515,Ukraine,0.730656564,0.990853834,,Norway,,,,,0.613151565,0.783368181,0.953579961,,,,,,,,,,,,,,,,,,,,
15.7835,-90.2308,Guatemala,240745,0.102658769,0.103034967,0.104224608,0.107986583,0.119882994,0.157502744,0.276466854,0.105184286,0.102754735,0.1025118,0.102487523,0.102484787,,45.9432,24.9668,Romania,1780963,0.118283321,0.10406464,0.102642772,0.102500502,0.102484787,,44.0165,21.0059,Serbia,920852,0.102927391,0.103884425,0.10691083,0.116481163,0.146745215,0.24244855,-99079148,-9079148,,Nigeria,0.134889431,0.001809265,,,,Gabon,0.999992953,7.04745E-06,Nigeria,13038221606,32734.34765,,Romania,0.118283321,0.244671582,0.260470112,0.418455347,0.576440405,0.734425195,0.892409629,1.050393617,1.20837707,1.3663599,1.524342017,1.682323332,5,,,,,,,Lithuania,6.354837133,Lithuania,2.079652202,2.89862176,Lithuania,12.55158412,18.94723777,Lithuania,0.727720022,0.986700935,,Romania,,,,,0.576440405,0.734425195,0.892409629,,,,,,,,,,,,,,,,,,,,
36,138,Japan,1440826,0.102867135,0.103693876,0.106308263,0.114575679,0.140719545,0.223393707,0.484832362,0.116998018,0.10393611,0.102629921,0.102499263,0.102484787,,22,-80,Cuba,388194,0.118275393,0.104063848,0.102642693,0.102500577,0.102486316,,53.1424,-7.6921,Ireland,824712,0.102922127,0.103867776,0.106858183,0.116314681,0.14621875,0.240783723,-99175288,-9175288,,Cameroon,0.128469799,0.00289757,,,,Norway,0.999992841,7.15937E-06,Cameroon,12509855758,83958.76347,,Cuba,0.118275393,0.244599917,0.260390401,0.418293295,0.576190753,0.734080057,0.891958491,1.049823343,1.207671902,1.365501461,1.523309318,1.681092775,6,,,,,,,Saudi Arabia,6.292495209,Saudi Arabia,2.059937954,2.870741604,Saudi Arabia,12.48232572,18.67179651,Saudi Arabia,0.721485829,0.977884456,,Cuba,,,,,0.576190753,0.734080057,0.891958491,,,,,,,,,,,,,,,,,,,,
51.9194,19.1451,Poland,2660665,0.102999394,0.104112118,0.107630858,0.118758092,0.153945495,0.265217836,0.617091871,0.129029061,0.105139214,0.102750227,0.102511311,0.102487523,,49.8175,15.473,Czechia,891140,0.117242072,0.103960515,0.102632356,0.102499583,0.102486155,,18.1096,-77.2975,Jamaica,56494,0.102917529,0.103853237,0.106812205,0.116169285,0.14575897,0.239329769,-99943506,-9943506,,Malawi,0.124796821,0.005248828,,,,Maldives,0.999992679,7.32079E-06,Malawi,12203410698,275496.9003,,Czechia,0.117242072,0.235300318,0.250057589,0.397630075,0.54520193,0.692772838,0.840342483,0.98791055,1.135476723,1.283040687,1.430602126,1.578160725,1,,,,,,,Mexico,5.902617736,Mexico,1.936647872,2.696383097,Mexico,11.70276808,18.64274356,Mexico,0.682498082,0.922747455,,Czechia,,,,,0.54520193,0.692772838,0.840342483,0.98791055,,,,,,,,,,,,,,,,,,,
31.7917,-7.0926,Morocco,1890964,0.102942017,0.103930676,0.107057089,0.116943675,0.148207805,0.247073666,0.559714968,0.12236754,0.104473062,0.10268361,0.102504609,0.102486721,,36,138,Japan,1440826,0.116998018,0.10393611,0.102629921,0.102499263,0.102484787,,50.8333,4,Belgium,2234172,0.102906408,0.103818071,0.106701002,0.115817629,0.144646935,0.235813205,-97765828,-7765828,,Namibia,0.121412728,0.004509482,,,,Botswana,0.999992645,7.3551E-06,Namibia,11918399606,203350.9573,,Japan,0.116998018,0.233103855,0.247617082,0.392749286,0.537881307,0.683013055,0.828144438,0.973275365,1.118405744,1.263535486,1.408664497,1.553792688,2,,,,,,,Egypt,5.885780156,Egypt,1.931323362,2.688853103,Egypt,11.66909164,17.50295322,Egypt,0.680814324,0.920366262,,Japan,,,,,0.537881307,0.683013055,0.828144438,0.973275365,,,,,,,,,,,,,,,,,,,
15.2,-86.2419,Honduras,141114,0.102647416,0.102999064,0.104111074,0.107627557,0.118747654,0.153912484,0.265113478,0.104416676,0.102677978,0.102504131,0.102486721,0.102484787,,13,122,Philippines,2515352,0.116924695,0.103928774,0.102629184,0.102499263,0.102484787,,38.9637,35.2433,Turkey,6937088,0.102901531,0.103802646,0.106652223,0.115663376,0.144159145,0.23427068,-93062912,-3062912,,Belize,0.121029504,0.012216615,,,,Thailand,0.999992362,7.63775E-06,Belize,11885962850,1492274.055,,Philippines,0.116924695,0.232443958,0.246883866,0.391282927,0.535681954,0.68008093,0.824479838,0.96887866,1.11327738,1.25767598,1.402074444,1.546472753,3,,,,,,,Slovakia,5.644146672,Slovakia,1.854912145,2.580791324,Slovakia,11.1786033,17.45243534,Slovakia,0.656650975,0.886194127,,Philippines,,,,,0.535681954,0.68008093,0.824479838,0.96887866,,,,,,,,,,,,,,,,,,,
39.3999,-8.2245,Portugal,1976482,0.102962071,0.103994093,0.10725763,0.117577842,0.150213219,0.25341534,0.579769103,0.123703723,0.104606681,0.102696976,0.102505978,0.102486721,,47.1625,19.5033,Hungary,417890,0.11665374,0.103901682,0.102626477,0.102498953,0.102486155,,16.25,-61.5833,Guadeloupe,29595,0.102900542,0.10379952,0.106642338,0.115632117,0.144060294,0.233958085,-99970405,-9970405,,Iran,0.116744959,0.000601453,,,,New Zealand,0.99999235,7.65005E-06,Iran,11521076997,3617.455037,,Hungary,0.11665374,0.230005208,0.244174102,0.385862092,0.527547433,0.6692288,0.81090487,0.952574319,1.094235826,1.235888068,1.377529725,1.519159478,4,,,,,,,Tunisia,5.625804035,Tunisia,1.849111694,2.572588247,Tunisia,11.14779217,16.69876433,Tunisia,0.654816712,0.883600086,,Hungary,,,,,0.527547433,0.6692288,0.81090487,0.952574319,,,,,,,,,,,,,,,,,,,
9.082,8.6753,Nigeria,398304,0.102719501,0.103227017,0.104831923,0.109907084,0.125956151,0.176707759,0.337198417,0.107169097,0.102953219,0.102531615,0.102489525,0.102484787,,32,53,Iran,3184857,0.11657592,0.103893903,0.102625669,0.102499263,0.102484787,,-11.2027,17.8739,Angola,64747,0.102896928,0.103788093,0.106606201,0.115517844,0.143698931,0.232815355,-99935253,-9935253,,Pakistan,0.114410107,0.000662187,,,,Afghanistan,0.999992263,7.73715E-06,Pakistan,11320506512,4384.912436,,Iran,0.11657592,0.229304989,0.243396122,0.384307453,0.525218774,0.666130083,0.807041375,0.947952644,1.088863888,1.229775101,1.370686279,1.511597418,5,,,,,,,Kazakhstan,5.502119426,Kazakhstan,1.809999186,2.517274808,Kazakhstan,10.90136101,16.66712239,Kazakhstan,0.642448251,0.866108441,,Iran,,,,,0.525218774,0.666130083,0.807041375,0.947952644,,,,,,,,,,,,,,,,,,,
26.0275,50.55,Bahrain,1095373,0.102863958,0.103683831,0.106276497,0.114475226,0.140401885,0.222389178,0.481655764,0.115033989,0.103739708,0.102610287,0.102497324,0.102486721,,48.669,19.699,Slovakia,332393,0.116160841,0.103852392,0.102621548,0.102498466,0.102486155,,42.7339,25.4858,Bulgaria,403213,0.102893521,0.103777316,0.106572122,0.115410075,0.143358136,0.231737666,-99596787,-9596787,,Ghana,0.1004403,0.001516005,,,,Hong Kong,0.99999212,7.87975E-06,Ghana,10095011294,22982.59129,,Slovakia,0.116160841,0.22556906,0.239245034,0.376003496,0.512758388,0.649507927,0.78625033,0.922983814,1.059706599,1.196416906,1.333112958,1.469792981,6,,,,,,,Finland,5.441405635,Finland,1.7907998,2.490122776,Finland,10.77457397,16.29981694,Finland,0.636376872,0.857522214,,Slovakia,,,,,0.512758388,0.649507927,0.78625033,0.922983814,,,,,,,,,,,,,,,,,,,
9.145,40.4897,Ethiopia,869430,0.102830307,0.103577417,0.105939985,0.113411084,0.137036771,0.211747755,0.448004632,0.112672819,0.103503589,0.102586671,0.102495023,0.102484787,,44.0165,21.0059,Serbia,920852,0.115915854,0.103827894,0.102619094,0.102498189,0.102486155,,46.8182,8.2275,Switzerland,1000884,0.102885948,0.103753368,0.106496393,0.1151706,0.142600849,0.229342915,-98999116,-8999116,,Mauritania,0.100261664,0.003796323,,,,Jordan,0.999991888,8.11235E-06,Mauritania,10079058149,144116.2496,,Serbia,0.115915854,0.223364372,0.236795432,0.371105904,0.505416032,0.639725642,0.774034563,0.908342621,1.042649644,1.176955461,1.311259898,1.445562784,7,,,,,,,South Africa,5.300865212,South Africa,1.746357016,2.427271188,South Africa,10.49925203,16.09631385,South Africa,0.622322829,0.837646797,,Serbia,,,,,0.505416032,0.639725642,0.774034563,0.908342621,,,,,,,,,,,,,,,,,,,
7.9465,-1.0232,Ghana,439246,0.102751531,0.103328305,0.105152224,0.110919962,0.129159152,0.186836538,0.369228447,0.108075253,0.103043834,0.102540685,0.102490258,0.102484787,,-30.5595,22.9375,South Africa,3652970,0.115373022,0.103773612,0.102613685,0.102498189,0.102484787,,48.0196,66.9237,Kazakhstan,2434444,0.102878467,0.103729712,0.106421586,0.114934037,0.141852772,0.226977287,-97565556,-7565556,,North Macedonia,0.09722997,0.002582944,,,,Ireland,0.999991772,8.22816E-06,North Macedonia,9807224128,66714.90271,,South Africa,0.115373022,0.218478902,0.231367137,0.360249488,0.489131843,0.618014202,0.746896567,0.875778941,1.004661324,1.133543718,1.262426125,1.391308546,8,,,,,,,Romania,5.291880467,Romania,1.74351579,2.423253088,Romania,10.4809835,15.69765162,Romania,0.621424355,0.836376162,,South Africa,,,,,,0.618014202,0.746896567,0.875778941,,,,,,,,,,,,,,,,,,,
6.4238,-66.5897,Venezuela,1734382,0.102995376,0.104099411,0.107590678,0.118631031,0.153543694,0.263947229,0.613073859,0.123748735,0.104611181,0.102697425,0.102506066,0.102486721,,30.3753,69.3451,Pakistan,2581695,0.115283522,0.103764661,0.102612752,0.102497619,0.102484787,,-21.1351,55.2471,R¨¦union,35419,0.102875897,0.103721585,0.106395886,0.114852767,0.141595774,0.226164588,-99964581,-9964581,,Equatorial Guinea,0.095121669,0.004302908,,,,Ethiopia,0.999991415,8.58485E-06,Equatorial Guinea,9616974604,185141.2021,,Pakistan,0.115283522,0.2176734,0.230472134,0.358459477,0.486446811,0.614434131,0.742421434,0.870408715,0.998395969,1.126383192,1.25437038,1.382357527,1,,,,,,,Czechia,5.218816105,Czechia,1.72041081,2.390577712,Czechia,10.33405366,15.66950149,Czechia,0.614117919,0.826043301,,Pakistan,,,,,,0.614434131,0.742421434,0.870408715,0.998395969,,,,,,,,,,,,,,,,,,
41.2044,74.7661,Kyrgyzstan,267718,0.102701712,0.103170766,0.104654041,0.109344572,0.124177332,0.171082638,0.319410215,0.106034141,0.102839722,0.102520298,0.102488656,0.102484787,,46.8182,8.2275,Switzerland,1000884,0.115176206,0.10375393,0.102611695,0.102497472,0.102486721,,46.2276,2.2137,France,6175223,0.102875163,0.103719265,0.10638855,0.114829571,0.141522421,0.225932623,-93824777,-3824777,,Aruba,0.09463798,0.006773359,,,,Czechia,0.99999124,8.75959E-06,Aruba,9573187166,458727.6423,,Switzerland,0.115176206,0.216707543,0.229398957,0.356313026,0.483226892,0.610140453,0.737053608,0.863966257,0.990878296,1.117789625,1.244700143,1.371609748,2,,,,,,,Austria,5.154146804,Austria,1.699960581,2.361656721,Austria,10.20430699,15.44710687,Austria,0.607650989,0.816897681,,Switzerland,,,,,,0.610140453,0.737053608,0.863966257,0.990878296,,,,,,,,,,,,,,,,,,
46.8182,8.2275,Switzerland,1000884,0.102885948,0.103753368,0.106496393,0.1151706,0.142600849,0.229342915,0.503645411,0.115176206,0.10375393,0.102611695,0.102497472,0.102486721,,53.1424,-7.6921,Ireland,824712,0.115044219,0.10374073,0.102610384,0.102497398,0.102484787,,36,138,Japan,1440826,0.102867135,0.103693876,0.106308263,0.114575679,0.140719545,0.223393707,-98559174,-8559174,,Senegal,0.093540583,0.002566284,,,,Serbia,0.999991,9.00024E-06,Senegal,9473648260,65856.9103,,Ireland,0.115044219,0.215519656,0.228079081,0.353673222,0.479267058,0.604860437,0.730453207,0.856045215,0.981636308,1.107226335,1.232815143,1.358402579,3,,,,,,,Uruguay,5.060201285,Uruguay,1.6702524,2.319643008,Uruguay,10.00753572,15.25146939,Uruguay,0.598256437,0.803611778,,Ireland,,,,,,0.604860437,0.730453207,0.856045215,0.981636308,,,,,,,,,,,,,,,,,,
41.3775,64.5853,Uzbekistan,1377915,0.102956305,0.103975857,0.107199964,0.117395486,0.149636559,0.251591781,0.574002505,0.119987656,0.104235074,0.102659818,0.102502304,0.102486721,,26.0275,50.55,Bahrain,1095373,0.115033989,0.103739708,0.102610287,0.102497324,0.102486721,,26.0275,50.55,Bahrain,1095373,0.102863958,0.103683831,0.106276497,0.114475226,0.140401885,0.222389178,-98904627,-8904627,,India,0.087602303,0.000148665,,,,Greece,0.999990917,9.08282E-06,India,8930350828,221.0121326,,Bahrain,0.115033989,0.215427594,0.227976792,0.353468721,0.4789605,0.604452051,0.7299433,0.855434172,0.980924589,1.106414478,1.231903762,1.357392366,4,,,,,,,Portugal,4.920719947,Portugal,1.626144528,2.257265057,Portugal,9.738077383,14.93436823,Portugal,0.584308303,0.783886138,,Bahrain,,,,,,0.604452051,0.7299433,0.855434172,0.980924589,,,,,,,,,,,,,,,,,,
