Lat,Long,Country,Tests,n=E+3,n=E+4,n=E+5,n=E+6,n=E+7,n=E+8,n=E+9,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,n=E+3,n=E+4,n=E+5,n=E+6,n=E+7,n=E+8,>E+8,>E+7,,Country,the proportion of the positive tests,error,,,,Country,x,x1,Country,n,n1,,Country,err 1E-5,err 9E-5,err 1E-4,err 2E-4,err 3E-4,err 4E-4,err 5E-4,err 6E-4,err 7E-4,err 8E-4,err 9E-4,err 1E-3,total population with err 1E-3,20% population with err 1E-3,10% population with err 1E-3,2% population with err 1E-3,1% population with err 1E-3,total population with err 2E-3,total population with err 3E-3,Country,total population with err 1E-3,Country,10% population with err 1E-3,20% population with err 1E-3,Country,total population with err 2E-3,total population with err 3E-3,Country,1% population with err 1E-3,2% population with err 1E-3,,Country,err 1E-5,err 9E-5,err 1E-4,err 2E-4,err 3E-4,err 4E-4,err 5E-4,err 6E-4,err 7E-4,err 8E-4,err 9E-4,err 1E-3,total population with err 1E-3,20% population with err 1E-3,10% population with err 1E-3,2% population with err 1E-3,1% population with err 1E-3,total population with err 2E-3,total population with err 3E-3,,,,,,,,
9.7489,-83.7534,Costa Rica,146047,0.102665006,0.10305469,0.10428698,0.108183822,0.120506715,0.159475135,0.282704081,0.104662736,0.102702584,0.102506544,0.102486721,0.102484787,,48.3794,31.1656,Ukraine,1516712,0.114189019,0.103655209,0.102601816,0.102496394,0.102484787,,45.9432,24.9668,Romania,1780963,0.102859147,0.103668617,0.106228386,0.114323087,0.139920778,0.220867786,-98219037,-8219037,,Paraguay,0.085374971,0.002166262,,,,Switzerland,0.999990344,9.65592E-06,Paraguay,8724538598,46926.05245,,Ukraine,0.114189019,0.207822874,0.219527105,0.336569405,0.453611667,0.570653873,0.687696004,0.804738043,0.921779969,1.038821765,1.155863412,1.27290489,5,,,,,,,Norway,4.889543402,Norway,1.616285639,2.243322482,Norway,9.673208321,14.55368157,Norway,0.581190649,0.779477109,,Ukraine,,,,,,0.570653873,0.687696004,0.804738043,0.921779969,,,,,,,,,,,,,,,,,,
33,65,Afghanistan,102381,0.102650623,0.103009207,0.104143148,0.107728984,0.119068393,0.154926758,0.268320849,0.104162774,0.102652587,0.102501595,0.102486721,0.102484787,,-9.19,-75.0152,Peru,3156679,0.113693297,0.103605636,0.102596784,0.10249573,0.102484787,,14.6415,-61.0242,Martinique,12227,0.102857137,0.103662261,0.106208287,0.114259528,0.139719786,0.220232194,-99987773,-9987773,,Philippines,0.084732077,0.000586926,,,,Bahrain,0.999989559,1.04414E-05,Philippines,8664927084,3444.816902,,Peru,0.113693297,0.203361373,0.214569883,0.326654981,0.438740084,0.550825194,0.662910314,0.774995445,0.88708059,0.999165752,1.111250933,1.223336134,1,,,,,,,Ghana,4.812173098,Ghana,1.591819,2.20872143,Ghana,9.521831426,14.4501161,Ghana,0.573453618,0.768535295,,Peru,,,,,,0.550825194,0.662910314,0.774995445,0.88708059,0.999165752,,,,,,,,,,,,,,,,,
47.4116,28.3699,Moldova,207925,0.102695765,0.103151957,0.104594564,0.109156488,0.123582559,0.169201806,0.313462513,0.105527002,0.10278901,0.10251522,0.102487846,0.102484787,,-32.5228,-55.7658,Uruguay,171237,0.113492852,0.103585594,0.102594868,0.102495794,0.102485921,,17.0608,-61.7964,Antigua and Barbuda,1875,0.102852212,0.103646686,0.106159035,0.11410378,0.139227268,0.218674713,-99998125,-9998125,,El Salvador,0.082259602,0.001648347,,,,Mauritania,0.999989389,1.0611E-05,El Salvador,8434809373,27170.14783,,Uruguay,0.113492852,0.201557092,0.212565052,0.322642999,0.432716308,0.542782662,0.652839745,0.762885246,0.872916853,0.982932259,1.092929163,1.202905267,2,,,,,,,Latvia,4.7816973,Latvia,1.582181707,2.195092239,Latvia,9.433806211,14.2314298,Latvia,0.570406038,0.764225367,,Uruguay,,,,,,0.542782662,0.652839745,0.762885246,0.872916853,0.982932259,,,,,,,,,,,,,,,,,
-0.0236,37.9062,Kenya,445722,0.102787685,0.103442635,0.105513769,0.11206327,0.132774608,0.19826961,0.405382999,0.108879613,0.103124269,0.10254874,0.102491203,0.102484787,,33.8547,35.8623,Lebanon,511468,0.112815803,0.103517889,0.102588098,0.102495114,0.102485754,,31,35,Israel,2217857,0.102848704,0.103635594,0.106123957,0.113992853,0.138876488,0.217565449,-97782143,-7782143,,Saint Martin,0.077285922,0.017016052,,,,Austria,0.999989009,1.09906E-05,Saint Martin,7967762017,2891060.238,,Lebanon,0.112815803,0.195463915,0.205794925,0.309104908,0.412414585,0.515723799,0.619032399,0.72234023,0.825647138,0.92895297,1.032257572,1.13556079,3,,,,,,,Iraq,4.675674409,Iraq,1.548654325,2.147677361,Iraq,9.248863618,14.03353119,Iraq,0.559803749,0.749231466,,Lebanon,,,,,,0.515723799,0.619032399,0.72234023,0.825647138,0.92895297,,,,,,,,,,,,,,,,,
44.0165,21.0059,Serbia,920852,0.102927391,0.103884425,0.10691083,0.116481163,0.146745215,0.24244855,0.545089065,0.115915854,0.103827894,0.102619094,0.102498189,0.102486155,,-35.6751,-71.543,Chile,2365753,0.11280775,0.103517084,0.102588021,0.10249573,0.102484787,,9.145,40.4897,Ethiopia,869430,0.102830307,0.103577417,0.105939985,0.113411084,0.137036771,0.211747755,-99130570,-9130570,,Ukraine,0.077126046,0.000724111,,,,Angola,0.999988635,1.13649E-05,Ukraine,7952657426,5243.353666,,Chile,0.11280775,0.195391454,0.205714417,0.308944049,0.412173683,0.515403321,0.618632965,0.721862615,0.825092274,0.928321942,1.031551621,1.134781311,4,,,,,,,Belgium,4.642999118,Belgium,1.53832149,2.133064526,Belgium,9.183050996,13.822052,Belgium,0.55653622,0.744610482,,Chile,,,,,,0.515403321,0.618632965,0.721862615,0.825092274,0.928321942,,,,,,,,,,,,,,,,,
53.1424,-7.6921,Ireland,824712,0.102922127,0.103867776,0.106858183,0.116314681,0.14621875,0.240783723,0.53982442,0.115044219,0.10374073,0.102610384,0.102497398,0.102484787,,9.145,40.4897,Ethiopia,869430,0.112672819,0.103503589,0.102586671,0.102495023,0.102484787,,45.1,15.2,Croatia,165716,0.102823714,0.10355657,0.105874061,0.113202613,0.136377527,0.209663044,-99834284,-9834284,,Kenya,0.07581856,0.00132532,,,,Argentina,0.999988488,1.15118E-05,Kenya,7828915195,17564.56983,,Ethiopia,0.112672819,0.194177072,0.204365102,0.30624538,0.408125582,0.510005673,0.611885613,0.713765366,0.815644893,0.917524159,1.019403124,1.121281752,5,,,,,,,Colombia,4.448389705,Colombia,1.476780591,2.046032551,Colombia,8.794305126,13.72217866,Colombia,0.537075279,0.717088555,,Ethiopia,,,,,,0.510005673,0.611885613,0.713765366,0.815644893,0.917524159,,,,,,,,,,,,,,,,,
47.5162,14.5501,Austria,1160743,0.103016868,0.104167375,0.107805597,0.119310666,0.15569289,0.270743581,0.634565811,0.120612617,0.10429757,0.102666062,0.102502934,0.102486721,,4.5709,-74.2973,Colombia,2685355,0.112460001,0.103482308,0.102584631,0.102494264,0.102484787,,24,45,Saudi Arabia,5026127,0.102816132,0.103532593,0.105798239,0.112962842,0.135619307,0.207265342,-94973873,-4973873,,USA,0.075695395,9.8177E-05,,,,Malaysia,0.999988399,1.16015E-05,USA,7817239084,96.38727551,,Colombia,0.112460001,0.192261709,0.202236923,0.301989061,0.401741204,0.501493355,0.601245515,0.700997687,0.800749873,0.900502077,1.000254299,1.100006544,6,,,,,,,Serbia,4.23819262,Serbia,1.410310436,1.952029557,Serbia,8.373369673,13.14024155,Serbia,0.51605557,0.687362198,,Colombia,,,,,,0.501493355,0.601245515,0.700997687,0.800749873,0.900502077,,,,,,,,,,,,,,,,,
-33.8688,151.2093,Australia,6164296,0.103729869,0.106422082,0.114935608,0.141857739,0.226992994,0.49621431,1.347566861,0.200239954,0.112260305,0.103462339,0.102582548,0.102494555,,33,44,Iraq,1567133,0.111495954,0.1033859,0.102574941,0.102494264,0.102484787,,3.2028,73.2207,Maldives,110249,0.102801697,0.103486946,0.105653891,0.112506375,0.134175831,0.202700669,-99889751,-9889751,,Gabon,0.073160032,0.002552891,,,,Namibia,0.999987561,1.24393E-05,Gabon,7576130646,65169.8951,,Iraq,0.111495954,0.183585293,0.19259646,0.282708134,0.372819807,0.462931479,0.553043152,0.643154824,0.733266495,0.823378166,0.913489837,1.003601506,1,,,,,,,Cameroon,4.014064962,Cameroon,1.339435047,1.851796621,Cameroon,7.925639036,12.50748614,Cameroon,0.493642804,0.65566576,,Iraq,,,,,,,0.553043152,0.643154824,0.733266495,0.823378166,0.913489837,,,,,,,,,,,,,,,,
13.7942,-88.8965,El Salvador,310444,0.102776604,0.103407592,0.105402952,0.111712836,0.131666438,0.194765271,0.3943013,0.107626425,0.102998951,0.102536204,0.102489905,0.102484787,,42.7339,25.4858,Bulgaria,403213,0.110692223,0.103305531,0.102566864,0.102492994,0.102484787,,10.6918,-61.2225,Trinidad and Tobago,23429,0.102798596,0.103477137,0.105622875,0.112408292,0.133865664,0.201719834,-99976571,-9976571,,Trinidad and Tobago,0.07021213,0.00558024,,,,Mexico,0.999987534,1.2466E-05,Trinidad and Tobago,7293984609,311322.9164,,Bulgaria,0.110692223,0.176351699,0.184559132,0.266633404,0.348707533,0.430781446,0.512855071,0.594928337,0.677001171,0.759073502,0.841145257,0.923216365,2,,,,,,,Cyprus,3.984392626,Cyprus,1.330051831,1.838526749,Cyprus,7.840432477,11.83720091,Cyprus,0.490675571,0.651469458,,Bulgaria,,,,,,,0.512855071,0.594928337,0.677001171,0.759073502,0.841145257,0.923216365,,,,,,,,,,,,,,,
49.8175,15.473,Czechia,891140,0.102979136,0.104048055,0.107428275,0.118117469,0.15191967,0.258811612,0.596833613,0.117242072,0.103960515,0.102632356,0.102499583,0.102486155,,46.1512,14.9955,Slovenia,157467,0.110053053,0.103241614,0.10256047,0.102492357,0.102485625,,-0.8037,11.6094,Gabon,116252,0.102792697,0.103458484,0.105563887,0.112221756,0.133275785,0.199854474,-99883748,-9883748,,Maldives,0.068735317,0.00254703,,,,Madagascar,0.999987291,1.27094E-05,Maldives,7151907548,64870.49813,,Slovenia,0.110053053,0.170599137,0.178167386,0.253849595,0.329531024,0.405211282,0.480889981,0.55656673,0.632241139,0.707912819,0.783581381,0.859246435,3,,,,,,,Lebanon,3.874948451,Lebanon,1.295442544,1.789581826,Lebanon,7.64685081,11.64672563,Lebanon,0.479731153,0.635991715,,Slovenia,,,,,,,,0.55656673,0.632241139,0.707912819,0.783581381,0.859246435,,,,,,,,,,,,,,,
36,128,S. Korea,1924170,0.103281308,0.105003608,0.110449997,0.127672994,0.18213689,0.354366854,0.899005821,0.137424471,0.105978755,0.102834183,0.102519741,0.102488406,,-22.3285,24.6849,Botswana,109547,0.109409979,0.103177306,0.102554039,0.102491711,0.102485471,,37.0902,-95.7129,USA,81102397,0.102787911,0.10344335,0.10551603,0.11207042,0.13279722,0.198341117,-18897603,71102397,,Saudi Arabia,0.062455843,0.000360787,,,,Albania,0.9999872,1.27997E-05,Saudi Arabia,6542347742,1301.667813,,Botswana,0.109409979,0.164811453,0.171736622,0.240987925,0.310238166,0.379486812,0.448733334,0.517977199,0.587217878,0.65645484,0.725687555,0.794915493,4,,,,,,,Switzerland,3.836661715,Switzerland,1.283335215,1.772459477,Switzerland,7.570540196,11.41763173,Switzerland,0.47590248,0.630577153,,Botswana,,,,,,,,0.517977199,0.587217878,0.65645484,0.725687555,0.794915493,,,,,,,,,,,,,,,
6,12,Cameroon,149000,0.102724406,0.103242529,0.104880978,0.110062207,0.126446691,0.178258983,0.34210384,0.10540971,0.10277728,0.102514028,0.102487523,0.102484787,,-0.0236,37.9062,Kenya,445722,0.108879613,0.103124269,0.10254874,0.102491203,0.102484787,,-0.0236,37.9062,Kenya,445722,0.102787685,0.103442635,0.105513769,0.11206327,0.132774608,0.19826961,-99554278,-9554278,,Croatia,0.059505419,0.00194253,,,,Uzbekistan,0.99998716,1.28396E-05,Croatia,6252902126,37732.63974,,Kenya,0.108879613,0.160038221,0.166433047,0.230381296,0.294329524,0.358277719,0.422225872,0.48617397,0.550122005,0.614069964,0.678017838,0.741965615,5,,,,,,,Argentina,3.735176016,Argentina,1.251242619,1.727073693,Argentina,7.367877947,11.30382214,Argentina,0.46575391,0.616224907,,Kenya,,,,,,,,,0.550122005,0.614069964,0.678017838,0.741965615,,,,,,,,,,,,,,,
56.2639,9.5018,Denmark,2400103,0.103447104,0.105527902,0.112107962,0.132915937,0.198716533,0.406796288,1.06480225,0.149629534,0.107199262,0.102956235,0.102531933,0.102489525,,34,9,Tunisia,139527,0.108481278,0.103084436,0.102544752,0.102490769,0.102485471,,48.3794,31.1656,Ukraine,1516712,0.102785319,0.103435154,0.105490111,0.111988457,0.132538031,0.197521491,-98483288,-8483288,,Ethiopia,0.057110981,0.000831877,,,,Jamaica,0.999987133,1.28666E-05,Ethiopia,6016570537,6920.132199,,Tunisia,0.108481278,0.156453185,0.162449669,0.222414407,0.282378856,0.342342871,0.402306307,0.46226902,0.522230866,0.582191699,0.642151376,0.702109752,6,,,,,,,Peru,3.728978545,Peru,1.249282807,1.7243021,Peru,7.355479919,11.00060129,Peru,0.465134163,0.615348453,,Tunisia,,,,,,,,,0.522230866,0.582191699,0.642151376,0.702109752,,,,,,,,,,,,,,,
33.8547,35.8623,Lebanon,511468,0.102941595,0.103929341,0.107052868,0.116930328,0.148165599,0.246940197,0.559292904,0.112815803,0.103517889,0.102588098,0.102495114,0.102485754,,-38.4161,-63.6167,Argentina,1222359,0.108454542,0.103081746,0.102544473,0.102490258,0.102484787,,18.0708,-63.0501,Saint Martin,2756,0.102785034,0.103434253,0.105487262,0.111979445,0.132509532,0.197431367,-99997244,-9997244,,Israel,0.051159746,0.000494515,,,,Japan,0.999986619,1.33805E-05,Israel,5423632993,2445.438544,,Argentina,0.108454542,0.156212565,0.162182318,0.221879852,0.281577388,0.34127493,0.400972479,0.460670037,0.520367605,0.580065186,0.639762781,0.699460391,7,,,,,,,Senegal,3.672697423,Senegal,1.231485153,1.699132417,Senegal,7.24288011,10.98199653,Senegal,0.459506051,0.6073891,,Argentina,,,,,,,,,0.520367605,0.580065186,0.639762781,0.699460391,,,,,,,,,,,,,,,
42.7339,25.4858,Bulgaria,403213,0.102893521,0.103777316,0.106572122,0.115410075,0.143358136,0.231737666,0.511218278,0.110692223,0.103305531,0.102566864,0.102492994,0.102484787,,23.6345,-102.5528,Mexico,1334331,0.108380282,0.103074328,0.102543716,0.102490258,0.102484787,,13.7942,-88.8965,El Salvador,310444,0.102776604,0.103407592,0.105402952,0.111712836,0.131666438,0.194765271,-99689556,-9689556,,Antigua and Barbuda,0.050133333,0.016885875,,,,French Guiana,0.99998627,1.37304E-05,Antigua and Barbuda,5320568574,2837636.573,,Mexico,0.108380282,0.155544238,0.161439733,0.22039468,0.279349631,0.338304587,0.39725955,0.456214523,0.515169505,0.574124501,0.63307951,0.692034535,8,,,,,,,Israel,3.592568589,Israel,1.206146191,1.663297713,Israel,7.082482558,10.81300291,Israel,0.451493167,0.596057172,,Mexico,,,,,,,,,0.515169505,0.574124501,0.63307951,0.692034535,,,,,,,,,,,,,,,
-23.4425,-58.4438,Paraguay,185921,0.102771717,0.10339214,0.105354089,0.111558317,0.131177808,0.193220085,0.389414988,0.106397162,0.102876024,0.102523908,0.102488656,0.102484787,,29.5,47.75,Kuwait,611639,0.108239341,0.10306024,0.102542302,0.102490258,0.102484787,,13,122,Philippines,2515352,0.102772703,0.103395256,0.105363942,0.111589475,0.131276337,0.193531663,-97484648,-7484648,,Martinique,0.048744582,0.006511849,,,,Equatorial Guinea,0.999986091,1.39087E-05,Martinique,5180746079,423713.5912,,Kuwait,0.108239341,0.154275774,0.160030328,0.217575869,0.275121409,0.332666947,0.390212484,0.44775802,0.505303553,0.562849083,0.62039461,0.677940134,9,,,,,,,Bulgaria,3.507355779,Bulgaria,1.179199534,1.625189386,Bulgaria,6.911928455,10.572057,Bulgaria,0.442971886,0.584006261,,Kuwait,,,,,,,,,0.505303553,0.562849083,0.62039461,0.677940134,,,,,,,,,,,,,,,
-18.7669,46.8691,Madagascar,57254,0.102667961,0.103064035,0.104316531,0.108277271,0.12080223,0.160409625,0.285659218,0.103870802,0.102623389,0.102498635,0.102486155,0.102484787,,7.9465,-1.0232,Ghana,439246,0.108075253,0.103043834,0.102540685,0.102490258,0.102484787,,-23.4425,-58.4438,Paraguay,185921,0.102771717,0.10339214,0.105354089,0.111558317,0.131177808,0.193220085,-99814079,-9814079,,Romania,0.048194713,0.000536453,,,,Ukraine,0.999985965,1.40355E-05,Romania,5125264985,2877.805426,,Ghana,0.108075253,0.15279898,0.158389446,0.214294101,0.270198749,0.326103386,0.38200801,0.437912615,0.493817199,0.549721758,0.605626289,0.661530787,10,,,,,,,Malawi,3.464698103,Malawi,1.165709993,1.606112293,Malawi,6.82690475,10.31590489,Malawi,0.438706119,0.577973554,,Ghana,,,,,,,,,,0.549721758,0.605626289,0.661530787,,,,,,,,,,,,,,,
41.6086,21.7453,North Macedonia,147002,0.102755416,0.103340591,0.105191078,0.11104283,0.129547694,0.188065214,0.373113867,0.105766013,0.10281291,0.102517601,0.102487995,0.102484787,,13.7942,-88.8965,El Salvador,310444,0.107626425,0.102998951,0.102536204,0.102489905,0.102484787,,21,78,India,40406609,0.102768392,0.103381623,0.105320833,0.111453151,0.130845245,0.192168431,-59593391,30406609,,Bahrain,0.046916439,0.000675357,,,,Iraq,0.999985528,1.4472E-05,Bahrain,4996027632,4561.028647,,El Salvador,0.107626425,0.148759529,0.153901166,0.205317539,0.256733899,0.308150238,0.35956655,0.410982829,0.462399068,0.51381526,0.565231398,0.616647476,11,,,,,,,Afghanistan,3.380201045,Afghanistan,1.138989677,1.56832406,Afghanistan,6.657927088,10.18909806,Afghanistan,0.430256413,0.566023866,,El Salvador,,,,,,,,,,0.51381526,0.565231398,0.616647476,,,,,,,,,,,,,,,
14.4974,-14.4524,Senegal,143852,0.102760139,0.103355528,0.105238311,0.111192195,0.130020027,0.189558862,0.377837186,0.105787317,0.102815041,0.102517814,0.102487995,0.102484787,,25.3548,51.1839,Qatar,620128,0.107564805,0.102992788,0.1025356,0.102490258,0.102484787,,14.4974,-14.4524,Senegal,143852,0.102760139,0.103355528,0.105238311,0.111192195,0.130020027,0.189558862,-99856148,-9856148,,Japan,0.046100639,0.000583962,,,,Venezuela,0.999984074,1.59259E-05,Japan,4913357029,3410.097422,,Qatar,0.107564805,0.148204952,0.15328497,0.204085154,0.25488534,0.305685529,0.356485722,0.407285919,0.458086122,0.508886331,0.559686548,0.610486774,12,,,,,,,Botswana,3.315745972,Botswana,1.118607193,1.539498875,Botswana,6.526547039,9.935672704,Botswana,0.423810906,0.556908542,,Qatar,,,,,,,,,,0.508886331,0.559686548,0.610486774,,,,,,,,,,,,,,,
60.472,8.4689,Norway,686202,0.10313461,0.104539707,0.108983016,0.12303399,0.167467073,0.307976817,0.752307644,0.119507194,0.104187028,0.102655011,0.102501817,0.102486462,,9.082,8.6753,Nigeria,398304,0.107169097,0.102953219,0.102531615,0.102489525,0.102484787,,12.5186,-70.0358,Aruba,20869,0.102758704,0.103350989,0.105223959,0.111146808,0.129876502,0.189104995,-99979131,-9979131,,France,0.044132819,0.000276273,,,,Malawi,0.999983839,1.61614E-05,France,4713332055,763.2650765,,Nigeria,0.107169097,0.14464358,0.14932789,0.196170993,0.243014094,0.289857195,0.336700294,0.38354339,0.430386484,0.477229575,0.524072663,0.570915747,13,,,,,,,Ireland,3.178342957,Ireland,1.075156545,1.478050379,Ireland,6.253828056,9.732451469,Ireland,0.410070604,0.537476821,,Nigeria,,,,,,,,,,,0.524072663,0.570915747,,,,,,,,,,,,,,,
39.0742,21.8243,Greece,931002,0.103263501,0.104947297,0.110271927,0.127109887,0.18035619,0.348735786,0.88119882,0.126245163,0.104860825,0.102722391,0.102508538,0.102487156,,45.1,15.2,Croatia,165716,0.106847824,0.10292109,0.102528419,0.102489113,0.102484787,,1.5,10,Equatorial Guinea,51944,0.10275808,0.103349015,0.105217716,0.111127066,0.129814072,0.188907572,-99948056,-9948056,,R¨¦union,0.043959457,0.00364165,,,,Romania,0.999983668,1.63323E-05,R¨¦union,4695668644,132574.8509,,Croatia,0.106847824,0.141752119,0.146115156,0.18974551,0.233375836,0.277006118,0.320636342,0.364266495,0.40789656,0.451526525,0.495156375,0.538786094,,,,,,,,Madagascar,3.156646423,Madagascar,1.068295498,1.468347394,Madagascar,6.210816371,9.328567662,Madagascar,0.407900951,0.534408468,,Croatia,,,,,,,,,,,,0.538786094,,,,,,,,,,,,,,,
45.1,15.2,Croatia,165716,0.102823714,0.10355657,0.105874061,0.113202613,0.136377527,0.209663044,0.441412195,0.106847824,0.10292109,0.102528419,0.102489113,0.102484787,,-23.4425,-58.4438,Paraguay,185921,0.106397162,0.102876024,0.102523908,0.102488656,0.102484787,,41.6086,21.7453,North Macedonia,147002,0.102755416,0.103340591,0.105191078,0.11104283,0.129547694,0.188065214,-99852998,-9852998,,Kazakhstan,0.043360209,0.00043632,,,,Morocco,0.999982706,1.72941E-05,Kazakhstan,4634561197,1903.745248,,Paraguay,0.106397162,0.137696163,0.141608538,0.180732284,0.219856021,0.258979745,0.29810345,0.337227133,0.376350789,0.415474413,0.454598002,0.493721549,,,0.869537161,,,,,Chile,3.03893509,Chile,1.031071906,1.415705285,Chile,5.975389225,9.265002941,Chile,0.396129817,0.517761571,,Paraguay,,,,,,,,,,,,,,,0.869537161,,,,,,,,,,,,
2.5,112.5,Malaysia,1232927,0.103410638,0.105412583,0.111743292,0.131762751,0.19506984,0.395264431,1.028335314,0.134994232,0.105735732,0.102809882,0.1025173,0.102488138,,41.2044,74.7661,Kyrgyzstan,267718,0.106034141,0.102839722,0.102520298,0.102488656,0.102484787,,21.0079,10.9408,Mauritania,69937,0.102751742,0.103328972,0.105154334,0.110926635,0.129180254,0.186903266,-99930063,-9930063,,Switzerland,0.04168515,0.00066779,,,,S. Korea,0.999982415,1.75849E-05,Switzerland,4463323909,4459.381816,,Kyrgyzstan,0.106034141,0.134428971,0.137978325,0.173471863,0.208965401,0.244458941,0.279952482,0.315446025,0.350939569,0.386433116,0.421926666,0.457420218,,,0.657290481,,,,,Slovenia,2.852214557,Slovenia,0.972025689,1.332201324,Slovenia,5.600529304,8.911851024,Slovenia,0.377457764,0.4913553,,Kyrgyzstan,,,,,,,,,,,,,,,0.657290481,,,,,,,,,,,,
41.1533,20.1683,Albania,56815,0.102701689,0.103170692,0.10465381,0.109343841,0.124175019,0.171075327,0.319387109,0.104119704,0.102648279,0.102501144,0.102486462,0.102484787,,18.7357,-70.1627,Dominican Republic,363807,0.10598169,0.102834475,0.102519714,0.102487523,0.102484787,,7.9465,-1.0232,Ghana,439246,0.102751531,0.103328305,0.105152224,0.110919962,0.129159152,0.186836538,-99560754,-9560754,,Bulgaria,0.040087993,0.001032635,,,,Portugal,0.999981956,1.80435E-05,Bulgaria,4299466360,10663.01523,,Dominican Republic,0.10598169,0.133956911,0.137453813,0.17242284,0.207391869,0.242360901,0.277329937,0.312298977,0.347268023,0.382237076,0.417206136,0.452175205,,,0.706812688,,,,,Paraguay,2.528117373,Paraguay,0.869537161,1.187260657,Paraguay,4.953721966,8.346023305,Paraguay,0.345048046,0.445521037,,Dominican Republic,,,,,,,,,,,,,,,0.706812688,,,,,,,,,,,,
9.9456,-9.6966,Guinea,23588,0.102649009,0.103004102,0.104127005,0.107677936,0.118906962,0.154416268,0.266706561,0.103282371,0.102564546,0.102492763,0.102485471,0.102484787,,3.2028,73.2207,Maldives,110249,0.105812332,0.102817541,0.102518061,0.102488138,0.102484787,,30.3753,69.3451,Pakistan,2581695,0.102736679,0.10328134,0.105003708,0.110450315,0.127673999,0.182140065,-97418305,-7418305,,Angola,0.039399509,0.002555845,,,,R¨¦union,0.999979967,2.00332E-05,Angola,4228656689,65310.46519,,Maldives,0.105812332,0.132432688,0.135760232,0.169035669,0.202311092,0.235586492,0.268861862,0.302137196,0.335412485,0.368687721,0.401962899,0.435238009,0.840309865,,,,,,,Jamaica,2.458116845,Jamaica,0.84740105,1.155955469,Jamaica,4.813477162,7.379270584,Jamaica,0.338047993,0.435621467,,Maldives,,,,,,,,,,,,,0.840309865,,,,,,,,,,,,,,
3.9339,-53.1258,French Guiana,52668,0.102697092,0.103156153,0.104607832,0.109198446,0.123715242,0.169621378,0.314789343,0.104025539,0.102638861,0.102500202,0.102486316,0.102484787,,-0.8037,11.6094,Gabon,116252,0.105804679,0.102816777,0.102517984,0.102488067,0.102484787,,32,53,Iran,3184857,0.102734477,0.103274376,0.104981686,0.110380675,0.127453777,0.181443663,-96815143,-6815143,,Guadeloupe,0.038688968,0.003747982,,,,Israel,0.999979834,2.01655E-05,Guadeloupe,4155467442,140411.1317,,Gabon,0.105804679,0.132363817,0.135683709,0.168882624,0.202081527,0.235280412,0.268479271,0.3016781,0.334876892,0.36807564,0.401274339,0.434472982,,,0.562690137,,,,,El Salvador,2.453652783,El Salvador,0.84598939,1.15395908,El Salvador,4.804790146,7.168294449,El Salvador,0.337601587,0.434990154,,Gabon,,,,,,,,,,,,,,,0.562690137,,,,,,,,,,,,
-0.8037,11.6094,Gabon,116252,0.102792697,0.103458484,0.105563887,0.112221756,0.133275785,0.199854474,0.410394775,0.105804679,0.102816777,0.102517984,0.102488067,0.102484787,,-11.2027,17.8739,Angola,64747,0.105801105,0.102816419,0.102517949,0.102488102,0.102485271,,13.1939,-59.5432,Belize,7965,0.102730614,0.103262162,0.104943061,0.110258532,0.127067528,0.180222242,-99992035,-9992035,,Turkey,0.038497998,0.000244169,,,,Belgium,0.999979691,2.03092E-05,Turkey,4135777381,596.1834967,,Angola,0.105801105,0.132331642,0.135647958,0.168811098,0.201974178,0.235137167,0.268300035,0.301462752,0.334625287,0.367787611,0.400949692,0.434111501,,,,,0.851401978,,,Guatemala,2.434608528,Guatemala,0.839967068,1.14544223,Guatemala,4.766739045,7.155866253,Guatemala,0.335697161,0.432296889,,Angola,,,,,,,,,,,,,,,,,0.851401978,,,,,,,,,,
64,26,Finland,636019,0.103202074,0.104753047,0.109657654,0.125167383,0.174213455,0.32931075,0.819771463,0.120574339,0.104293742,0.102665682,0.102502869,0.102486597,,14.4974,-14.4524,Senegal,143852,0.105787317,0.102815041,0.102517814,0.102487995,0.102484787,,-22.9576,18.4904,Namibia,58610,0.10273028,0.103261103,0.104939714,0.110247947,0.127034053,0.180116389,-99941390,-9941390,,Belgium,0.037576337,0.000425273,,,,Chile,0.99997853,2.14696E-05,Belgium,4040634332,1808.560098,,Senegal,0.105787317,0.13220756,0.135510091,0.168535392,0.201560687,0.234585974,0.26761125,0.300636512,0.333661758,0.366686984,0.399712188,0.432737367,,,,0.6073891,,,,Ecuador,2.344406903,Ecuador,0.811442809,1.105102837,Ecuador,4.58633567,7.098883117,Ecuador,0.326676999,0.419540453,,Senegal,,,,,,,,,,,,,,,,0.6073891,,,,,,,,,,,
