Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,,Country,mortality rates ,error,,Country,x,x1,Country,n,n1,
44.0165,21.0059,Serbia,920852,0.10301131,0.104149798,0.107750015,0.1191349,0.155137068,0.268985919,0.118462408,0.104082549,0.102644562,0.102500797,0.102486155,,,3.2028,73.2207,Maldives,110249,0.114918187,0.103728127,0.102609121,0.102497221,0.102486032,,31.7917,-7.0926,Morocco,1890964,0.103008021,0.104139398,0.107717126,0.119030897,0.15480818,0.267945883,,Croatia,0.026695842,0.006517778,,Australia,0.999970675,2.93252E-05,Croatia,2903093490,17518.48639,
53.1424,-7.6921,Ireland,824712,0.102810912,0.103516084,0.105746036,0.112797761,0.135097274,0.205614525,0.111850375,0.103421345,0.102578442,0.102494064,0.102484787,,,-22.3285,24.6849,Botswana,109547,0.114903881,0.103726697,0.102608978,0.102497206,0.102486032,,38.9637,35.2433,Turkey,6937088,0.102998789,0.104110205,0.10762481,0.118738966,0.153885013,0.265026575,,Paraguay,0.026400151,0.005208866,,Austria,0.999970481,2.95193E-05,Paraguay,2871810104,15446.39984,
47.5162,14.5501,Austria,1160743,0.10294914,0.103953201,0.10712832,0.117168928,0.148920117,0.249326194,0.118305155,0.104066824,0.102642997,0.102500621,0.102486721,,,50.8333,4,Belgium,2234172,0.113932334,0.103629539,0.102599295,0.10249573,0.102484787,,41.2044,74.7661,Kyrgyzstan,267718,0.102997553,0.104106295,0.107612446,0.11869987,0.153761382,0.264635617,,Norway,0.026110177,0.005306598,,El Salvador,0.999970026,2.99744E-05,Norway,2841112668,4140.344488,
-33.8688,151.2093,Australia,6164296,0.102993709,0.104094139,0.107574004,0.118578304,0.153376955,0.263419953,0.142441771,0.106480485,0.102884368,0.102524619,0.102488656,,,46.8182,8.2275,Switzerland,1000884,0.113894371,0.103625745,0.102598886,0.102496231,0.102486721,,-33.8688,151.2093,Australia,6164296,0.102993709,0.104094139,0.107574004,0.118578304,0.153376955,0.263419953,,Ukraine,0.025782956,0.001704201,,Brazil,0.999969298,3.07023E-05,Ukraine,2806449524,1850.350972,
13.7942,-88.8965,El Salvador,310444,0.102953474,0.103966904,0.107171654,0.117305961,0.149353456,0.250696531,0.110742775,0.103310586,0.102567364,0.102493051,0.102485754,,,9.082,8.6753,Nigeria,398304,0.113841915,0.1036205,0.102598358,0.102496129,0.102485972,,56.8796,24.6032,Latvia,248932,0.102991494,0.104087136,0.107551858,0.118508274,0.1531555,0.262719652,,Latvia,0.025699169,0.014663058,,Czechia,0.999965723,3.42768E-05,Latvia,2797569977,11238.28988,
49.8175,15.473,Czechia,891140,0.103049891,0.104271803,0.108135828,0.120354949,0.158995202,0.281186409,0.119354258,0.104171734,0.102653482,0.102501651,0.102486155,,,35.1264,33.4299,Cyprus,286736,0.113759834,0.103612292,0.102597537,0.102496067,0.102485972,,48.3794,31.1656,Ukraine,1516712,0.102990692,0.104084599,0.107543836,0.118482904,0.153075276,0.262465962,,Australia,0.025470007,0.003401688,,Cameroon,0.999962286,3.77136E-05,Australia,2773275967,449.8933806,
36,128,S. Korea,1924170,0.103055897,0.104290796,0.108195889,0.120544877,0.159595806,0.283085687,0.127536742,0.104989982,0.102735309,0.10250986,0.102487523,,,18.7357,-70.1627,Dominican Republic,363807,0.113628436,0.103599152,0.102596223,0.102495941,0.102485754,,60.472,8.4689,Norway,686202,0.102987596,0.10407481,0.10751288,0.118385012,0.152765713,0.261487037,,Kyrgyzstan,0.025079486,0.002546645,,Denmark,0.999956869,4.31309E-05,Kyrgyzstan,2731848718,10204.20262,
6,12,Cameroon,149000,0.103030217,0.104209589,0.107939091,0.119732809,0.157027822,0.274965009,0.109142613,0.10315057,0.102551365,0.102491453,0.102485471,,,55.1694,23.8813,Lithuania,634751,0.113512821,0.103587591,0.102595067,0.102495815,0.102486155,,-23.4425,-58.4438,Paraguay,185921,0.102984902,0.104066289,0.107485934,0.118299803,0.152496259,0.260634948,,Turkey,0.024955819,0.001039131,,S. Korea,0.999956368,4.36325E-05,Turkey,2718722829,391.9112499,
56.2639,9.5018,Denmark,2400103,0.102901991,0.103804103,0.106656832,0.11567795,0.144205232,0.234416418,0.122923986,0.104528707,0.102689179,0.102505259,0.102487523,,,-0.8037,11.6094,Gabon,116252,0.113318422,0.103568151,0.102593123,0.10249562,0.102485868,,45.1,15.2,Croatia,165716,0.1029822,0.104057745,0.107458915,0.118214362,0.152226071,0.259780537,,Morocco,0.024060889,0.002420556,,Bulgaria,0.999952262,4.77382E-05,Morocco,2623633698,1387.458301,
33.8547,35.8623,Lebanon,511468,0.103126077,0.104512725,0.108897689,0.122764163,0.166613805,0.305278548,0.116987987,0.103935107,0.102629818,0.102499295,0.102486155,,,64,26,Finland,636019,0.112443801,0.103480688,0.102584377,0.102494745,0.102486155,,-38.4161,-63.6167,Argentina,1222359,0.102976814,0.104040713,0.107405059,0.118044052,0.151687502,0.258077435,,Panama,0.023952168,0.001776508,,USA,0.999950793,4.92071E-05,Panama,2612069598,7997.837084,
42.7339,25.4858,Bulgaria,403213,0.102887997,0.10375985,0.106516889,0.115235412,0.142805805,0.229991041,0.110581314,0.10329444,0.102565751,0.102492879,0.102484787,,,22,-80,Cuba,388194,0.112130779,0.103449386,0.102581247,0.102494459,0.102485754,,13.1939,-59.5432,Belize,7965,0.10297622,0.104038834,0.107399114,0.118025253,0.151628056,0.257889447,,Serbia,0.023753764,0.002945408,,Madagascar,0.999950025,4.99752E-05,Serbia,2590959461,2813.654595,
-23.4425,-58.4438,Paraguay,185921,0.102984902,0.104066289,0.107485934,0.118299803,0.152496259,0.260634948,0.109303994,0.103166707,0.102552977,0.102491592,0.102485471,,,8.538,-80.7821,Panama,326597,0.111961576,0.103432466,0.102579554,0.102494264,0.102485754,,22,-80,Cuba,388194,0.102974366,0.104032971,0.107380574,0.117966624,0.151442655,0.25730316,,South Africa,0.023610811,0.000659548,,North Macedonia,0.99994604,5.39595E-05,South Africa,2575743879,705.1095078,
-18.7669,46.8691,Madagascar,57254,0.103177982,0.104676861,0.109416732,0.124405522,0.171804238,0.321692138,0.107729938,0.103009302,0.102537238,0.102490035,0.102485328,,,53.1424,-7.6921,Ireland,824712,0.111850375,0.103421345,0.102578442,0.102494064,0.102484787,,-35.6751,-71.543,Chile,2365753,0.102964578,0.104002019,0.107282695,0.117657104,0.150463867,0.254207959,,Ethiopia,0.023531569,0.002802099,,Senegal,0.999943136,5.68636E-05,Ethiopia,2567307584,2952.862891,
41.6086,21.7453,North Macedonia,147002,0.102867722,0.103695733,0.106314135,0.11459425,0.140778271,0.223579418,0.107127657,0.102949074,0.102531213,0.102489426,0.102485471,,,23.6345,-102.5528,Mexico,1334331,0.111493364,0.103385642,0.102574858,0.102494264,0.102484787,,-32.5228,-55.7658,Uruguay,171237,0.102957646,0.103980097,0.107213372,0.117437886,0.149770639,0.252015781,,Mauritania,0.023272942,0.006127672,,Paraguay,0.99993406,6.59404E-05,Mauritania,2539763684,36315.02187,
14.4974,-14.4524,Senegal,143852,0.103020601,0.104179178,0.107842923,0.119428701,0.156066147,0.271923925,0.108911245,0.103127433,0.102549052,0.102491221,0.102485471,,,41.2044,74.7661,Kyrgyzstan,267718,0.11087471,0.103323779,0.102568687,0.102493163,0.102485471,,13.7942,-88.8965,El Salvador,310444,0.102953474,0.103966904,0.107171654,0.117305961,0.149353456,0.250696531,,India,0.023003679,0.000301236,,Norway,0.99993084,6.91598E-05,India,2511071276,62.14506335,
60.472,8.4689,Norway,686202,0.102987596,0.10407481,0.10751288,0.118385012,0.152765713,0.261487037,0.115656106,0.103801918,0.102616499,0.102497978,0.102486155,,,13.7942,-88.8965,El Salvador,310444,0.110742775,0.103310586,0.102567364,0.102493051,0.102485754,,10.6918,-61.2225,Trinidad and Tobago,23429,0.102953246,0.103966186,0.107169382,0.117298776,0.149330734,0.250624678,,Senegal,0.022917513,0.004513818,,Lebanon,0.999928345,7.16554E-05,Senegal,2501886079,17392.08408,
39.0742,21.8243,Greece,931002,0.102922294,0.103868307,0.106859861,0.116319986,0.146235529,0.240836781,0.115834156,0.103819724,0.102618277,0.102498119,0.102486155,,,9.7489,-83.7534,Costa Rica,146047,0.110702787,0.103306587,0.102566967,0.102493008,0.102485552,,47.5162,14.5501,Austria,1160743,0.10294914,0.103953201,0.10712832,0.117168928,0.148920117,0.249326194,,Eswatini,0.022812735,0.007927286,,Malaysia,0.999924165,7.58352E-05,Eswatini,2490714596,83004.45215,
45.1,15.2,Croatia,165716,0.1029822,0.104057745,0.107458915,0.118214362,0.152226071,0.259780537,0.108888019,0.10312511,0.102548821,0.102491166,0.102485471,,,42.7339,25.4858,Bulgaria,403213,0.110581314,0.10329444,0.102565751,0.102492879,0.102484787,,16.25,-61.5833,Guadeloupe,29595,0.102944736,0.103939274,0.107084278,0.117029656,0.1484797,0.247933473,,Cameroon,0.022097962,0.00360558,,Guinea,0.999919788,8.0212E-05,Cameroon,2414439844,16204.29426,
2.5,112.5,Malaysia,1232927,0.103178076,0.10467716,0.109417679,0.124408516,0.171813705,0.321722075,0.126828292,0.104919138,0.102728222,0.102509141,0.102487156,,,56.8796,24.6032,Latvia,248932,0.110479399,0.103284248,0.102564733,0.102492792,0.102485471,,47.4116,28.3699,Moldova,207925,0.102939294,0.103922063,0.107029853,0.116857549,0.147935451,0.246212407,,Japan,0.021774585,0.002032518,,French Guiana,0.999919252,8.07484E-05,Japan,2379894173,1651.75682,
41.1533,20.1683,Albania,56815,0.102915598,0.10384713,0.106792894,0.116108217,0.145565854,0.238719082,0.105732054,0.102809514,0.102517259,0.102488031,0.102485129,,,3.9339,-53.1258,French Guiana,52668,0.109617684,0.103198077,0.102556116,0.102491921,0.102485512,,17.0608,-61.7964,Antigua and Barbuda,1875,0.102938587,0.103919828,0.107022784,0.116835192,0.147864752,0.245988837,,Pakistan,0.021681526,0.000904309,,Gabon,0.99991548,8.45203E-05,Pakistan,2369948496,917.9815957,
9.9456,-9.6966,Guinea,23588,0.103462578,0.105576832,0.112262692,0.133405239,0.20026384,0.411689302,0.107233669,0.102959675,0.102532276,0.102489536,0.102485255,,,-23.4425,-58.4438,Paraguay,185921,0.109303994,0.103166707,0.102552977,0.102491592,0.102485471,,34,9,Tunisia,139527,0.10293466,0.103907409,0.106983514,0.11671101,0.147472054,0.244747016,,Suriname,0.020833333,0.008455829,,Finland,0.999910119,8.98811E-05,Suriname,2279209221,274306.0803,
3.9339,-53.1258,French Guiana,52668,0.103467649,0.105592869,0.112313406,0.13356561,0.200770979,0.413293018,0.109617684,0.103198077,0.102556116,0.102491921,0.102485512,,,6,12,Cameroon,149000,0.109142613,0.10315057,0.102551365,0.102491453,0.102485471,,39.3999,-8.2245,Portugal,1976482,0.102931092,0.103896126,0.106947833,0.116598179,0.147115251,0.243618706,,Czechia,0.02055363,0.003316121,,Albania,0.999908688,9.13117E-05,Czechia,2249251412,2524.015769,
-0.8037,11.6094,Gabon,116252,0.103489574,0.105662202,0.112532657,0.134258941,0.202963484,0.420226325,0.113318422,0.103568151,0.102593123,0.10249562,0.102485868,,,47.4116,28.3699,Moldova,207925,0.109038593,0.103140168,0.102550326,0.102491347,0.102484787,,-13.254308,34.301525,Malawi,44296,0.102930339,0.103893745,0.106940305,0.116574372,0.147039966,0.243380634,,Nigeria,0.020262551,0.002109048,,Greece,0.999906467,9.35327E-05,Nigeria,2218056715,5568.753302,
64,26,Finland,636019,0.102879682,0.103733554,0.106433734,0.114972453,0.141974256,0.227361451,0.112443801,0.103480688,0.102584377,0.102494745,0.102486155,,,14.4974,-14.4524,Senegal,143852,0.108911245,0.103127433,0.102549052,0.102491221,0.102485471,,37.0902,-95.7129,USA,81102397,0.102926728,0.103882326,0.106904193,0.116460175,0.146678844,0.242238665,,Philippines,0.020205303,0.00114342,,Croatia,0.999898059,0.000101941,Philippines,2211919257,879.3676818,
3.2028,73.2207,Maldives,110249,0.103668926,0.106229362,0.114326174,0.139930541,0.220898659,0.47694233,0.114918187,0.103728127,0.102609121,0.102497221,0.102486032,,,45.1,15.2,Croatia,165716,0.108888019,0.10312511,0.102548821,0.102491166,0.102485471,,55.1694,23.8813,Lithuania,634751,0.102922507,0.103868979,0.106861987,0.116326709,0.146256788,0.240904008,,S. Korea,0.020114585,0.003706678,,Mauritania,0.999897069,0.000102931,S. Korea,2202191956,1144.48929,
-22.9576,18.4904,Namibia,58610,0.103134742,0.104540125,0.108984337,0.123038169,0.167480287,0.308018605,0.107460658,0.102982374,0.102534546,0.102489766,0.102485271,,,-32.5228,-55.7658,Uruguay,171237,0.108672498,0.103103558,0.102546666,0.10249098,0.102485471,,39.0742,21.8243,Greece,931002,0.102922294,0.103868307,0.106859861,0.116319986,0.146235529,0.240836781,,Dominican Republic,0.019202736,0.001554417,,Maldives,0.99988506,0.00011494,Dominican Republic,2104317049,5784.157669,
21.0079,10.9408,Mauritania,69937,0.10301659,0.104166496,0.107802818,0.119301877,0.155665094,0.270655685,0.106932168,0.102929525,0.102529261,0.102489246,0.102485271,,,15.7835,-90.2308,Guatemala,240745,0.108636158,0.103099924,0.102546302,0.102490904,0.102485754,,51.9194,19.1451,Poland,2660665,0.102920411,0.10386235,0.106841024,0.116260418,0.146047156,0.240241094,,Hong Kong,0.018859649,0.006757065,,Malawi,0.999865464,0.000134536,Hong Kong,2067443045,2649.158518,
47.1625,19.5033,Hungary,417890,0.102728451,0.10325532,0.104921427,0.110190119,0.126851186,0.179538109,0.107465854,0.102982894,0.102534596,0.102489525,0.102484787,,,-1.8312,-78.1834,Ecuador,326552,0.108426216,0.10307893,0.102544206,0.102490749,0.102484787,,25.0343,-77.3963,Bahamas,11037,0.102920394,0.103862297,0.106840856,0.116259886,0.146045473,0.240235772,,Kenya,0.018670845,0.002586355,,Hungary,0.99985943,0.00014057,Kenya,2047139689,4592.862118,
-13.254308,34.301525,Malawi,44296,0.102930339,0.103893745,0.106940305,0.116574372,0.147039966,0.243380634,0.105450168,0.102781325,0.102514441,0.102487748,0.102485129,,,-16.2902,-63.5887,Bolivia,239073,0.108340206,0.103070329,0.102543342,0.10249067,0.102485754,,15.2,-86.2419,Honduras,141114,0.102918927,0.103857659,0.106826191,0.116213512,0.145898826,0.239772034,,Russia,0.01830102,0.000464529,,Equatorial Guinea,0.999855088,0.000144912,Russia,2007346991,55.75963865,
1.5,10,Equatorial Guinea,51944,0.103101188,0.10443402,0.108648801,0.121977112,0.164124931,0.297408038,0.106927327,0.102929041,0.102529213,0.102489226,0.102485271,,,-21.1351,55.2471,R¨¦union,35419,0.108283512,0.10306466,0.102542774,0.102490585,0.102485367,,-14.235,-51.9253,Brazil,14352484,0.102918897,0.103857564,0.10682589,0.11621256,0.145895817,0.239762517,,Equatorial Guinea,0.017216345,0.006285137,,CAR,0.999850692,0.000149308,Equatorial Guinea,1890460871,36394.21052,
22.3,114.2,Hong Kong,780415,0.103074215,0.104348722,0.108379066,0.121124135,0.161427581,0.288878267,0.118950992,0.104131407,0.10264945,0.102501258,0.102486462,,,34,9,Tunisia,139527,0.107798753,0.103016184,0.102537927,0.102490129,0.102484787,,41.1533,20.1683,Albania,56815,0.102915598,0.10384713,0.106792894,0.116108217,0.145565854,0.238719082,,Thailand,0.017149616,0.007501599,,Hong Kong,0.999846797,0.000153203,Thailand,1883261417,2513.652883,
6.6111,20.9394,CAR,31042,0.103191632,0.104720027,0.109553238,0.124837192,0.173169297,0.326008833,0.106422999,0.102878608,0.102524169,0.102488727,0.102485169,,,-18.7669,46.8691,Madagascar,57254,0.107729938,0.103009302,0.102537238,0.102490035,0.102485328,,33,65,Afghanistan,102381,0.102907971,0.103823012,0.106716626,0.115867036,0.144803173,0.236307273,,Jamaica,0.016579407,0.012810215,,Namibia,0.999843504,0.000156496,Jamaica,1821700963,32245.91926,
-26.5225,31.4659,Eswatini,30007,0.103021801,0.104182974,0.107854926,0.119466657,0.156186175,0.272303488,0.105426476,0.102778956,0.102514204,0.102487729,0.102485029,,,15.2,-86.2419,Honduras,141114,0.107642002,0.103000509,0.102536359,0.102489951,0.102484787,,33,44,Iraq,1567133,0.102907867,0.103822682,0.106715584,0.115863741,0.144792755,0.236274328,,Lebanon,0.015884403,0.004239162,,Eswatini,0.999824874,0.000175126,Lebanon,1746569230,3414.816234,
3.9193,-56.0278,Suriname,8309,0.103046165,0.10426002,0.108098567,0.120237119,0.158622588,0.280008102,0.104102978,0.102646606,0.102500969,0.102486405,0.102484958,,,47.1625,19.5033,Hungary,417890,0.107465854,0.102982894,0.102534596,0.102489525,0.102484787,,56.2639,9.5018,Denmark,2400103,0.102901991,0.103804103,0.106656832,0.11567795,0.144205232,0.234416418,,Namibia,0.015456989,0.006199422,,Cuba,0.999795024,0.000204976,Namibia,1700311150,29010.59802,
22,-80,Cuba,388194,0.102974366,0.104032971,0.107380574,0.117966624,0.151442655,0.25730316,0.112130779,0.103449386,0.102581247,0.102494459,0.102485754,,,-22.9576,18.4904,Namibia,58610,0.107460658,0.102982374,0.102534546,0.102489766,0.102485271,,4.5709,-74.2973,Colombia,2685355,0.10289907,0.103794866,0.106627621,0.115585579,0.143913129,0.233492707,,Cyprus,0.014716703,0.011087424,,Thailand,0.999793448,0.000206552,Cyprus,1620094928,5650.127394,
48.669,19.699,Slovakia,332393,0.103243561,0.104884242,0.110072529,0.126479334,0.178362207,0.342430257,0.116318491,0.103868157,0.102623124,0.102498619,0.102486155,,,9.9456,-9.6966,Guinea,23588,0.107233669,0.102959675,0.102532276,0.102489536,0.102485255,,51,9,Germany,11208091,0.102888933,0.103762808,0.106526244,0.115264996,0.142899357,0.23028688,,Kazakhstan,0.014704888,0.001250457,,Suriname,0.999782788,0.000217212,Kazakhstan,1618813678,664.9623807,
34,9,Tunisia,139527,0.10293466,0.103907409,0.106983514,0.11671101,0.147472054,0.244747016,0.107798753,0.103016184,0.102537927,0.102490129,0.102484787,,,18.1096,-77.2975,Jamaica,56494,0.10720444,0.102956752,0.102531983,0.102489507,0.102485271,,42.7339,25.4858,Bulgaria,403213,0.102887997,0.10375985,0.106516889,0.115235412,0.142805805,0.229991041,,Costa Rica,0.014101137,0.002290832,,Mayotte,0.999778938,0.000221062,Costa Rica,1553299833,10635.61616,
15,101,Thailand,749213,0.103102366,0.104437742,0.108660572,0.122014335,0.16424264,0.297780266,0.119388996,0.104175208,0.102653828,0.102501706,0.102486462,,,41.6086,21.7453,North Macedonia,147002,0.107127657,0.102949074,0.102531213,0.102489426,0.102485471,,18.0708,-63.0501,Saint Martin,2756,0.102887629,0.103758684,0.106513204,0.115223762,0.142768961,0.229874532,,Madagascar,0.01356271,0.003271974,,Slovakia,0.999760933,0.000239067,Madagascar,1494805710,26108.31924,
-12.8275,45.1662,Mayotte,13000,0.103201991,0.104752786,0.10965683,0.125164778,0.174205216,0.329284696,0.105070704,0.102743379,0.102510646,0.102487372,0.102485057,,,21.0079,10.9408,Mauritania,69937,0.106932168,0.102929525,0.102529261,0.102489246,0.102485271,,15.7835,-90.2308,Guatemala,240745,0.102881241,0.103738486,0.106449331,0.115021777,0.142130231,0.227854689,,Malaysia,0.013558954,0.004036323,,Lithuania,0.999717638,0.000282362,Malaysia,1494397505,1212.072982,
55.1694,23.8813,Lithuania,634751,0.102922507,0.103868979,0.106861987,0.116326709,0.146256788,0.240904008,0.113512821,0.103587591,0.102595067,0.102495815,0.102486155,,,46.1512,14.9955,Slovenia,157467,0.106930443,0.102929353,0.102529242,0.102489219,0.102484787,,64,26,Finland,636019,0.102879682,0.103733554,0.106433734,0.114972453,0.141974256,0.227361451,,New Zealand,0.013341419,0.009578539,,Slovenia,0.999715569,0.000284431,New Zealand,1470746159,1958.884507,
46.1512,14.9955,Slovenia,157467,0.102839062,0.103605104,0.106027541,0.11368796,0.13791233,0.214516513,0.106930443,0.102929353,0.102529242,0.102489219,0.102484787,,,1.5,10,Equatorial Guinea,51944,0.106927327,0.102929041,0.102529213,0.102489226,0.102485271,,41.6086,21.7453,North Macedonia,147002,0.102867722,0.103695733,0.106314135,0.11459425,0.140778271,0.223579418,,CAR,0.013036974,0.005571751,,Tunisia,0.999698112,0.000301888,CAR,1437627835,46312.34568,
-11.2027,17.8739,Angola,64747,0.102838226,0.103602461,0.106019181,0.113661524,0.137828732,0.214252156,0.105328756,0.102769184,0.102513225,0.102487607,0.102485271,,,33,65,Afghanistan,102381,0.106766709,0.102912979,0.102527607,0.102489085,0.102485271,,-16.2902,-63.5887,Bolivia,239073,0.102863485,0.103682334,0.106271764,0.11446026,0.140354559,0.22223952,,Saudi Arabia,0.0127438,0.000683075,,Angola,0.999644662,0.000355338,Saudi Arabia,1405716072,279.6817654,
25.0343,-77.3963,Bahamas,11037,0.102920394,0.103862297,0.106840856,0.116259886,0.146045473,0.240235772,0.103931959,0.102629504,0.102499259,0.102486238,0.102484958,,,26,30,Egypt,135000,0.106551526,0.102891461,0.10252545,0.102488833,0.102484787,,5,-58.75,Guyana,8079,0.102861775,0.103676929,0.106254671,0.114406207,0.140183628,0.221698992,,Mayotte,0.012658228,0.006700131,,New Zealand,0.99957633,0.00042367,Mayotte,1396398002,107415.2309,
18.1096,-77.2975,Jamaica,56494,0.103112714,0.104470466,0.108764054,0.122341573,0.165277457,0.301052644,0.10720444,0.102956752,0.102531983,0.102489507,0.102485271,,,12.5186,-70.0358,Aruba,20869,0.106522328,0.102888541,0.102525162,0.102488824,0.102485188,,14.6415,-61.0242,Martinique,12227,0.102861289,0.103675391,0.106249808,0.114390828,0.140134996,0.221545202,,Slovakia,0.011293634,0.006597484,,Uruguay,0.999529522,0.000470478,Slovakia,1247584161,3753.340658,
12.5186,-70.0358,Aruba,20869,0.103368612,0.105279686,0.111323035,0.13043378,0.190867264,0.38197472,0.106522328,0.102888541,0.102525162,0.102488824,0.102485188,,,6.6111,20.9394,CAR,31042,0.106422999,0.102878608,0.102524169,0.102488727,0.102485169,,45.9432,24.9668,Romania,1780963,0.102856175,0.103659219,0.106198666,0.114229104,0.139623579,0.219927957,,Jordan,0.010431154,0.009146059,,Jordan,0.999514138,0.000485862,Jordan,1153312973,1423.735957,
31.24,36.51,Jordan,810061,0.103273963,0.104980381,0.110376547,0.127440724,0.181402391,0.352044162,0.124945976,0.104730906,0.1027094,0.102507263,0.10248695,,,41.1533,20.1683,Albania,56815,0.105732054,0.102809514,0.102517259,0.102488031,0.102485129,,18.0425,-63.0548,Sint Maarten,2281,0.10284907,0.103636752,0.106127621,0.114004438,0.138913122,0.217681297,,Venezuela,0.010252962,0.001783773,,Bahamas,0.99950936,0.00049064,Venezuela,1133815438,653.728785,
-40.9006,174.886,New Zealand,750808,0.103183628,0.104694718,0.109473201,0.124584093,0.172368927,0.323477842,0.121633654,0.104399674,0.102676276,0.102503937,0.102486721,,,-13.254308,34.301525,Malawi,44296,0.105450168,0.102781325,0.102514441,0.102487748,0.102485129,,46.8182,8.2275,Switzerland,1000884,0.10284543,0.103625241,0.106091221,0.113889331,0.138549123,0.21653023,,Turks and Caicos,0.00952381,0.02014918,,Cyprus,0.999485882,0.000514118,Turks and Caicos,1053958537,445271.8788,
10.6918,-61.2225,Trinidad and Tobago,23429,0.102953246,0.103966186,0.107169382,0.117298776,0.149330734,0.250624678,0.104752295,0.102711538,0.102507462,0.102487055,0.102485029,,,-26.5225,31.4659,Eswatini,30007,0.105426476,0.102778956,0.102514204,0.102487729,0.102485029,,-9.19,-75.0152,Peru,3156679,0.102843221,0.103618255,0.106069128,0.11381947,0.1383282,0.215831612,,Israel,0.009397463,0.001039051,,Latvia,0.999471885,0.000528115,Israel,1040108964,468.9702557,
-22.3285,24.6849,Botswana,109547,0.103671347,0.106237019,0.114350386,0.140007105,0.221140774,0.477707965,0.114903881,0.103726697,0.102608978,0.102497206,0.102486032,,,-11.2027,17.8739,Angola,64747,0.105328756,0.102769184,0.102513225,0.102487607,0.102485271,,46.1512,14.9955,Slovenia,157467,0.102839062,0.103605104,0.106027541,0.11368796,0.13791233,0.214516513,,Uzbekistan,0.008445202,0.001606009,,Botswana,0.999465826,0.000534174,Uzbekistan,935611523.8,679.0052535,
-32.5228,-55.7658,Uruguay,171237,0.102957646,0.103980097,0.107213372,0.117437886,0.149770639,0.252015781,0.108672498,0.103103558,0.102546666,0.10249098,0.102485471,,,-12.8275,45.1662,Mayotte,13000,0.105070704,0.102743379,0.102510646,0.102487372,0.102485057,,-11.2027,17.8739,Angola,64747,0.102838226,0.103602461,0.106019181,0.113661524,0.137828732,0.214252156,,Aruba,0.008298755,0.009016924,,Aruba,0.999420142,0.000579858,Aruba,919522978.3,44061.66938,
-21.1351,55.2471,R¨¦union,35419,0.103459136,0.105565948,0.112228274,0.133296397,0.199919654,0.41060089,0.108283512,0.10306466,0.102542774,0.102490585,0.102485367,,,16.25,-61.5833,Guadeloupe,29595,0.104986969,0.102735005,0.102509809,0.102487288,0.102485029,,30.9756,112.2707,China,90410000,0.102837815,0.103601159,0.106015065,0.113648506,0.137787565,0.214121974,,Oman,0.007792083,0.00101813,,Jamaica,0.999390272,0.000609728,Oman,863823552.1,2793.628812,
35.1264,33.4299,Cyprus,286736,0.103150638,0.104590394,0.1091433,0.123540854,0.169069918,0.313045459,0.113759834,0.103612292,0.102597537,0.102496067,0.102485972,,,10.6918,-61.2225,Trinidad and Tobago,23429,0.104752295,0.102711538,0.102507462,0.102487055,0.102485029,,26,30,Egypt,135000,0.102834796,0.103591613,0.105984879,0.11355305,0.137485707,0.213167413,,R¨¦union,0.006818182,0.009769623,,R¨¦union,0.999205826,0.000794174,R¨¦union,756599576.7,21361.40424,
56.8796,24.6032,Latvia,248932,0.102991494,0.104087136,0.107551858,0.118508274,0.1531555,0.262719652,0.110479399,0.103284248,0.102564733,0.102492792,0.102485471,,,3.9193,-56.0278,Suriname,8309,0.104102978,0.102646606,0.102500969,0.102486405,0.102484958,,32,53,Iran,3184857,0.102818767,0.103540924,0.105824586,0.113046158,0.135882774,0.208098494,,Kuwait,0.006815541,0.000988681,,Guyana,0.999051589,0.000948411,Kuwait,756308596.6,1236.52775,
5,-58.75,Guyana,8079,0.102861775,0.103676929,0.106254671,0.114406207,0.140183628,0.221698992,0.103556323,0.102591941,0.102495503,0.102485855,0.102484958,,,25.0343,-77.3963,Bahamas,11037,0.103931959,0.102629504,0.102499259,0.102486238,0.102484958,,-1.8312,-78.1834,Ecuador,326552,0.102813574,0.103524503,0.105772658,0.112881947,0.135363492,0.206456382,,Guinea,0.006769937,0.002952576,,Trinidad and Tobago,0.998888567,0.001111433,Guinea,751282427.7,31850.19619,
16.25,-61.5833,Guadeloupe,29595,0.102944736,0.103939274,0.107084278,0.117029656,0.1484797,0.247933473,0.104986969,0.102735005,0.102509809,0.102487288,0.102485029,,,13.1939,-59.5432,Belize,7965,0.103871725,0.102623481,0.102498657,0.102486176,0.102484908,,53.1424,-7.6921,Ireland,824712,0.102810912,0.103516084,0.105746036,0.112797761,0.135097274,0.205614525,,French Guiana,0.006699781,0.002947456,,Guadeloupe,0.998628878,0.001371122,French Guiana,743549456.7,14117.67025,
13.1939,-59.5432,Belize,7965,0.10297622,0.104038834,0.107399114,0.118025253,0.151628056,0.257889447,0.103871725,0.102623481,0.102498657,0.102486176,0.102484908,,,14.6415,-61.0242,Martinique,12227,0.103801307,0.102616439,0.102497951,0.102486089,0.102484787,,52.9399,-73.5491,Canada,5402249,0.10279329,0.103460359,0.105569818,0.11224051,0.133335092,0.200042019,,Gabon,0.006408706,0.002951445,,Belize,0.9985277,0.0014723,Gabon,711454097.2,6119.929956,
