Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,,Country,recovery rates,error,,Country,x,x1,Country,n,n1,,
44.0165,21.0059,Serbia,920852,0.103016824,0.104167235,0.107805154,0.119309266,0.15568846,0.270729574,0.118629731,0.104099281,0.10264624,0.102500914,0.102486721,,,-0.0236,37.9062,Kenya,445722,0.112680404,0.103504349,0.10258674,0.102494977,0.102485754,,22,-80,Cuba,388194,0.102971496,0.104023896,0.107351876,0.117875874,0.151155676,0.256395652,,Cuba,0.972081972,0.009518088,,Kenya,0.999965183,3.48167E-05,Austria,3362604480,2896.941424,,
53.1424,-7.6921,Ireland,824712,0.102797631,0.103474088,0.105613231,0.112377794,0.133769223,0.201414858,0.111468989,0.103383207,0.102574629,0.10249386,0.102484787,,,-0.8037,11.6094,Gabon,116252,0.112626004,0.103498909,0.102586199,0.102494928,0.102485813,,-38.4161,-63.6167,Argentina,1222359,0.102968624,0.104014815,0.107323159,0.117785063,0.150868509,0.255487549,,Argentina,0.971739638,0.001018897,,Ethiopia,0.999962854,3.71455E-05,Senegal,3213240057,22337.12466,,
47.5162,14.5501,Austria,1160743,0.102946965,0.103946323,0.107106571,0.11710015,0.148702623,0.248638417,0.118231055,0.104059414,0.10264225,0.102500502,0.102486721,,,33.8547,35.8623,Lebanon,511468,0.112574947,0.103493804,0.102585684,0.102494931,0.102486155,,-0.0236,37.9062,Kenya,445722,0.102967714,0.104011936,0.107314057,0.117756279,0.150777485,0.255199708,,Kenya,0.971629799,0.003910315,,Cameroon,0.999961175,3.88251E-05,Panama,3204264226,9811.064481,,
-33.8688,151.2093,Australia,6164296,0.102966955,0.104009536,0.107306466,0.117732276,0.150701582,0.254959679,0.140341254,0.106270434,0.102863343,0.102522694,0.102488656,,,39.0742,21.8243,Greece,931002,0.112482143,0.103484523,0.102584762,0.102494651,0.102484787,,56.8796,24.6032,Latvia,248932,0.102967432,0.104011045,0.107311238,0.117747366,0.1507493,0.255110578,,Latvia,0.971595656,0.0161809,,Czechia,0.999960961,3.90395E-05,Chile,3093176328,1307.480674,,
13.7942,-88.8965,El Salvador,310444,0.102856922,0.103661581,0.106206135,0.114252722,0.139698265,0.220164139,0.109041587,0.103140467,0.102550358,0.102491347,0.102484787,,,18.7357,-70.1627,Dominican Republic,363807,0.112356502,0.103471959,0.102583505,0.102494651,0.102485754,,-33.8688,151.2093,Australia,6164296,0.102966955,0.104009536,0.107306466,0.117732276,0.150701582,0.254959679,,Australia,0.971537709,0.003795441,,Costa Rica,0.999956628,4.33722E-05,Australia,3089572061,501.2043648,,
49.8175,15.473,Czechia,891140,0.103014755,0.104160693,0.107784466,0.119243843,0.155481577,0.270075351,0.118305372,0.104066846,0.102642991,0.102500621,0.102486155,,,64,26,Finland,636019,0.112295323,0.10346584,0.102582891,0.102494651,0.102484787,,-35.6751,-71.543,Chile,2365753,0.102966674,0.104008647,0.107303656,0.11772339,0.150673481,0.254870819,,Chile,0.971503502,0.000887909,,Denmark,0.999955132,4.48681E-05,Latvia,3083465860,12386.77976,,
36,128,S. Korea,1924170,0.103041217,0.104244374,0.10804909,0.120080659,0.158127821,0.278443511,0.126892806,0.104925589,0.102728863,0.102509179,0.102487523,,,55.1694,23.8813,Lithuania,634751,0.112248372,0.103461146,0.102582423,0.102494459,0.102484787,,8.538,-80.7821,Panama,326597,0.102958247,0.103981999,0.107219387,0.117456908,0.149830792,0.252206001,,Panama,0.970447975,0.002185532,,S. Korea,0.999953999,4.60015E-05,Kenya,3079867673,6909.839928,,
6,12,Cameroon,149000,0.103022466,0.104185078,0.107861581,0.119487701,0.156252722,0.272513928,0.109048,0.103141108,0.102550421,0.102491347,0.102485471,,,22,-80,Cuba,388194,0.112074237,0.103443732,0.102580678,0.102494362,0.102485754,,14.4974,-14.4524,Senegal,143852,0.102957585,0.103979907,0.10721277,0.117435982,0.149764618,0.251996739,,Senegal,0.970362585,0.005816921,,El Salvador,0.999951732,4.82684E-05,Argentina,3068290344,2510.138465,,
56.2639,9.5018,Denmark,2400103,0.102894114,0.103779194,0.106578061,0.115428856,0.143417528,0.231925479,0.122538083,0.104490117,0.102685316,0.10250489,0.102487523,,,35.1264,33.4299,Cyprus,286736,0.111966499,0.103432958,0.102579604,0.102494264,0.102485754,,47.5162,14.5501,Austria,1160743,0.102946965,0.103946323,0.107106571,0.11710015,0.148702623,0.248638417,,Austria,0.968939362,0.003776184,,Madagascar,0.999949789,5.02106E-05,Cuba,3032190197,7811.017679,,
33.8547,35.8623,Lebanon,511468,0.102930945,0.103895663,0.106946368,0.116593546,0.1471006,0.243572377,0.112574947,0.103493804,0.102585684,0.102494931,0.102486155,,,53.1424,-7.6921,Ireland,824712,0.111468989,0.103383207,0.102574629,0.10249386,0.102484787,,-32.5228,-55.7658,Uruguay,171237,0.102945608,0.103942031,0.107092997,0.117057225,0.148566883,0.24820917,,Uruguay,0.96875,0.015594874,,Honduras,0.999941223,5.87768E-05,Norway,2984447334,4349.225642,,
42.7339,25.4858,Bulgaria,403213,0.102849174,0.103637079,0.106128655,0.114007711,0.138923472,0.217714026,0.109801735,0.103216481,0.102557964,0.102492153,0.102484787,,,23.6345,-102.5528,Mexico,1334331,0.111057186,0.103342026,0.102570515,0.102493438,0.102484787,,-23.4425,-58.4438,Paraguay,185921,0.102943488,0.103935326,0.107071795,0.11699018,0.148354867,0.247538716,,Paraguay,0.968450704,0.006208056,,Bulgaria,0.999941001,5.89991E-05,Kyrgyzstan,2943890194,10996.23557,,
-23.4425,-58.4438,Paraguay,185921,0.102943488,0.103935326,0.107071795,0.11699018,0.148354867,0.247538716,0.108739303,0.103110239,0.102547332,0.102491055,0.102485471,,,8.538,-80.7821,Panama,326597,0.111041155,0.103340424,0.102570351,0.102493329,0.102485754,,17.0608,-61.7964,Antigua and Barbuda,1875,0.102936222,0.10391235,0.106999138,0.116760417,0.147628293,0.245241089,,Antigua and Barbuda,0.967391304,0.066909459,,North Macedonia,0.999939745,6.0255E-05,Eswatini,2869340040,95622.35613,,
-18.7669,46.8691,Madagascar,57254,0.103176369,0.104671762,0.109400609,0.124354536,0.171643005,0.321182274,0.107717739,0.103008082,0.102537116,0.102490018,0.102485328,,,41.2044,74.7661,Kyrgyzstan,267718,0.11056691,0.103292999,0.102565609,0.10249285,0.102485471,,6.6111,20.9394,CAR,31042,0.10293322,0.103902855,0.106969112,0.116665469,0.147328041,0.244291608,,CAR,0.966937669,0.013974971,,Norway,0.999927259,7.27413E-05,Botswana,2838653668,25912.65546,,
41.6086,21.7453,North Macedonia,147002,0.102848116,0.103633733,0.106118074,0.113974248,0.138817652,0.217379396,0.106889943,0.102925302,0.10252884,0.102489219,0.102484787,,,50.8333,4,Belgium,2234172,0.110430479,0.103279365,0.102564264,0.102492525,0.102484787,,33.8547,35.8623,Lebanon,511468,0.102930945,0.103895663,0.106946368,0.116593546,0.1471006,0.243572377,,Lebanon,0.966587627,0.008834762,,Senegal,0.999926519,7.34811E-05,Costa Rica,2816132693,19282.37275,,
14.4974,-14.4524,Senegal,143852,0.102957585,0.103979907,0.10721277,0.117435982,0.149764618,0.251996739,0.10815545,0.103051853,0.102541495,0.102490468,0.102485471,,,56.8796,24.6032,Latvia,248932,0.110099759,0.103246284,0.102560936,0.102492403,0.102485471,,47.4116,28.3699,Moldova,207925,0.102904734,0.103812775,0.106684255,0.115764671,0.144479468,0.235283628,,Moldova,0.962111064,0.003949158,,Malaysia,0.999923702,7.62977E-05,Croatia,2765001434,16685.18088,,
60.472,8.4689,Norway,686202,0.102975373,0.104036158,0.107390651,0.117998492,0.151543431,0.257621841,0.115335923,0.103769901,0.102613299,0.102497619,0.102486155,,,42.7339,25.4858,Bulgaria,403213,0.109801735,0.103216481,0.102557964,0.102492153,0.102484787,,-14.235,-51.9253,Brazil,14352484,0.10290136,0.103802106,0.106650516,0.115657977,0.144142073,0.234216691,,Brazil,0.961469122,0.000363808,,Paraguay,0.999921231,7.87686E-05,South Africa,2764668519,756.8276002,,
39.0742,21.8243,Greece,931002,0.102812437,0.103520907,0.105761285,0.112845982,0.135249764,0.206096741,0.112482143,0.103484523,0.102584762,0.102494651,0.102484787,,,3.9339,-53.1258,French Guiana,52668,0.109626271,0.103198936,0.102556202,0.102491929,0.102485512,,33,44,Iraq,1567133,0.102898068,0.103791698,0.106617602,0.115553894,0.143812933,0.233175858,,Iraq,0.960826782,0.001546219,,French Guiana,0.999919447,8.05533E-05,Turkey,2747524840,396.0631378,,
45.1,15.2,Croatia,165716,0.10299447,0.104096545,0.107581613,0.118602366,0.153453048,0.263660581,0.109045968,0.103140905,0.102550397,0.102491347,0.102485471,,,6,12,Cameroon,149000,0.109048,0.103141108,0.102550421,0.102491347,0.102485471,,56.2639,9.5018,Denmark,2400103,0.102894114,0.103779194,0.106578061,0.115428856,0.143417528,0.231925479,,Denmark,0.960033306,0.005242142,,Guinea,0.999916198,8.3802E-05,Philippines,2689685556,1069.307817,,
2.5,112.5,Malaysia,1232927,0.103175996,0.104670583,0.10939688,0.124342746,0.171605721,0.321064373,0.126755262,0.104911835,0.102727491,0.102509064,0.102487156,,,45.1,15.2,Croatia,165716,0.109045968,0.103140905,0.102550397,0.102491347,0.102485471,,9.145,40.4897,Ethiopia,869430,0.102890227,0.103766901,0.106539187,0.115305925,0.143028784,0.230696162,,Ethiopia,0.959229059,0.004811627,,Finland,0.999907248,9.27517E-05,Dominican Republic,2681518906,7370.718283,,
41.1533,20.1683,Albania,56815,0.102846123,0.103627431,0.106098144,0.113911225,0.138618355,0.216749162,0.105208381,0.102757147,0.102512024,0.102487523,0.102485271,,,13.7942,-88.8965,El Salvador,310444,0.109041587,0.103140467,0.102550358,0.102491347,0.102484787,,51,9,Germany,11208091,0.102887852,0.10375939,0.106515436,0.115230818,0.142791276,0.229945096,,Germany,0.958725485,0.001396103,,Gabon,0.999903474,9.6526E-05,Mauritania,2624285990,37523.57107,,
9.9456,-9.6966,Guinea,23588,0.103441513,0.10551022,0.112052047,0.132739119,0.198157386,0.405028108,0.107131364,0.102949445,0.102531253,0.102489433,0.102485255,,,-23.4425,-58.4438,Paraguay,185921,0.108739303,0.103110239,0.102547332,0.102491055,0.102485471,,4.5709,-74.2973,Colombia,2685355,0.102886913,0.103756422,0.106506051,0.11520114,0.142697426,0.229648317,,Colombia,0.958523882,0.000983066,,Croatia,0.999903033,9.69674E-05,Namibia,2607426626,44487.74314,,
3.9339,-53.1258,French Guiana,52668,0.103468832,0.105596611,0.11232524,0.133603031,0.200889315,0.413667226,0.109626271,0.103198936,0.102556202,0.102491929,0.102485512,,,15.7835,-90.2308,Guatemala,240745,0.108638183,0.103100126,0.102546325,0.102490904,0.102484787,,39.3999,-8.2245,Portugal,1976482,0.102885822,0.10375297,0.106495133,0.115166613,0.142588243,0.229303049,,Portugal,0.958287445,0.003201558,,Mauritania,0.999893561,0.000106439,Nigeria,2605093282,6540.464776,,
-0.8037,11.6094,Gabon,116252,0.103425354,0.105459122,0.11189046,0.132228137,0.196541518,0.399918285,0.112626004,0.103498909,0.102586199,0.102494928,0.102485813,,,9.7489,-83.7534,Costa Rica,146047,0.108588123,0.103095121,0.102545819,0.102490885,0.102485471,,48.3794,31.1656,Ukraine,1516712,0.102882235,0.103741628,0.106459269,0.115053202,0.142229604,0.228168934,,Ukraine,0.957496162,0.002785158,,Albania,0.999868054,0.000131946,Morocco,2573601495,1360.999731,,
64,26,Finland,636019,0.102873794,0.103714936,0.10637486,0.114786276,0.141385512,0.225499681,0.112295323,0.10346584,0.102582891,0.102494651,0.102484787,,,47.4116,28.3699,Moldova,207925,0.108540254,0.103090334,0.10254534,0.102490827,0.102484787,,15.7835,-90.2308,Guatemala,240745,0.102881372,0.103738899,0.106450636,0.115025904,0.14214328,0.227895953,,Guatemala,0.95730228,0.00267381,,Maldives,0.999858948,0.000141052,Czechia,2557383577,2869.788784,,
3.2028,73.2207,Maldives,110249,0.103554209,0.105866597,0.11317901,0.13630289,0.20942702,0.440665821,0.113713671,0.103607675,0.102597076,0.102496015,0.102485895,,,-32.5228,-55.7658,Uruguay,171237,0.108514977,0.103087806,0.102545089,0.102490827,0.102485471,,51.9194,19.1451,Poland,2660665,0.102881283,0.103738617,0.106449746,0.115023088,0.142134376,0.227867798,,Poland,0.957282207,0.003099587,,Lebanon,0.999849405,0.000150595,Serbia,2537533380,2755.636497,,
-22.9576,18.4904,Namibia,58610,0.103009645,0.104144532,0.107733363,0.11908224,0.154970542,0.268459318,0.106502948,0.102886603,0.102524969,0.102488804,0.102485271,,,-1.8312,-78.1834,Ecuador,326552,0.10839993,0.103076302,0.102543938,0.102490749,0.102484787,,64,26,Finland,636019,0.102873794,0.103714936,0.10637486,0.114786276,0.141385512,0.225499681,,Finland,0.95554081,0.007942558,,Hungary,0.999840248,0.000159752,India,2503188899,61.94998691,,
21.0079,10.9408,Mauritania,69937,0.103007956,0.104139192,0.107716476,0.11902884,0.154801677,0.267925319,0.106859962,0.102922304,0.102528538,0.102489166,0.102485271,,,-21.1351,55.2471,R¨¦union,35419,0.108303112,0.10306662,0.10254297,0.102490605,0.102485367,,55.1694,23.8813,Lithuania,634751,0.102872319,0.103710271,0.106360107,0.114739626,0.14123799,0.225033176,,Lithuania,0.955184992,0.015831018,,Hong Kong,0.999840248,0.000159752,Cameroon,2484553038,16674.85261,,
47.1625,19.5033,Hungary,417890,0.10271558,0.103214618,0.104792715,0.109783096,0.125564065,0.175467873,0.107202736,0.102956582,0.102531973,0.102489525,0.102484787,,,14.4974,-14.4524,Senegal,143852,0.10815545,0.103051853,0.102541495,0.102490468,0.102485471,,16.25,-61.5833,Guadeloupe,29595,0.102869712,0.103702027,0.106334037,0.114657185,0.140977288,0.224208763,,Guadeloupe,0.954545455,0.037650924,,Greece,0.999828106,0.000171894,Japan,2422635425,1681.42123,,
-13.254308,34.301525,Malawi,44296,0.102844422,0.103622052,0.106081135,0.113857439,0.138448271,0.216211306,0.104878345,0.102724143,0.102508724,0.102487156,0.102484787,,,-22.3285,24.6849,Botswana,109547,0.107749704,0.103011279,0.102537436,0.102490063,0.102485271,,33,65,Afghanistan,102381,0.102867453,0.103694884,0.106311449,0.114585753,0.140751402,0.223494449,,Afghanistan,0.953979977,0.004013289,,Equatorial Guinea,0.999823903,0.000176097,Pakistan,2395879387,928.02573,,
1.5,10,Equatorial Guinea,51944,0.103044992,0.104256309,0.108086833,0.12020001,0.158505242,0.279637021,0.106522304,0.102888539,0.102525162,0.102488833,0.102485271,,,-18.7669,46.8691,Madagascar,57254,0.107717739,0.103008082,0.102537116,0.102490018,0.102485328,,34,9,Tunisia,139527,0.102863078,0.103681047,0.106267695,0.114447391,0.140313863,0.222110826,,Tunisia,0.952853598,0.017699919,,Eswatini,0.999797519,0.000202481,Suriname,2394335829,288161.7317,,
22.3,114.2,Hong Kong,780415,0.10306224,0.104310854,0.108259316,0.120745452,0.160230082,0.285091442,0.11861646,0.104097954,0.102646106,0.102500914,0.102486462,,,47.1625,19.5033,Hungary,417890,0.107202736,0.102956582,0.102531973,0.102489525,0.102484787,,13.7942,-88.8965,El Salvador,310444,0.102856922,0.103661581,0.106206135,0.114252722,0.139698265,0.220164139,,El Salvador,0.951195974,0.005981359,,Cuba,0.999792528,0.000207472,S. Korea,2319921999,1205.674134,,
6.6111,20.9394,CAR,31042,0.10293322,0.103902855,0.106969112,0.116665469,0.147328041,0.244291608,0.104983245,0.102734633,0.102509771,0.102487288,0.102485029,,,9.9456,-9.6966,Guinea,23588,0.107131364,0.102949445,0.102531253,0.102489433,0.102485255,,42.7339,25.4858,Bulgaria,403213,0.102849174,0.103637079,0.106128655,0.114007711,0.138923472,0.217714026,,Bulgaria,0.948979592,0.006756795,,Malawi,0.999789401,0.000210599,Jamaica,2291504966,40561.91748,,
-26.5225,31.4659,Eswatini,30007,0.102985117,0.104066969,0.107488086,0.118306609,0.152517781,0.260703005,0.105225527,0.102758861,0.102512194,0.102487523,0.102485029,,,-16.2902,-63.5887,Bolivia,239073,0.107026354,0.102938944,0.102530195,0.102489324,0.102484787,,41.6086,21.7453,North Macedonia,147002,0.102848116,0.103633733,0.106118074,0.113974248,0.138817652,0.217379396,,North Macedonia,0.948664944,0.006848497,,Thailand,0.999788316,0.000211684,Cyprus,2290887030,7989.534033,,
3.9193,-56.0278,Suriname,8309,0.103032502,0.104216815,0.107961941,0.119805069,0.157256329,0.275687609,0.104063595,0.102642668,0.102500575,0.102486363,0.102484958,,,34,9,Tunisia,139527,0.106953216,0.10293163,0.102529468,0.102489272,0.102485471,,41.1533,20.1683,Albania,56815,0.102846123,0.103627431,0.106098144,0.113911225,0.138618355,0.216749162,,Albania,0.948064212,0.010201299,,Suriname,0.999771565,0.000228435,Equatorial Guinea,2288767736,44062.21578,,
22,-80,Cuba,388194,0.102971496,0.104023896,0.107351876,0.117875874,0.151155676,0.256395652,0.112074237,0.103443732,0.102580678,0.102494362,0.102485754,,,41.6086,21.7453,North Macedonia,147002,0.106889943,0.102925302,0.10252884,0.102489219,0.102484787,,37.0902,-95.7129,USA,81102397,0.10284602,0.103627107,0.106097121,0.113907991,0.13860813,0.216716826,,USA,0.948033098,0.000391265,,Mayotte,0.999767459,0.000232541,Trinidad and Tobago,2276765882,97177.25392,,
48.669,19.699,Slovakia,332393,0.103157137,0.104610944,0.109208286,0.123746357,0.169719774,0.315100485,0.114742833,0.103710592,0.102607368,0.102497041,0.102485972,,,46.1512,14.9955,Slovenia,157467,0.106883268,0.102924635,0.102528771,0.102489219,0.102484787,,5,-58.75,Guyana,8079,0.102845385,0.103625097,0.106090765,0.11388789,0.138544564,0.216515813,,Guyana,0.947839046,0.028872376,,Namibia,0.999757951,0.000242049,Russia,2267780192,62.99389422,,
34,9,Tunisia,139527,0.102863078,0.103681047,0.106267695,0.114447391,0.140313863,0.222110826,0.106953216,0.10293163,0.102529468,0.102489272,0.102485471,,,21.0079,10.9408,Mauritania,69937,0.106859962,0.102922304,0.102528538,0.102489166,0.102485271,,-13.254308,34.301525,Malawi,44296,0.102844422,0.103622052,0.106081135,0.113857439,0.138448271,0.216211306,,Malawi,0.947542961,0.01295583,,Slovenia,0.999709052,0.000290948,Turks and Caicos,2175694355,919178.0123,,
15,101,Thailand,749213,0.103094965,0.104414339,0.108586567,0.121780309,0.163502585,0.295440005,0.119186429,0.104154951,0.102651805,0.102501484,0.102486462,,,18.1096,-77.2975,Jamaica,56494,0.106692908,0.102905599,0.102526868,0.102489003,0.102485129,,46.8182,8.2275,Switzerland,1000884,0.102839875,0.103607674,0.106035666,0.113713653,0.137993578,0.214773443,,Switzerland,0.946109394,0.003913436,,Slovakia,0.999694547,0.000305453,Hong Kong,2154079806,2760.172224,,
-12.8275,45.1662,Mayotte,13000,0.103184297,0.104696832,0.109479887,0.124605235,0.172435786,0.323689268,0.105006906,0.102736999,0.102510008,0.102487309,0.102485029,,,1.5,10,Equatorial Guinea,51944,0.106522304,0.102888539,0.102525162,0.102488833,0.102485271,,30.9756,112.2707,China,90410000,0.102837527,0.103600248,0.106012185,0.113639399,0.137758766,0.214030904,,China,0.945345395,0.002609448,,Lithuania,0.999635957,0.000364043,Thailand,1929220782,2574.996406,,
55.1694,23.8813,Lithuania,634751,0.102872319,0.103710271,0.106360107,0.114739626,0.14123799,0.225033176,0.112248372,0.103461146,0.102582423,0.102494459,0.102484787,,,-22.9576,18.4904,Namibia,58610,0.106502948,0.102886603,0.102524969,0.102488804,0.102485271,,46.1512,14.9955,Slovenia,157467,0.102835303,0.103593216,0.105989947,0.113569078,0.137536392,0.213327694,,Slovenia,0.944606414,0.015629396,,CAR,0.999621352,0.000378648,Kazakhstan,1719558539,706.3454894,,
46.1512,14.9955,Slovenia,157467,0.102835303,0.103593216,0.105989947,0.113569078,0.137536392,0.213327694,0.106883268,0.102924635,0.102528771,0.102489219,0.102484787,,,33,65,Afghanistan,102381,0.106356737,0.102871982,0.102523506,0.102488656,0.102484787,,18.0708,-63.0501,Saint Martin,2756,0.102823665,0.103556414,0.105873571,0.113201061,0.136372623,0.209647534,,Saint Martin,0.94047619,0.089500032,,Tunisia,0.999566602,0.000433398,Slovakia,1588928391,4780.270316,,
-11.2027,17.8739,Angola,64747,0.102760583,0.10335693,0.105242746,0.111206217,0.130064372,0.189699092,0.104703993,0.102706708,0.10250698,0.10248695,0.102484787,,,26,30,Egypt,135000,0.106133337,0.102849641,0.102521273,0.102488406,0.102484787,,25.0343,-77.3963,Bahamas,11037,0.10282215,0.103551624,0.105858422,0.113153156,0.136221133,0.20916848,,Bahamas,0.939903846,0.027652544,,New Zealand,0.999561156,0.000438844,New Zealand,1522667254,2028.038132,,
25.0343,-77.3963,Bahamas,11037,0.10282215,0.103551624,0.105858422,0.113153156,0.136221133,0.20916848,0.103605575,0.102596866,0.102495994,0.102485895,0.102484787,,,12.5186,-70.0358,Aruba,20869,0.105730312,0.102809339,0.102517242,0.102488031,0.102485129,,-9.19,-75.0152,Peru,3156679,0.102821905,0.103550849,0.105855971,0.113145407,0.136196628,0.209090991,,Peru,0.93981047,0.001153168,,Jordan,0.999522118,0.000477882,Malaysia,1503404265,1219.378167,,
18.1096,-77.2975,Jamaica,56494,0.103044657,0.104255251,0.108083486,0.120189427,0.158471774,0.279531185,0.106692908,0.102905599,0.102526868,0.102489003,0.102485129,,,-26.5225,31.4659,Eswatini,30007,0.105225527,0.102758861,0.102512194,0.102487523,0.102485029,,32,53,Iran,3184857,0.10281578,0.103531477,0.105794712,0.112951689,0.135584037,0.207153805,,Iran,0.937401452,0.001386197,,Uruguay,0.999503782,0.000496218,Madagascar,1501783714,26230.19726,,
12.5186,-70.0358,Aruba,20869,0.103195238,0.10473143,0.109589296,0.124951217,0.173529877,0.327149089,0.105730312,0.102809339,0.102517242,0.102488031,0.102485129,,,41.1533,20.1683,Albania,56815,0.105208381,0.102757147,0.102512024,0.102487523,0.102485271,,39.0742,21.8243,Greece,931002,0.102812437,0.103520907,0.105761285,0.112845982,0.135249764,0.206096741,,Greece,0.936023622,0.012840578,,Latvia,0.999416264,0.000583736,Mayotte,1467936044,112918.1572,,
31.24,36.51,Jordan,810061,0.103280453,0.105000902,0.110441443,0.127645941,0.182051343,0.354096329,0.125130678,0.104749376,0.102711246,0.102507429,0.10248695,,,10.6918,-61.2225,Trinidad and Tobago,23429,0.105203511,0.102756659,0.102511975,0.102487507,0.102485029,,-1.8312,-78.1834,Ecuador,326552,0.102812119,0.103519903,0.105758111,0.112835948,0.135218031,0.205996393,,Ecuador,0.935890395,0.002564151,,Angola,0.999391334,0.000608666,Saudi Arabia,1448624572,288.2188557,,
-40.9006,174.886,New Zealand,750808,0.10317161,0.104656713,0.109353019,0.124204045,0.171167111,0.319677367,0.121304345,0.104366743,0.102672982,0.102503617,0.102486721,,,15.2,-86.2419,Honduras,141114,0.105127142,0.102749023,0.102511205,0.102487156,0.102484787,,26,30,Egypt,135000,0.102798804,0.103477796,0.105624959,0.112414882,0.133886503,0.201785733,,Egypt,0.929888625,0.003082288,,Cyprus,0.99926824,0.00073176,Aruba,1423071855,68190.70655,,
10.6918,-61.2225,Trinidad and Tobago,23429,0.103046466,0.104260972,0.108101579,0.120246642,0.158652703,0.280103332,0.105203511,0.102756659,0.102511975,0.102487507,0.102485029,,,-12.8275,45.1662,Mayotte,13000,0.105006906,0.102736999,0.102510008,0.102487309,0.102485029,,53.1424,-7.6921,Ireland,824712,0.102797631,0.103474088,0.105613231,0.112377794,0.133769223,0.201414858,,Ireland,0.929318643,0.005403454,,Trinidad and Tobago,0.999234553,0.000765447,Venezuela,1145213376,660.300543,,
-22.3285,24.6849,Botswana,109547,0.102987814,0.104075498,0.107515057,0.118391897,0.152787487,0.26155589,0.107749704,0.103011279,0.102537436,0.102490063,0.102485271,,,6.6111,20.9394,CAR,31042,0.104983245,0.102734633,0.102509771,0.102487288,0.102485029,,52.9399,-73.5491,Canada,5402249,0.102790471,0.103451445,0.105541626,0.112151362,0.133053181,0.199150538,,Canada,0.925677329,0.002503877,,Jamaica,0.999229485,0.000770515,Jordan,1134576631,1400.606413,,
-32.5228,-55.7658,Uruguay,171237,0.102945608,0.103942031,0.107092997,0.117057225,0.148566883,0.24820917,0.108514977,0.103087806,0.102545089,0.102490827,0.102485471,,,-13.254308,34.301525,Malawi,44296,0.104878345,0.102724143,0.102508724,0.102487156,0.102484787,,-16.2902,-63.5887,Bolivia,239073,0.102778512,0.103413626,0.105422034,0.111773177,0.131857255,0.195368686,,Bolivia,0.918908969,0.003732635,,R¨¦union,0.999211209,0.000788791,Israel,1077745422,485.9399962,,
-21.1351,55.2471,R¨¦union,35419,0.103462429,0.105576362,0.112261206,0.13340054,0.200248981,0.411642315,0.108303112,0.10306662,0.10254297,0.102490605,0.102485367,,,-11.2027,17.8739,Angola,64747,0.104703993,0.102706708,0.10250698,0.10248695,0.102484787,,45.9432,24.9668,Romania,1780963,0.102770064,0.103386912,0.105337556,0.111506035,0.131012477,0.192697265,,Romania,0.913528966,0.004644011,,Bahamas,0.999159971,0.000840029,Oman,897557285.9,2902.724622,,
35.1264,33.4299,Cyprus,286736,0.103044732,0.10425549,0.108084241,0.120191814,0.158479324,0.279555061,0.111966499,0.103432958,0.102579604,0.102494264,0.102485754,,,16.25,-61.5833,Guadeloupe,29595,0.104578829,0.102694191,0.102505728,0.102486895,0.102484787,,18.0425,-63.0548,Sint Maarten,2281,0.102769671,0.10338567,0.105333628,0.111493613,0.130973196,0.192573045,,Sint Maarten,0.913265306,0.067726614,,Aruba,0.999098133,0.000901867,Uzbekistan,882535361,640.4860684,,
56.8796,24.6032,Latvia,248932,0.102967432,0.104011045,0.107311238,0.117747366,0.1507493,0.255110578,0.110099759,0.103246284,0.102560936,0.102492403,0.102485471,,,3.9193,-56.0278,Suriname,8309,0.104063595,0.102642668,0.102500575,0.102486363,0.102484958,,-11.2027,17.8739,Angola,64747,0.102760583,0.10335693,0.105242746,0.111206217,0.130064372,0.189699092,,Angola,0.906794425,0.028713798,,Guyana,0.998958207,0.001041793,Gabon,811923563,6984.168557,,
5,-58.75,Guyana,8079,0.102845385,0.103625097,0.106090765,0.11388789,0.138544564,0.216515813,0.103509735,0.102587282,0.102495037,0.102485813,0.102484787,,,25.0343,-77.3963,Bahamas,11037,0.103605575,0.102596866,0.102495994,0.102485895,0.102484787,,13.1939,-59.5432,Belize,7965,0.102750219,0.103324155,0.105139102,0.110878468,0.129027938,0.186421599,,Belize,0.8984375,0.089913377,,Guadeloupe,0.998012208,0.001987792,Guinea,784729094.9,33268.14884,,
16.25,-61.5833,Guadeloupe,29595,0.102869712,0.103702027,0.106334037,0.114657185,0.140977288,0.224208763,0.104578829,0.102694191,0.102505728,0.102486895,0.102484787,,,5,-58.75,Guyana,8079,0.103509735,0.102587282,0.102495037,0.102485813,0.102484787,,23.6345,-102.5528,Mexico,1334331,0.102719464,0.103226901,0.104831557,0.109905926,0.12595249,0.176696181,,Mexico,0.865060705,0.001660624,,Botswana,0.996954589,0.003045411,Kuwait,765623041.5,1251.756414,,
