Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,,Country,discharge rate,error,,Country,x,x1,Country,n,n1,,,,
44.0165,21.0059,Serbia,920852,0.102865272,0.103687986,0.106289638,0.114516781,0.140533292,0.222804725,0.114030813,0.103639389,0.102600255,0.102496394,0.102484787,,,39.0742,21.8243,Greece,931002,0.107521765,0.102988482,0.102535231,0.102490258,0.102484787,,-14.235,-51.9253,Brazil,14352484,0.102678853,0.103098477,0.104425445,0.108621687,0.121891366,0.163853777,,India,0.766310932,0.000751834,,Australia,0.999972566,2.74339E-05,S. Korea,20579429587,10695.22422,,,,
53.1424,-7.6921,Ireland,824712,0.102690638,0.103135746,0.1045433,0.108994377,0.123069919,0.167580684,0.108396384,0.103075945,0.102543906,0.102490904,0.102484787,,,9.145,40.4897,Ethiopia,869430,0.107395974,0.102975904,0.102533877,0.102490258,0.102484787,,50.8333,4,Belgium,2234172,0.102678756,0.103098171,0.104424477,0.108618626,0.121881688,0.163823174,,Jordan,0.76439514,0.032588484,,El Salvador,0.999972426,2.75744E-05,Afghanistan,20265877449,197945.6877,,,,
47.5162,14.5501,Austria,1160743,0.10270773,0.103189796,0.10471422,0.109534875,0.124779122,0.172985664,0.110080395,0.103244346,0.1025607,0.102492525,0.102484787,,,22,-80,Cuba,388194,0.106729324,0.102909239,0.102527212,0.102489113,0.102484787,,43,12,Italy,8509618,0.102678435,0.103097157,0.10442127,0.108608482,0.121849612,0.163721732,,Afghanistan,0.761948457,0.007288957,,Czechia,0.999970801,2.91993E-05,Jordan,20121992342,24840.09518,,,,
-33.8688,151.2093,Australia,6164296,0.102690196,0.103134349,0.104538881,0.108980404,0.123025732,0.167440959,0.118612106,0.104097522,0.102645984,0.102500262,0.102484787,,,55.1694,23.8813,Lithuania,634751,0.106708067,0.102907114,0.102526991,0.102488656,0.102484787,,41.6086,21.7453,North Macedonia,147002,0.102675484,0.103087823,0.104391755,0.108515147,0.121554461,0.162788386,,S. Korea,0.756535865,0.010220562,,India,0.999968121,3.18794E-05,India,20008394228,495.1762774,,,,
13.7942,-88.8965,El Salvador,310444,0.102645671,0.102993546,0.104093624,0.107572378,0.118573163,0.153360689,0.105319465,0.102768259,0.102513217,0.102487523,0.102484787,,,33.8547,35.8623,Lebanon,511468,0.106543471,0.102890658,0.102525364,0.102488656,0.102484787,,9.082,8.6753,Nigeria,398304,0.102675012,0.103086333,0.104387042,0.108500244,0.121507333,0.16263937,,Suriname,0.756449165,0.02281141,,Brazil,0.999965386,3.46138E-05,Nigeria,19849868576,49835.97598,,,,
49.8175,15.473,Czechia,891140,0.102664975,0.10305459,0.104286662,0.108182817,0.120503539,0.159465082,0.10786374,0.103022684,0.102538535,0.102490258,0.102484787,,,-1.8312,-78.1834,Ecuador,326552,0.106490526,0.102885359,0.102524854,0.102488656,0.102484787,,21,78,India,40406609,0.102674257,0.103083945,0.104379491,0.108476368,0.121431827,0.162400595,,Eswatini,0.744789357,0.021695526,,S. Korea,0.999964373,3.56267E-05,North Macedonia,19751883658,134364.7274,,,,
36,128,S. Korea,1924170,0.10267161,0.103075574,0.104353019,0.108392656,0.121167108,0.161563479,0.110679855,0.103304292,0.102566675,0.102492525,0.102484787,,,41.2044,74.7661,Kyrgyzstan,267718,0.106369393,0.102873247,0.102523645,0.102488656,0.102484787,,31.24,36.51,Jordan,810061,0.102673722,0.103082251,0.104374135,0.10845943,0.121378268,0.162231231,,Iraq,0.743121444,0.003062226,,Cameroon,0.999963347,3.66533E-05,Italy,19154371668,2250.908521,,,,
6,12,Cameroon,149000,0.102783963,0.103430865,0.105476548,0.111945567,0.132402399,0.197092582,0.106136697,0.102849978,0.102521311,0.102488406,0.102484787,,,9.082,8.6753,Nigeria,398304,0.106281222,0.102864429,0.102522694,0.102488656,0.102484787,,33,65,Afghanistan,102381,0.10267305,0.103080127,0.104367416,0.108438184,0.121311078,0.162018759,,Morocco,0.742939923,0.005960647,,Denmark,0.99995823,4.17701E-05,Belgium,19091070175,8545.031526,,,,
56.2639,9.5018,Denmark,2400103,0.102744514,0.103306114,0.105082052,0.110698061,0.128457441,0.184617528,0.11520901,0.103757207,0.102612048,0.102497619,0.102484787,,,6,12,Cameroon,149000,0.106136697,0.102849978,0.102521311,0.102488406,0.102484787,,36,128,S. Korea,1924170,0.10267161,0.103075574,0.104353019,0.108392656,0.121167108,0.161563479,,Colombia,0.734395263,0.001905996,,Lebanon,0.999956945,4.30545E-05,Brazil,19072033664,1328.831557,,,,
33.8547,35.8623,Lebanon,511468,0.10266425,0.1030523,0.104279421,0.108159919,0.12043113,0.159236112,0.106543471,0.102890658,0.102525364,0.102488656,0.102484787,,,42.7339,25.4858,Bulgaria,403213,0.105985528,0.10283486,0.102519821,0.102487523,0.102484787,,3.9193,-56.0278,Suriname,8309,0.102671588,0.103075503,0.104352794,0.108391943,0.121164851,0.161556344,,Czechia,0.728023574,0.009581858,,Bulgaria,0.999956652,4.33482E-05,Equatorial Guinea,18788552309,361707.8452,,,,
42.7339,25.4858,Bulgaria,403213,0.102659125,0.103036093,0.10422817,0.107997848,0.119918616,0.157615404,0.105985528,0.10283486,0.102519821,0.102487523,0.102484787,,,56.8796,24.6032,Latvia,248932,0.105954384,0.102831746,0.102519499,0.102488138,0.102484787,,-26.5225,31.4659,Eswatini,30007,0.102668693,0.10306635,0.104323852,0.108300419,0.120875431,0.160641107,,Portugal,0.727022699,0.006212643,,Paraguay,0.999955862,4.41377E-05,Venezuela,18076206606,10422.27526,,,,
-23.4425,-58.4438,Paraguay,185921,0.102645701,0.102993641,0.104093925,0.107573327,0.118576162,0.153370179,0.104678892,0.102704198,0.102506758,0.102486721,0.102484787,,,47.1625,19.5033,Hungary,417890,0.105952535,0.102831563,0.102519391,0.102487523,0.102484787,,33,44,Iraq,1567133,0.102668301,0.103065109,0.104319927,0.108288011,0.120836189,0.160517022,,Egypt,0.72390022,0.004761466,,Madagascar,0.999952653,4.73466E-05,Slovenia,17857826822,113406.7889,,,,
-18.7669,46.8691,Madagascar,57254,0.102798667,0.103477362,0.105623584,0.112410535,0.133872758,0.201742264,0.104859801,0.102722288,0.102508538,0.102487156,0.102484787,,,-0.0236,37.9062,Kenya,445722,0.10591414,0.102827722,0.102519065,0.102488656,0.102484787,,31.7917,-7.0926,Morocco,1890964,0.102668259,0.103064975,0.104319503,0.108286669,0.12083195,0.160503616,,Argentina,0.715832708,0.002379986,,North Macedonia,0.999951013,4.89872E-05,Israel,17074384384,7698.595709,,,,
41.6086,21.7453,North Macedonia,147002,0.102675484,0.103087823,0.104391755,0.108515147,0.121554461,0.162788386,0.104796878,0.102715998,0.102507919,0.102487156,0.102484787,,,18.7357,-70.1627,Dominican Republic,363807,0.105846757,0.102820977,0.102518404,0.102487523,0.102484787,,4.5709,-74.2973,Colombia,2685355,0.10266633,0.103058877,0.10430022,0.108225691,0.120639117,0.159893825,,Panama,0.71295313,0.005003372,,Senegal,0.999947981,5.20191E-05,Australia,17023708892,2761.663115,,,,
14.4974,-14.4524,Senegal,143852,0.102657568,0.10303117,0.104212602,0.107948616,0.119762933,0.157123077,0.104557099,0.10269202,0.102505531,0.102486721,0.102484787,,,15.7835,-90.2308,Guatemala,240745,0.105797687,0.102816078,0.102517899,0.102488138,0.102484787,,49.8175,15.473,Czechia,891140,0.102664975,0.10305459,0.104286662,0.108182817,0.120503539,0.159465082,,Croatia,0.712300984,0.015236209,,USA,0.999944937,5.50626E-05,Ireland,16950702910,20553.48159,,,,
60.472,8.4689,Norway,686202,0.102732391,0.103267781,0.104960831,0.110314726,0.127245229,0.180784179,0.108970898,0.103133401,0.102549641,0.102491488,0.102484787,,,8.538,-80.7821,Panama,326597,0.105687827,0.102805086,0.102516808,0.102487523,0.102484787,,39.3999,-8.2245,Portugal,1976482,0.102664768,0.103053936,0.104284594,0.108176275,0.120482853,0.159399663,,Dominican Republic,0.707549183,0.004966382,,Norway,0.999934091,6.59095E-05,Russia,16751124733,465.3090204,,,,
39.0742,21.8243,Greece,931002,0.102649867,0.103006816,0.104135588,0.107705077,0.118992793,0.154687701,0.107521765,0.102988482,0.102535231,0.102490258,0.102484787,,,-32.5228,-55.7658,Uruguay,171237,0.105592356,0.102795545,0.102515859,0.102487846,0.102484787,,33.8547,35.8623,Lebanon,511468,0.10266425,0.1030523,0.104279421,0.108159919,0.12043113,0.159236112,,Peru,0.698546373,0.001918197,,Greece,0.999929914,7.00863E-05,Honduras,15863049389,112413.0093,,,,
45.1,15.2,Croatia,165716,0.102661905,0.103044883,0.104255965,0.108085743,0.120196564,0.158494338,0.104764837,0.102712787,0.102507594,0.102487523,0.102484787,,,48.669,19.699,Slovakia,332393,0.105453336,0.102781645,0.102514504,0.102487523,0.102484787,,26,30,Egypt,135000,0.102664133,0.103051928,0.104278243,0.108156193,0.120419346,0.159198846,,Bulgaria,0.696176689,0.012090648,,Croatia,0.999929091,7.09088E-05,Guatemala,15755627529,65445.29494,,,,
2.5,112.5,Malaysia,1232927,0.102955223,0.103972438,0.107189151,0.117361292,0.149528427,0.251249839,0.119003249,0.104136633,0.102649963,0.102501315,0.102486721,,,13.7942,-88.8965,El Salvador,310444,0.105319465,0.102768259,0.102513217,0.102487523,0.102484787,,-38.4161,-63.6167,Argentina,1222359,0.102662562,0.10304696,0.104262535,0.108106521,0.120262268,0.158702119,,Mexico,0.691429276,0.002007149,,Malaysia,0.999924961,7.50393E-05,Japan,15530913196,10779.17333,,,,
41.1533,20.1683,Albania,56815,0.102645688,0.1029936,0.104093796,0.107572922,0.118574882,0.153366131,0.103697589,0.102606067,0.102496945,0.102486155,0.102484787,,,35.1264,33.4299,Cyprus,286736,0.105297654,0.102766072,0.102512953,0.102487523,0.102484787,,8.538,-80.7821,Panama,326597,0.102662025,0.103045262,0.104257164,0.108089536,0.120208561,0.158532278,,Moldova,0.690555983,0.008098163,,Albania,0.999924654,7.53459E-05,Cuba,15476868630,39868.90223,,,,
9.9456,-9.6966,Guinea,23588,0.102746619,0.103312772,0.105103104,0.110764633,0.12866796,0.18528325,0.103756438,0.102611952,0.102497509,0.102486067,0.102484787,,,3.9339,-53.1258,French Guiana,52668,0.105148546,0.102751163,0.102511425,0.102487436,0.102484787,,45.1,15.2,Croatia,165716,0.102661905,0.103044883,0.104255965,0.108085743,0.120196564,0.158494338,,Poland,0.687449992,0.006020051,,Guinea,0.999924427,7.55735E-05,Martinique,15350824845,1255485.797,,,,
3.9339,-53.1258,French Guiana,52668,0.102851834,0.103645491,0.106155256,0.114091828,0.139189474,0.218555199,0.105148546,0.102751163,0.102511425,0.102487436,0.102484787,,,15.2,-86.2419,Honduras,141114,0.105012566,0.102737565,0.102510046,0.102487156,0.102484787,,18.7357,-70.1627,Dominican Republic,363807,0.102661049,0.103042176,0.104247406,0.108058676,0.120110973,0.158223672,,Senegal,0.686162307,0.013370713,,French Guiana,0.999922972,7.70276E-05,Latvia,14853119274,59667.37613,,,,
-0.8037,11.6094,Gabon,116252,0.102706354,0.103185445,0.104700461,0.109491364,0.124641528,0.172550556,0.104873732,0.102723681,0.102508675,0.102487156,0.102484787,,,46.1512,14.9955,Slovenia,157467,0.105001467,0.102736456,0.102509972,0.102487156,0.102484787,,16.25,-61.5833,Guadeloupe,29595,0.102660873,0.10304162,0.104245647,0.108053113,0.120093379,0.158168046,,Hungary,0.663079908,0.02097893,,Gabon,0.999917811,8.21889E-05,Switzerland,14735403676,14722.38908,,,,
64,26,Finland,636019,0.102745814,0.103310226,0.105095054,0.110739176,0.128587456,0.185028677,0.109067728,0.103143082,0.102550615,0.102491203,0.102484787,,,47.4116,28.3699,Moldova,207925,0.104985858,0.102734898,0.102509785,0.102487523,0.102484787,,-9.19,-75.0152,Peru,3156679,0.102659512,0.103037316,0.104232037,0.108010079,0.119957291,0.157737701,,Maldives,0.649907627,0.018312689,,Finland,0.999913163,8.68371E-05,Gabon,14631310828,125858.573,,,,
3.2028,73.2207,Maldives,110249,0.102652879,0.103016339,0.104165703,0.10780031,0.119293942,0.15564002,0.104249741,0.102661282,0.102502411,0.102486721,0.102484787,,,-16.2902,-63.5887,Bolivia,239073,0.104966244,0.10273293,0.102509635,0.102487523,0.102484787,,21.694,-71.7979,Turks and Caicos,2367,0.102659416,0.103037011,0.104231072,0.108007027,0.119947639,0.157707178,,Lithuania,0.645649877,0.029993199,,Maldives,0.999907774,9.22261E-05,Ecuador,14617800594,44764.08227,,,,
-22.9576,18.4904,Namibia,58610,0.102648741,0.103003255,0.104124326,0.107669467,0.11888018,0.154331585,0.103739972,0.102610305,0.102497324,0.102486155,0.102484787,,,-22.3285,24.6849,Botswana,109547,0.104924114,0.102728721,0.102509179,0.102487156,0.102484787,,42.7339,25.4858,Bulgaria,403213,0.102659125,0.103036093,0.10422817,0.107997848,0.119918616,0.157615404,,Philippines,0.63388714,0.003487964,,Namibia,0.999901794,9.82059E-05,Austria,14451268284,12450.01545,,,,
21.0079,10.9408,Mauritania,69937,0.102770349,0.103387812,0.105340404,0.111515041,0.131040956,0.192787324,0.104872892,0.102723597,0.102508666,0.102487156,0.102484787,,,-0.8037,11.6094,Gabon,116252,0.104873732,0.102723681,0.102508675,0.102487156,0.102484787,,23.6345,-102.5528,Mexico,1334331,0.102658372,0.10303371,0.104220635,0.107974022,0.119843271,0.157377149,,Cyprus,0.630478759,0.041859109,,Mauritania,0.999900339,9.96607E-05,Iran,13433813360,4218.02717,,,,
47.1625,19.5033,Hungary,417890,0.102654422,0.103021222,0.104181142,0.107849132,0.119448339,0.156128243,0.105952535,0.102831563,0.102519391,0.102487523,0.102484787,,,21.0079,10.9408,Mauritania,69937,0.104872892,0.102723597,0.102508666,0.102487156,0.102484787,,47.4116,28.3699,Moldova,207925,0.102658236,0.103033282,0.10421928,0.107969737,0.119829717,0.157334271,,Slovakia,0.586673607,0.026545912,,Hungary,0.999876753,0.000123247,South Africa,13283771505,3636.430495,,,,
-13.254308,34.301525,Malawi,44296,0.102646675,0.102996722,0.104103667,0.107604137,0.11867359,0.15367829,0.103562237,0.102592531,0.102495557,0.102485754,0.102484787,,,-18.7669,46.8691,Madagascar,57254,0.104859801,0.102722288,0.102508538,0.102487156,0.102484787,,51.9194,19.1451,Poland,2660665,0.102657762,0.103031781,0.104214535,0.10795473,0.119782265,0.157184215,,Kenya,0.579688702,0.00897491,,Malawi,0.999873612,0.000126388,Botswana,13223775246,120713.2577,,,,
1.5,10,Equatorial Guinea,51944,0.102680311,0.103103089,0.10444003,0.10866781,0.122037221,0.164315015,0.103893974,0.102625705,0.10249887,0.102486155,0.102484787,,,41.6086,21.7453,North Macedonia,147002,0.104796878,0.102715998,0.102507919,0.102487156,0.102484787,,14.4974,-14.4524,Senegal,143852,0.102657568,0.10303117,0.104212602,0.107948616,0.119762933,0.157123077,,Malawi,0.568560058,0.022260819,,Equatorial Guinea,0.999858606,0.000141394,Kyrgyzstan,12743202838,47599.3502,,,,
22.3,114.2,Hong Kong,780415,0.102746946,0.103313807,0.105106377,0.110774983,0.128700687,0.185386746,0.109808437,0.103217152,0.10255804,0.102492025,0.102484787,,,45.1,15.2,Croatia,165716,0.104764837,0.102712787,0.102507594,0.102487523,0.102484787,,46.2276,2.2137,France,6175223,0.102657217,0.10303006,0.10420909,0.107937512,0.119727815,0.157012035,,R¨¦union,0.565189467,0.041957024,,Hong Kong,0.999854059,0.000145941,Uruguay,12736529421,74379.54076,,,,
6.6111,20.9394,CAR,31042,0.10265001,0.103007267,0.104137014,0.107709588,0.119007055,0.154732806,0.103405331,0.102576843,0.102493988,0.102485754,0.102484787,,,-23.4425,-58.4438,Paraguay,185921,0.104678892,0.102704198,0.102506758,0.102486721,0.102484787,,47.1625,19.5033,Hungary,417890,0.102654422,0.103021222,0.104181142,0.107849132,0.119448339,0.156128243,,USA,0.55526237,0.0006704,,CAR,0.999851359,0.000148641,Belize,11738707468,1473786.248,,,,
-26.5225,31.4659,Eswatini,30007,0.102668693,0.10306635,0.104323852,0.108300419,0.120875431,0.160641107,0.103492202,0.102585528,0.102494862,0.102485754,0.102484787,,,26,30,Egypt,135000,0.104568594,0.102693172,0.102505621,0.102486721,0.102484787,,3.2028,73.2207,Maldives,110249,0.102652879,0.103016339,0.104165703,0.10780031,0.119293942,0.15564002,,Trinidad and Tobago,0.543465046,0.041016508,,Eswatini,0.999845099,0.000154901,Norway,11715969770,17073.64562,,,,
3.9193,-56.0278,Suriname,8309,0.102671588,0.103075503,0.104352794,0.108391943,0.121164851,0.161556344,0.103023246,0.102538633,0.102490172,0.102485379,0.102484787,,,14.4974,-14.4524,Senegal,143852,0.104557099,0.10269202,0.102505531,0.102486721,0.102484787,,55.1694,23.8813,Lithuania,634751,0.102652416,0.103014876,0.104161074,0.107785671,0.119247652,0.155493625,,Paraguay,0.541485541,0.013218644,,Suriname,0.999823325,0.000176675,Canada,11025581962,2040.92443,,,,
22,-80,Cuba,388194,0.102700217,0.103166036,0.104639086,0.109297278,0.124027777,0.170609701,0.106729324,0.102909239,0.102527212,0.102489113,0.102484787,,,9.7489,-83.7534,Costa Rica,146047,0.104465705,0.102682875,0.102504609,0.102486721,0.102484787,,9.145,40.4897,Ethiopia,869430,0.102651346,0.103011494,0.104150381,0.107751858,0.119140723,0.155155492,,Albania,0.541006574,0.017289141,,Cuba,0.99982202,0.00017798,Denmark,10647860670,4436.418216,,,,
48.669,19.699,Slovakia,332393,0.102647611,0.102999682,0.104113026,0.107633731,0.118767177,0.153974233,0.105453336,0.102781645,0.102514504,0.102487523,0.102484787,,,34,9,Tunisia,139527,0.104397805,0.10267609,0.102503937,0.102486721,0.102484787,,13,122,Philippines,2515352,0.102651224,0.103011107,0.104149156,0.107747984,0.119128476,0.155116756,,El Salvador,0.540353213,0.010423819,,Slovakia,0.999818175,0.000181825,Finland,10542051877,16575.0581,,,,
34,9,Tunisia,139527,0.10264674,0.102996929,0.104104321,0.107606202,0.118680127,0.153698944,0.104397805,0.10267609,0.102503937,0.102486721,0.102484787,,,33,65,Afghanistan,102381,0.104389697,0.102675277,0.102503839,0.102486721,0.102484787,,25.0343,-77.3963,Bahamas,11037,0.102651208,0.103011057,0.104148999,0.107747488,0.119126907,0.155111787,,Guyana,0.537162162,0.04838011,,Tunisia,0.999804434,0.000195566,Guinea,10477326032,444180.3473,,,,
15,101,Thailand,749213,0.10285427,0.103653196,0.106179621,0.114168879,0.139433129,0.219325705,0.112598197,0.103496128,0.102585915,0.102494839,0.102486721,,,3.2028,73.2207,Maldives,110249,0.104249741,0.102661282,0.102502411,0.102486721,0.102484787,,35.1264,33.4299,Cyprus,286736,0.102650902,0.103010088,0.104145934,0.107737796,0.119096263,0.155014877,,Bolivia,0.479979722,0.004937085,,Thailand,0.999795204,0.000204796,Hong Kong,10451182945,13391.82736,,,,
-12.8275,45.1662,Mayotte,13000,0.102749609,0.103322229,0.10513301,0.110859203,0.128967018,0.186228952,0.103439617,0.10258027,0.102494338,0.102485754,0.102484787,,,1.5,10,Equatorial Guinea,51944,0.103893974,0.102625705,0.10249887,0.102486155,0.102484787,,18.0708,-63.0501,Saint Martin,2756,0.102650775,0.103009687,0.104144667,0.10773379,0.119083585,0.154974815,,Ukraine,0.479902204,0.004882542,,Mayotte,0.99978838,0.00021162,Germany,10443187686,931.7543626,,,,
55.1694,23.8813,Lithuania,634751,0.102652416,0.103014876,0.104161074,0.107785671,0.119247652,0.155493625,0.106708067,0.102907114,0.102526991,0.102488656,0.102484787,,,-11.2027,17.8739,Angola,64747,0.103797499,0.102616061,0.102497907,0.102486155,0.102484787,,6.6111,20.9394,CAR,31042,0.10265001,0.103007267,0.104137014,0.107709588,0.119007055,0.154732806,,Jamaica,0.441571358,0.03698839,,Lithuania,0.999753943,0.000246057,Mayotte,10242025874,787848.1442,,,,
46.1512,14.9955,Slovenia,157467,0.102685342,0.103118997,0.104490336,0.108826889,0.122540275,0.165905805,0.105001467,0.102736456,0.102509972,0.102487156,0.102484787,,,9.9456,-9.6966,Guinea,23588,0.103756438,0.102611952,0.102497509,0.102486067,0.102484787,,39.0742,21.8243,Greece,931002,0.102649867,0.103006816,0.104135588,0.107705077,0.118992793,0.154687701,,Romania,0.435590041,0.005657006,,Slovenia,0.999753509,0.000246491,Kuwait,9851974564,16107.49897,,,,
-11.2027,17.8739,Angola,64747,0.102647927,0.10300068,0.104116184,0.107643719,0.118798762,0.154074101,0.103797499,0.102616061,0.102497907,0.102486155,0.102484787,,,-22.9576,18.4904,Namibia,58610,0.103739972,0.102610305,0.102497324,0.102486155,0.102484787,,12.5186,-70.0358,Aruba,20869,0.102649378,0.10300527,0.1041307,0.107689621,0.118943911,0.154533106,,Tunisia,0.430011198,0.027678043,,Angola,0.999726162,0.000273838,New Zealand,9329870317,12426.43967,,,,
25.0343,-77.3963,Bahamas,11037,0.102651208,0.103011057,0.104148999,0.107747488,0.119126907,0.155111787,0.103037671,0.102540075,0.102490322,0.102485271,0.102484787,,,18.1096,-77.2975,Jamaica,56494,0.103698399,0.102606148,0.102496945,0.102486155,0.102484787,,-22.9576,18.4904,Namibia,58610,0.102648741,0.103003255,0.104124326,0.107669467,0.11888018,0.154331585,,Angola,0.408075265,0.032508972,,Bahamas,0.999672796,0.000327204,Kazakhstan,9297736742,3819.244452,,,,
18.1096,-77.2975,Jamaica,56494,0.102646252,0.102995385,0.104099439,0.107590764,0.118631299,0.153544545,0.103698399,0.102606148,0.102496945,0.102486155,0.102484787,,,41.1533,20.1683,Albania,56815,0.103697589,0.102606067,0.102496945,0.102486155,0.102484787,,9.7489,-83.7534,Costa Rica,146047,0.102648703,0.103003134,0.104123943,0.107668253,0.118876337,0.154319444,,Sint Maarten,0.403153153,0.07758013,,Jamaica,0.999652616,0.000347384,Turkey,9224775886,1329.776397,,,,
12.5186,-70.0358,Aruba,20869,0.102649378,0.10300527,0.1041307,0.107689621,0.118943911,0.154533106,0.103236683,0.102559978,0.10249231,0.102485471,0.102484787,,,-13.254308,34.301525,Malawi,44296,0.103562237,0.102592531,0.102495557,0.102485754,0.102484787,,18.0425,-63.0548,Sint Maarten,2281,0.102648241,0.103001675,0.104119331,0.107653668,0.118830228,0.154173608,,Costa Rica,0.39640797,0.008205839,,Aruba,0.999646282,0.000353718,Mauritania,8808360907,125947.0796,,,,
31.24,36.51,Jordan,810061,0.102673722,0.103082251,0.104374135,0.10845943,0.121378268,0.162231231,0.107862169,0.103022531,0.102538535,0.102490258,0.102484787,,,-26.5225,31.4659,Eswatini,30007,0.103492202,0.102585528,0.102494862,0.102485754,0.102484787,,-11.2027,17.8739,Angola,64747,0.102647927,0.10300068,0.104116184,0.107643719,0.118798762,0.154074101,,Namibia,0.395868465,0.019374312,,Jordan,0.999630956,0.000369044,Saudi Arabia,8329936401,1657.327083,,,,
-40.9006,174.886,New Zealand,750808,0.102762253,0.103362211,0.105259446,0.111259031,0.130231382,0.190227224,0.110087597,0.103245067,0.102560823,0.102492525,0.102484787,,,-21.1351,55.2471,R¨¦union,35419,0.103447361,0.102581043,0.102494411,0.102485754,0.102484787,,48.669,19.699,Slovakia,332393,0.102647611,0.102999682,0.104113026,0.107633731,0.118767177,0.153974233,,Aruba,0.387341772,0.036615643,,New Zealand,0.99959594,0.00040406,Cameroon,8024928127,53858.57803,,,,
10.6918,-61.2225,Trinidad and Tobago,23429,0.102645755,0.102993813,0.10409447,0.10757505,0.118581616,0.15338742,0.10326393,0.102562703,0.102492585,0.102485754,0.102484787,,,16.25,-61.5833,Guadeloupe,29595,0.103442717,0.10258058,0.102494362,0.102485754,0.102484787,,-0.0236,37.9062,Kenya,445722,0.102647222,0.102998452,0.104109139,0.107621439,0.118728307,0.153851312,,Greece,0.381276937,0.016251584,,Trinidad and Tobago,0.9995753,0.0004247,Madagascar,7290688433,127339.3725,,,,
-22.3285,24.6849,Botswana,109547,0.102717848,0.103221791,0.104815398,0.109854826,0.125790895,0.176185175,0.104924114,0.102728721,0.102509179,0.102487156,0.102484787,,,-12.8275,45.1662,Mayotte,13000,0.103439617,0.10258027,0.102494338,0.102485754,0.102484787,,34,9,Tunisia,139527,0.10264674,0.102996929,0.104104321,0.107606202,0.118680127,0.153698944,,CAR,0.379574468,0.023654171,,Botswana,0.999572178,0.000427822,Uzbekistan,7138404385,5180.583987,,,,
-32.5228,-55.7658,Uruguay,171237,0.102722264,0.103235756,0.104859559,0.109994476,0.12623251,0.177581675,0.105592356,0.102795545,0.102515859,0.102487846,0.102484787,,,6.6111,20.9394,CAR,31042,0.103405331,0.102576843,0.102493988,0.102485754,0.102484787,,-13.254308,34.301525,Malawi,44296,0.102646675,0.102996722,0.104103667,0.107604137,0.11867359,0.15367829,,Saint Martin,0.370892019,0.109964508,,Uruguay,0.999555004,0.000444996,Chile,6863075469,2901.010997,,,,
-21.1351,55.2471,R¨¦union,35419,0.102646526,0.102996252,0.104102182,0.107599439,0.118658738,0.1536313,0.103447361,0.102581043,0.102494411,0.102485754,0.102484787,,,10.6918,-61.2225,Trinidad and Tobago,23429,0.10326393,0.102562703,0.102492585,0.102485754,0.102484787,,-21.1351,55.2471,R¨¦union,35419,0.102646526,0.102996252,0.104102182,0.107599439,0.118658738,0.1536313,,Bahamas,0.366276347,0.034831952,,R¨¦union,0.999551287,0.000448713,Oman,6643378619,21484.86676,,,,
35.1264,33.4299,Cyprus,286736,0.102650902,0.103010088,0.104145934,0.107737796,0.119096263,0.155014877,0.105297654,0.102766072,0.102512953,0.102487523,0.102484787,,,14.6415,-61.0242,Martinique,12227,0.10324117,0.102560425,0.102492357,0.102485552,0.102484787,,45.9432,24.9668,Romania,1780963,0.102646493,0.102996147,0.10410185,0.107598387,0.118655413,0.153620792,,Ethiopia,0.364844726,0.007220878,,Cyprus,0.999528888,0.000471112,Bahrain,6363769060,5809.682236,,,,
56.8796,24.6032,Latvia,248932,0.102704694,0.103180193,0.104683855,0.109438851,0.124475468,0.172025425,0.105954384,0.102831746,0.102519499,0.102488138,0.102484787,,,12.5186,-70.0358,Aruba,20869,0.103236683,0.102559978,0.10249231,0.102485471,0.102484787,,18.1096,-77.2975,Jamaica,56494,0.102646252,0.102995385,0.104099439,0.107590764,0.118631299,0.153544545,,France,0.316211059,0.002977316,,Latvia,0.999494076,0.000505924,China,6041931833,66.82813663,,,,
5,-58.75,Guyana,8079,0.102645591,0.102993293,0.104092824,0.107569846,0.118565152,0.153335377,0.102941849,0.102530494,0.102489349,0.102485271,0.102484787,,,13.1939,-59.5432,Belize,7965,0.103182907,0.102554599,0.102491766,0.102485512,0.102484787,,37.0902,-95.7129,USA,81102397,0.102646134,0.102995012,0.104098262,0.107587041,0.118619525,0.153507328,,Turks and Caicos,0.302040816,0.069171715,,Guyana,0.999409851,0.000590149,Antigua and Barbuda,5626950827,3001040.441,,,,
16.25,-61.5833,Guadeloupe,29595,0.102660873,0.10304162,0.104245647,0.108053113,0.120093379,0.158168046,0.103442717,0.10258058,0.102494362,0.102485754,0.102484787,,,25.0343,-77.3963,Bahamas,11037,0.103037671,0.102540075,0.102490322,0.102485271,0.102484787,,10.6918,-61.2225,Trinidad and Tobago,23429,0.102645755,0.102993813,0.10409447,0.10757505,0.118581616,0.15338742,,Guadeloupe,0.293449782,0.044936547,,Guadeloupe,0.999389739,0.000610261,Pakistan,5396746330,2090.388806,,,,
