Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,,Lat,Long,Country,Tests,confidence(E-5),confidence(E-6),confidence(E-7),confidence(E-8),confidence(E-9),,Lat,Long,Country,Tests,E+3,E+4,E+5,E+6,E+7,E+8,,Country,ICU-case rates,error,,Country,x,x1,Country,n,n1,,,,,,,,,,,,,,,,
41.2044,74.7661,Kyrgyzstan,267718,0.105865905,0.113176822,0.136295972,0.209405141,0.440596633,1.171688324,0.157806953,0.108017057,0.103038014,0.10254011,0.10249032,,,31.24,36.51,Jordan,810061,0.159626829,0.108198998,0.103056208,0.10254193,0.102490499,,47.1625,19.5033,Hungary,417890,0.104640917,0.109303067,0.124046083,0.170667591,0.318097745,0.784312829,,Dominican Republic,0.002552711,0.000556711,,Costa Rica,0.999981871,1.81293E-05,Dominican Republic,284485381.1,781.9678596,,,,,,,,,,,,,,,,
46.8182,8.2275,Switzerland,1000884,0.106251885,0.114397397,0.140155766,0.221610882,0.479194576,1.293745736,0.221663524,0.11440284,0.103676592,0.102603968,0.102496706,,,-0.8037,11.6094,Gabon,116252,0.158687237,0.108105342,0.103046843,0.102540993,0.102490408,,3.9339,-53.1258,French Guiana,52668,0.104598077,0.109167597,0.123617689,0.169312891,0.313813809,0.770765831,,Peru,0.002494974,0.000213409,,Afghanistan,0.999980664,1.93356E-05,Peru,278067027.1,88.08847116,,,,,,,,,,,,,,,,
41.3775,64.5853,Uzbekistan,1377915,0.103890718,0.106930731,0.116544095,0.146944223,0.243077867,0.547079144,0.154673329,0.107703643,0.103006673,0.102536976,0.102489996,,,41.2044,74.7661,Kyrgyzstan,267718,0.157806953,0.108017057,0.103038014,0.10254011,0.10249032,,48.3794,31.1656,Ukraine,1516712,0.104525529,0.108938179,0.122892205,0.16701871,0.30655897,0.747824018,,Eswatini,0.002489251,0.00258249,,Moldova,0.999979964,2.00359E-05,Eswatini,277430776,9245.53524,,,,,,,,,,,,,,,,
9.7489,-83.7534,Costa Rica,146047,0.10386506,0.106849593,0.116287514,0.146132843,0.240512058,0.538965344,0.11916537,0.104152846,0.102651593,0.102501468,0.102486454,,,41.3775,64.5853,Uzbekistan,1377915,0.154673329,0.107703643,0.103006673,0.102536976,0.102489996,,3.2028,73.2207,Maldives,110249,0.104497542,0.108849676,0.122612333,0.166133675,0.303760245,0.738973672,,Chile,0.002416664,0.000260628,,Kenya,0.999978683,2.13174E-05,Chile,269360448.5,113.8582297,,,,,,,,,,,,,,,,
33,65,Afghanistan,102381,0.105246249,0.111217298,0.130099411,0.189809895,0.378631025,0.975735865,0.130426229,0.105278943,0.102764203,0.102512729,0.102487581,,,36,138,Japan,1440826,0.153805157,0.107616825,0.102997991,0.102536109,0.102489905,,31.24,36.51,Jordan,810061,0.104492478,0.108833664,0.122561698,0.165973554,0.303253896,0.737372455,,Russia,0.002375245,0.000165378,,Serbia,0.999976884,2.31157E-05,Russia,264754912.8,7.354303133,,,,,,,,,,,,,,,,
47.4116,28.3699,Moldova,207925,0.103119199,0.104490974,0.108828906,0.122546652,0.165925975,0.30310344,0.111632756,0.103399584,0.102576267,0.102493925,0.102485754,,,-16.2902,-63.5887,Bolivia,239073,0.151200458,0.10735639,0.102971947,0.102533503,0.102489659,,46.2276,2.2137,France,6175223,0.104491096,0.108829293,0.122547876,0.165929844,0.303115673,0.736935356,,Namibia,0.00227047,0.001935403,,Ireland,0.99997384,2.616E-05,Namibia,253102722.5,4318.422156,,,,,,,,,,,,,,,,
-0.0236,37.9062,Kenya,445722,0.104689422,0.109456454,0.124531135,0.172201461,0.322948268,0.799651528,0.149029322,0.107139249,0.102950233,0.102531332,0.102489438,,,55.1694,23.8813,Lithuania,634751,0.149928343,0.107229147,0.102959223,0.10253223,0.102489538,,6,12,Cameroon,149000,0.104489861,0.108825389,0.122535531,0.165890807,0.302992227,0.736544984,,Brazil,0.002232141,8.17202E-05,,Austria,0.999973164,2.6836E-05,Brazil,248839549.8,17.337734,,,,,,,,,,,,,,,,
44.0165,21.0059,Serbia,920852,0.104702874,0.109498993,0.124665655,0.17262685,0.324293466,0.803905418,0.169793836,0.109215704,0.103157879,0.102552096,0.102491514,,,-0.0236,37.9062,Kenya,445722,0.149029322,0.107139249,0.102950233,0.102531332,0.102489438,,8.538,-80.7821,Panama,326597,0.104411561,0.108577782,0.121752528,0.163414735,0.295162199,0.711784263,,Pakistan,0.002220777,0.0002928,,Australia,0.999971908,2.80918E-05,Pakistan,247575505.7,95.89649657,,,,,,,,,,,,,,,,
53.1424,-7.6921,Ireland,824712,0.10837054,0.121097171,0.161342315,0.288608632,0.691060063,1.963723233,0.271510654,0.11938889,0.104175199,0.102653828,0.102501691,,,56.8796,24.6032,Latvia,248932,0.148930547,0.107129389,0.102949247,0.102531233,0.102489432,,21,57,Oman,309212,0.104369159,0.108443694,0.121328505,0.162073856,0.290921967,0.698375472,,Kazakhstan,0.002124285,0.000477875,,El Salvador,0.999971652,2.83479E-05,Kazakhstan,236841312.4,97.28764038,,,,,,,,,,,,,,,,
47.5162,14.5501,Austria,1160743,0.104857968,0.109989445,0.1262166,0.17753137,0.33980292,0.852950618,0.183338312,0.110570159,0.103293324,0.102565641,0.102492872,,,26,30,Egypt,135000,0.146891693,0.106925548,0.102928863,0.102529195,0.102489228,,55.1694,23.8813,Lithuania,634751,0.104367896,0.108439702,0.12131588,0.162033932,0.290795719,0.697976239,,Albania,0.002110173,0.001645456,,Czechia,0.999970289,2.9711E-05,Albania,235271274.4,4141.006326,,,,,,,,,,,,,,,,
-33.8688,151.2093,Australia,6164296,0.104765822,0.109698054,0.125295141,0.174617461,0.330588329,0.823811523,0.281575791,0.120393923,0.104275701,0.102663879,0.1025027,,,47.1625,19.5033,Hungary,417890,0.14656116,0.106892431,0.102925551,0.102528864,0.102489193,,-32.5228,-55.7658,Uruguay,171237,0.104294904,0.10820888,0.120585959,0.15972572,0.28349651,0.674894114,,Jamaica,0.002008032,0.003628991,,India,0.999968687,3.13132E-05,Jamaica,223906052.9,3963.359878,,,,,,,,,,,,,,,,
13.7942,-88.8965,El Salvador,310444,0.103250904,0.10490746,0.110145952,0.126711519,0.179096441,0.344752109,0.115983317,0.10383464,0.102619772,0.102498285,0.102486155,,,45.9432,24.9668,Romania,1780963,0.146466624,0.106882971,0.102924605,0.102528771,0.102489219,,6.4238,-66.5897,Venezuela,1734382,0.104290101,0.10819369,0.120537922,0.159573813,0.28301614,0.673375052,,Venezuela,0.001976421,0.000714524,,Brazil,0.999966459,3.35411E-05,Venezuela,220388198.8,127.0701603,,,,,,,,,,,,,,,,
49.8175,15.473,Czechia,891140,0.104667053,0.109385719,0.12430745,0.171494106,0.320711416,0.792577981,0.167629731,0.108999292,0.103136238,0.102549932,0.102491302,,,22,-80,Cuba,388194,0.146241166,0.106860433,0.102922352,0.102528543,0.102489163,,18.1096,-77.2975,Jamaica,56494,0.104275863,0.108148665,0.120395543,0.15912357,0.281592344,0.668872612,,Uruguay,0.001965924,0.004201369,,S. Korea,0.999963785,3.62148E-05,Uruguay,219220009.6,1280.214028,,,,,,,,,,,,,,,,
36,128,S. Korea,1924170,0.103821173,0.106710811,0.115848648,0.144745026,0.236123396,0.525087175,0.161105847,0.108346894,0.103070998,0.102543409,0.10249063,,,32,53,Iran,3184857,0.146227959,0.106859104,0.102922221,0.102528558,0.102489113,,41.1533,20.1683,Albania,56815,0.104232067,0.108010171,0.119957584,0.157738623,0.27721276,0.655023152,,Lithuania,0.001816201,0.002893107,,Cameroon,0.99996255,3.74501E-05,Lithuania,202554683.6,319.1088847,,,,,,,,,,,,,,,,
6,12,Cameroon,149000,0.104489861,0.108825389,0.122535531,0.165890807,0.302992227,0.736544984,0.126959839,0.104932295,0.102729538,0.102509262,0.102487235,,,1.5,10,Equatorial Guinea,51944,0.142763192,0.106512921,0.102887601,0.102525068,0.102488815,,48.0196,66.9237,Kazakhstan,2434444,0.104226266,0.107991826,0.119899574,0.157555179,0.276632658,0.653188708,,Oman,0.001813763,0.000490796,,Denmark,0.999956628,4.33722E-05,Oman,202283358.7,654.1898721,,,,,,,,,,,,,,,,
56.2639,9.5018,Denmark,2400103,0.107580656,0.11859934,0.153443477,0.263630312,0.612071682,1.713940041,0.352135718,0.127451138,0.104981423,0.102734451,0.102509754,,,39.0742,21.8243,Greece,931002,0.142752702,0.106511579,0.102887466,0.102525054,0.102488804,,30.3753,69.3451,Pakistan,2581695,0.104188095,0.107871119,0.119517864,0.156348106,0.272815558,0.641117979,,Panama,0.001734673,0.000466362,,Lebanon,0.999956534,4.34658E-05,Panama,193477998.5,592.405927,,,,,,,,,,,,,,,,
33.8547,35.8623,Lebanon,511468,0.10355496,0.105868973,0.113186522,0.136326644,0.209502134,0.440903352,0.126687464,0.104905055,0.102726814,0.102508987,0.102487205,,,-38.4161,-63.6167,Argentina,1222359,0.140119651,0.106248274,0.102861136,0.102522422,0.102488533,,-14.235,-51.9253,Brazil,14352484,0.104183763,0.107857421,0.119474547,0.156211126,0.27238239,0.639748182,,Cameroon,0.001601623,0.000987815,,Paraguay,0.999955075,4.49252E-05,Cameroon,178661880.1,1199.073021,,,,,,,,,,,,,,,,
42.7339,25.4858,Bulgaria,403213,0.103767832,0.106542132,0.115315239,0.143058237,0.230789303,0.508219291,0.128248545,0.105061163,0.102742425,0.10251055,0.102487346,,,46.1512,14.9955,Slovenia,157467,0.139473017,0.106183631,0.102854671,0.102521775,0.102488486,,-22.9576,18.4904,Namibia,58610,0.104169394,0.107811982,0.119330856,0.155756733,0.270945473,0.635204251,,France,0.001599649,0.000271827,,Bulgaria,0.999954977,4.50228E-05,France,178442087.3,28.89646046,,,,,,,,,,,,,,,,
-23.4425,-58.4438,Paraguay,185921,0.10363607,0.106125463,0.113997616,0.138891548,0.217613074,0.466552395,0.118182857,0.104054594,0.102641768,0.102500486,0.102486354,,,23.6345,-102.5528,Mexico,1334331,0.139455752,0.106181884,0.102854496,0.102521757,0.102488533,,60,90,Russia,36000000,0.104131906,0.107693435,0.118955978,0.154571267,0.267196698,0.623349583,,Jordan,0.001597444,0.003415572,,Madagascar,0.999952041,4.79593E-05,Jordan,178196466.4,219.9790712,,,,,,,,,,,,,,,,
-18.7669,46.8691,Madagascar,57254,0.103871179,0.106868945,0.116348712,0.146326367,0.241124035,0.540900583,0.112975116,0.10353382,0.10258969,0.102495277,0.102485841,,,8.538,-80.7821,Panama,326597,0.137305439,0.105966856,0.102832994,0.102519608,0.102488266,,-35.6751,-71.543,Chile,2365753,0.104117764,0.107648714,0.118814559,0.15412406,0.265782507,0.61887752,,Maldives,0.001589404,0.001575881,,North Macedonia,0.999948892,5.1108E-05,Maldives,177301006.9,1608.186985,,,,,,,,,,,,,,,,
41.6086,21.7453,North Macedonia,147002,0.107902731,0.11961783,0.156664227,0.27381522,0.644279188,1.815789117,0.168174314,0.109054163,0.103141725,0.102550481,0.102491356,,,15.2,-86.2419,Honduras,141114,0.136391362,0.105875461,0.102823854,0.102518694,0.102488178,,-26.5225,31.4659,Eswatini,30007,0.104093838,0.107573052,0.118575295,0.15336744,0.263389863,0.611311313,,Ukraine,0.001546041,0.000388891,,Senegal,0.999946872,5.31275E-05,Ukraine,172471203,113.7138778,,,,,,,,,,,,,,,,
14.4974,-14.4524,Senegal,143852,0.103907085,0.106982488,0.116707765,0.147461793,0.244714567,0.552254844,0.119543588,0.104190668,0.102655375,0.102501846,0.102486497,,,-22.3285,24.6849,Botswana,109547,0.136344794,0.105870815,0.10282339,0.102518647,0.102488173,,-9.19,-75.0152,Peru,3156679,0.104091996,0.107567228,0.118556876,0.153309194,0.263205673,0.610728854,,French Guiana,0.001441561,0.00137049,,USA,0.999946606,5.33936E-05,French Guiana,160832606.5,3053.706358,,,,,,,,,,,,,,,,
60.472,8.4689,Norway,686202,0.110638328,0.128268546,0.184020193,0.360322379,0.917838844,2.680860706,0.316070513,0.123850424,0.104621358,0.102698444,0.102506153,,,21,57,Oman,309212,0.135620381,0.10579835,0.102816143,0.102517923,0.102488102,,18.7357,-70.1627,Dominican Republic,363807,0.104073762,0.107509568,0.118374539,0.152732593,0.261382303,0.604962851,,Hungary,0.001384768,0.001832515,,Norway,0.999932414,6.75864E-05,Hungary,154504968.2,369.7264069,,,,,,,,,,,,,,,,
39.0742,21.8243,Greece,931002,0.103804513,0.106658128,0.115682049,0.144218194,0.234457407,0.519818856,0.142752702,0.106511579,0.102887466,0.102525054,0.102488804,,,22.3,114.2,Hong Kong,780415,0.134586046,0.105694913,0.102805799,0.102516888,0.102487995,,4.5709,-74.2973,Colombia,2685355,0.104068308,0.10749232,0.118319998,0.152560121,0.260836896,0.603238124,,Poland,0.001354992,0.000487177,,Greece,0.999928043,7.19571E-05,Poland,151187306.1,56.82312732,,,,,,,,,,,,,,,,
45.1,15.2,Croatia,165716,0.104763207,0.109689784,0.125268989,0.174534759,0.330326804,0.822984508,0.131815055,0.10541782,0.10277809,0.102514117,0.102487721,,,21.0079,10.9408,Mauritania,69937,0.134541281,0.105690488,0.102805357,0.102516844,0.102487993,,21,78,India,40406609,0.104067491,0.107489737,0.118311829,0.152534289,0.26075521,0.60297981,,Czechia,0.001351751,0.00080678,,Croatia,0.999927754,7.22464E-05,Czechia,150826112.4,169.250749,,,,,,,,,,,,,,,,
2.5,112.5,Malaysia,1232927,0.105203794,0.111083044,0.129674861,0.188467352,0.374385531,0.962310436,0.197957459,0.112032093,0.103439518,0.10258026,0.102494331,,,18.7357,-70.1627,Dominican Republic,363807,0.132792463,0.105515556,0.102787864,0.102515095,0.102487817,,9.9456,-9.6966,Guinea,23588,0.104055982,0.107453341,0.118196733,0.152170324,0.259604252,0.59934016,,Kenya,0.001324424,0.000672178,,Malaysia,0.999923942,7.60575E-05,Kenya,147780993.3,331.5541824,,,,,,,,,,,,,,,,
41.1533,20.1683,Albania,56815,0.104232067,0.108010171,0.119957584,0.157738623,0.27721276,0.655023152,0.115655035,0.103801813,0.10261649,0.102497957,0.102486103,,,45.1,15.2,Croatia,165716,0.131815055,0.10541782,0.10277809,0.102514117,0.102487721,,33,44,Iraq,1567133,0.104051729,0.107439892,0.118154205,0.152035839,0.25917897,0.597995303,,Serbia,0.001308387,0.000696995,,Guinea,0.999923942,7.60575E-05,Serbia,145993914.9,158.542214,,,,,,,,,,,,,,,,
9.9456,-9.6966,Guinea,23588,0.104055982,0.107453341,0.118196733,0.152170324,0.259604252,0.59934016,0.110115683,0.103247877,0.102561096,0.102492418,0.102485549,,,9.145,40.4897,Ethiopia,869430,0.131400385,0.105376347,0.102773943,0.102513699,0.102487689,,37.0902,-95.7129,USA,81102397,0.104032138,0.107377941,0.117958299,0.151416328,0.257219907,0.591800199,,Cuba,0.001305142,0.00208008,,French Guiana,0.999922478,7.7522E-05,Cuba,145632354,375.1535417,,,,,,,,,,,,,,,,
3.9339,-53.1258,French Guiana,52668,0.104598077,0.109167597,0.123617689,0.169312891,0.313813809,0.770765831,0.117821509,0.104018462,0.102638154,0.102500124,0.102486321,,,-40.9006,174.886,New Zealand,750808,0.131273358,0.105363644,0.102772673,0.102513577,0.102487689,,48.669,19.699,Slovakia,332393,0.103978957,0.107209768,0.117426489,0.149734599,0.251901812,0.574982906,,R¨¦union,0.001289491,0.003532072,,Albania,0.999922358,7.76423E-05,R¨¦union,143888134.5,4062.456153,,,,,,,,,,,,,,,,
-0.8037,11.6094,Gabon,116252,0.107697395,0.118968499,0.154610863,0.267321912,0.623745544,1.750856034,0.158687237,0.108105342,0.103046843,0.102540993,0.102490408,,,33,65,Afghanistan,102381,0.130426229,0.105278943,0.102764203,0.102512729,0.102487581,,10.6918,-61.2225,Trinidad and Tobago,23429,0.103932915,0.10706417,0.116966068,0.148278619,0.247297598,0.560423105,,Croatia,0.001239926,0.001229679,,Gabon,0.999917297,8.27033E-05,Croatia,138364230.3,834.9479248,,,,,,,,,,,,,,,,
64,26,Finland,636019,0.109526048,0.124751208,0.172897392,0.325148994,0.806610835,2.32912686,0.280061272,0.120245701,0.104260882,0.102662396,0.102502548,,,48.669,19.699,Slovakia,332393,0.129725973,0.105208907,0.102757199,0.102512028,0.102487512,,14.4974,-14.4524,Senegal,143852,0.103907085,0.106982488,0.116707765,0.147461793,0.244714567,0.552254844,,Australia,0.00123708,0.00075046,,Finland,0.999909398,9.06024E-05,Australia,138047132.5,22.39463071,,,,,,,,,,,,,,,,
3.2028,73.2207,Maldives,110249,0.104497542,0.108849676,0.122612333,0.166133675,0.303760245,0.738973672,0.123618614,0.104598172,0.102696126,0.102505921,0.102486902,,,42.7339,25.4858,Bulgaria,403213,0.128248545,0.105061163,0.102742425,0.10251055,0.102487346,,41.3775,64.5853,Uzbekistan,1377915,0.103890718,0.106930731,0.116544095,0.146944223,0.243077867,0.547079144,,Austria,0.00114277,0.000705002,,Maldives,0.999907432,9.25677E-05,Austria,127534884.2,109.8734898,,,,,,,,,,,,,,,,
-22.9576,18.4904,Namibia,58610,0.104169394,0.107811982,0.119330856,0.155756733,0.270945473,0.635204251,0.11538166,0.103774475,0.102613756,0.102497684,0.102486078,,,-1.8312,-78.1834,Ecuador,326552,0.127536799,0.104989989,0.102735307,0.102509839,0.1024873,,-18.7669,46.8691,Madagascar,57254,0.103871179,0.106868945,0.116348712,0.146326367,0.241124035,0.540900583,,Kuwait,0.001099216,0.000384294,,Namibia,0.999900834,9.91663E-05,Kuwait,122679507.8,200.5750252,,,,,,,,,,,,,,,,
21.0079,10.9408,Mauritania,69937,0.106317996,0.114606459,0.140816879,0.223701504,0.485805703,1.314651957,0.134541281,0.105690488,0.102805357,0.102516844,0.102487993,,,6,12,Cameroon,149000,0.126959839,0.104932295,0.102729538,0.102509262,0.102487235,,-1.8312,-78.1834,Ecuador,326552,0.103871116,0.106868745,0.116348081,0.146324372,0.241117726,0.540880633,,Germany,0.001049421,0.000224304,,Mauritania,0.999898045,0.000101955,Germany,117127861.1,10.45029533,,,,,,,,,,,,,,,,
47.1625,19.5033,Hungary,417890,0.104640917,0.109303067,0.124046083,0.170667591,0.318097745,0.784312829,0.14656116,0.106892431,0.102925551,0.102528864,0.102489193,,,33.8547,35.8623,Lebanon,511468,0.126687464,0.104905055,0.102726814,0.102508987,0.102487205,,9.7489,-83.7534,Costa Rica,146047,0.10386506,0.106849593,0.116287514,0.146132843,0.240512058,0.538965344,,Belgium,0.001039613,0.000397586,,Malawi,0.999869507,0.000130493,Belgium,116034298.6,51.93615289,,,,,,,,,,,,,,,,
-13.254308,34.301525,Malawi,44296,0.105419274,0.111764449,0.131829655,0.195281406,0.395933462,1.030450977,0.122015334,0.104437853,0.102680094,0.102504318,0.10248674,,,-32.5228,-55.7658,Uruguay,171237,0.126171539,0.104853464,0.102721655,0.102508474,0.102487156,,35.1264,33.4299,Cyprus,286736,0.10385865,0.106829324,0.116223421,0.145930161,0.239871123,0.536938529,,South Africa,0.000885683,0.000127543,,Hungary,0.999861793,0.000138207,South Africa,98868679.72,27.06528653,,,,,,,,,,,,,,,,
1.5,10,Equatorial Guinea,51944,0.108073407,0.120157555,0.158370986,0.279212464,0.661346773,1.86976156,0.142763192,0.106512921,0.102887601,0.102525068,0.102488815,,,35.1264,33.4299,Cyprus,286736,0.125748801,0.104811189,0.102717427,0.102508051,0.102487119,,38.9637,35.2433,Turkey,6937088,0.103839291,0.106768106,0.11602983,0.145317973,0.237935213,0.530816643,,Malaysia,0.000870322,0.001071732,,Equatorial Guinea,0.999856191,0.000143809,Malaysia,97155420.02,78.80062649,,,,,,,,,,,,,,,,
22.3,114.2,Hong Kong,780415,0.103633891,0.106118572,0.113975825,0.13882264,0.217395168,0.465863317,0.134586046,0.105694913,0.102805799,0.102516888,0.102487995,,,6.6111,20.9394,CAR,31042,0.124003757,0.10463672,0.10269998,0.102506306,0.102486939,,36,138,Japan,1440826,0.10383681,0.106760258,0.116005015,0.145239501,0.237687065,0.530031929,,Afghanistan,0.000843744,0.000511964,,Hong Kong,0.999851391,0.000148609,Afghanistan,94190934.53,920.0040489,,,,,,,,,,,,,,,,
6.6111,20.9394,CAR,31042,0.106347093,0.11469847,0.141107843,0.224621615,0.488715351,1.323853071,0.124003757,0.10463672,0.10269998,0.102506306,0.102486939,,,3.2028,73.2207,Maldives,110249,0.123618614,0.104598172,0.102696126,0.102505921,0.102486902,,12.5186,-70.0358,Aruba,20869,0.103830555,0.106740479,0.115942466,0.145041706,0.237061582,0.528053978,,Honduras,0.000789709,0.000396368,,CAR,0.999849405,0.000150595,Honduras,88163441.11,624.7675008,,,,,,,,,,,,,,,,
-26.5225,31.4659,Eswatini,30007,0.104093838,0.107573052,0.118575295,0.15336744,0.263389863,0.611311313,0.111298949,0.103366204,0.102572929,0.102493601,0.102485667,,,-13.254308,34.301525,Malawi,44296,0.122015334,0.104437853,0.102680094,0.102504318,0.10248674,,36,128,S. Korea,1924170,0.103821173,0.106710811,0.115848648,0.144745026,0.236123396,0.525087175,,Malawi,0.000747105,0.001352111,,Eswatini,0.999841911,0.000158089,Malawi,83410544.82,1883.026567,,,,,,,,,,,,,,,,
3.9193,-56.0278,Suriname,8309,0.103508338,0.105721541,0.1127203,0.134852322,0.20483992,0.426160136,0.105435208,0.102779829,0.102514291,0.102487737,0.102485083,,,14.4974,-14.4524,Senegal,143852,0.119543588,0.104190668,0.102655375,0.102501846,0.102486497,,39.0742,21.8243,Greece,931002,0.103804513,0.106658128,0.115682049,0.144218194,0.234457407,0.519818856,,Latvia,0.00074239,0.003226494,,Suriname,0.99982028,0.00017972,Latvia,82884576.83,332.9607155,,,,,,,,,,,,,,,,
22,-80,Cuba,388194,0.104705625,0.109507695,0.124693172,0.172713866,0.324568633,0.804775572,0.146241166,0.106860433,0.102922352,0.102528543,0.102489163,,,9.7489,-83.7534,Costa Rica,146047,0.11916537,0.104152846,0.102651593,0.102501468,0.102486454,,31,35,Israel,2217857,0.103772629,0.106557302,0.11536321,0.143209937,0.23126902,0.50973629,,Slovenia,0.000740466,0.002030195,,Cuba,0.999817653,0.000182347,Slovenia,82669924.73,524.9984107,,,,,,,,,,,,,,,,
48.669,19.699,Slovakia,332393,0.103978957,0.107209768,0.117426489,0.149734599,0.251901812,0.574982906,0.129725973,0.105208907,0.102757199,0.102512028,0.102487512,,,-12.8275,45.1662,Mayotte,13000,0.118995368,0.104135899,0.102649898,0.102501298,0.102486438,,42.7339,25.4858,Bulgaria,403213,0.103767832,0.106542132,0.115315239,0.143058237,0.230789303,0.508219291,,Portugal,0.000719036,0.000383167,,Slovakia,0.9998166,0.0001834,Portugal,80279022.41,40.61712801,,,,,,,,,,,,,,,,
34,9,Tunisia,139527,0.103711483,0.106363939,0.114751743,0.141276308,0.225154346,0.490399994,0.116974705,0.103933779,0.102629686,0.102499277,0.102486238,,,-23.4425,-58.4438,Paraguay,185921,0.118182857,0.104054594,0.102641768,0.102500486,0.102486354,,13,122,Philippines,2515352,0.103756474,0.106506215,0.11520166,0.14269907,0.229653516,0.504627619,,Bolivia,0.000648029,0.000258241,,Tunisia,0.999800183,0.000199817,Bolivia,72356111.4,302.6527939,,,,,,,,,,,,,,,,
15,101,Thailand,749213,0.107128116,0.117168281,0.148918072,0.249319728,0.566817641,1.570834197,0.22958084,0.115194834,0.103755792,0.102611888,0.102497497,,,3.9339,-53.1258,French Guiana,52668,0.117821509,0.104018462,0.102638154,0.102500124,0.102486321,,34,9,Tunisia,139527,0.103711483,0.106363939,0.114751743,0.141276308,0.225154346,0.490399994,,Bahrain,0.000624976,0.000373167,,Thailand,0.999791662,0.000208338,Bahrain,69783599.91,63.70761367,,,,,,,,,,,,,,,,
-12.8275,45.1662,Mayotte,13000,0.107063998,0.116965525,0.1482769,0.247292164,0.560405922,1.550558561,0.118995368,0.104135899,0.102649898,0.102501298,0.102486438,,,34,9,Tunisia,139527,0.116974705,0.103933779,0.102629686,0.102499277,0.102486238,,-23.4425,-58.4438,Paraguay,185921,0.10363607,0.106125463,0.113997616,0.138891548,0.217613074,0.466552395,,Botswana,0.000614628,0.00267228,,Mayotte,0.999785785,0.000214215,Botswana,68628897.71,626.4790246,,,,,,,,,,,,,,,,
55.1694,23.8813,Lithuania,634751,0.104367896,0.108439702,0.12131588,0.162033932,0.290795719,0.697976239,0.149928343,0.107229147,0.102959223,0.10253223,0.102489538,,,13.7942,-88.8965,El Salvador,310444,0.115983317,0.10383464,0.102619772,0.102498285,0.102486155,,22.3,114.2,Hong Kong,780415,0.103633891,0.106118572,0.113975825,0.13882264,0.217395168,0.465863317,,Qatar,0.000566783,0.000232586,,Lithuania,0.999746256,0.000253744,Qatar,63289404.73,102.0586149,,,,,,,,,,,,,,,,
46.1512,14.9955,Slovenia,157467,0.105432389,0.111805921,0.131960802,0.195696132,0.39724494,1.034598235,0.139473017,0.106183631,0.102854671,0.102521775,0.102488486,,,18.1096,-77.2975,Jamaica,56494,0.115946957,0.103831005,0.102619409,0.102498249,0.102486133,,24,45,Saudi Arabia,5026127,0.10361985,0.106074173,0.113835422,0.138378646,0.215991134,0.461423374,,Kyrgyzstan,0.000562654,0.000389315,,Slovenia,0.999741371,0.000258629,Kyrgyzstan,62828553.98,234.6818442,,,,,,,,,,,,,,,,
-11.2027,17.8739,Angola,64747,0.1032979,0.105056077,0.110615918,0.128197682,0.183796101,0.359613738,0.109027544,0.103139063,0.102550215,0.102491329,0.102485427,,,-21.1351,55.2471,R¨¦union,35419,0.115781721,0.103814483,0.102617757,0.102498084,0.102486117,,14.6415,-61.0242,Martinique,12227,0.103602531,0.106019405,0.113662231,0.137830969,0.214259227,0.455946603,,Morocco,0.00052562,0.000318992,,Angola,0.999714172,0.000285828,Morocco,58695155.82,31.03980606,,,,,,,,,,,,,,,,
25.0343,-77.3963,Bahamas,11037,0.102894895,0.103781662,0.106585865,0.115453536,0.143495571,0.232172272,0.103847246,0.102621033,0.102498412,0.102486155,0.102484958,,,41.1533,20.1683,Albania,56815,0.115655035,0.103801813,0.10261649,0.102497957,0.102486103,,-38.4161,-63.6167,Argentina,1222359,0.10356123,0.105888798,0.113249215,0.136524897,0.210129068,0.442885891,,Switzerland,0.000453206,0.000363818,,Bahamas,0.999664948,0.000335052,Switzerland,50612144.65,50.56744303,,,,,,,,,,,,,,,,
18.1096,-77.2975,Jamaica,56494,0.104275863,0.108148665,0.120395543,0.15912357,0.281592344,0.668872612,0.115946957,0.103831005,0.102619409,0.102498249,0.102486133,,,-22.9576,18.4904,Namibia,58610,0.11538166,0.103774475,0.102613756,0.102497684,0.102486078,,33.8547,35.8623,Lebanon,511468,0.10355496,0.105868973,0.113186522,0.136326644,0.209502134,0.440903352,,Egypt,0.000440287,0.000231734,,Jamaica,0.999649301,0.000350699,Egypt,49169944.99,364.2218147,,,,,,,,,,,,,,,,
12.5186,-70.0358,Aruba,20869,0.103830555,0.106740479,0.115942466,0.145041706,0.237061582,0.528053978,0.108632605,0.103099569,0.102546265,0.102490935,0.102485403,,,-18.7669,46.8691,Madagascar,57254,0.112975116,0.10353382,0.10258969,0.102495277,0.102485841,,-40.9006,174.886,New Zealand,750808,0.103535431,0.105807216,0.112991229,0.135709073,0.207549204,0.434727646,,Mauritania,0.000437701,0.00093732,,Aruba,0.999644481,0.000355519,Mauritania,48881171.86,698.9314934,,,,,,,,,,,,,,,,
